study,symbol,initial_capital,entry_scale_base,entry_scale_step,entry_scale_max,hedge_hysteresis_band,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,profit_factor,touch_bars,entry_window_bars,reverse_events,stop_loss_events,reentry_events,hedge_open_events,hedge_close_events,long_open_events,scale_reset_triggers,scale_reset_applied
41_backtest_btcusdt_live_nla_longonly_hedge_hyst05_adx002_dynamic_scale,BTCUSDT,1000.0,0.4,0.04,0.6,0.005,23434.29353911443,2243.4293539114433,115.33507515119138,74.89509729292092,1.5399549412441025,610,544,66,91.80327868852459,2.2693010120858266,162285,2000029,0,85,37,66,66,544,66,25
