variant,variant_label,case1_window_return_pct,case1_window_mdd_pct,total_window_return_pct,total_window_mdd_pct,stress_off_ratio_1m_pct,window_start_equity_case1,window_end_equity_case1,window_start_equity_total,window_end_equity_total
r1_bear_only,R1 bear_only,-100.0,100.0,-74.40366361288993,87.49291667126303,77.74022837180131,55098.91629878951,0.0,66250.76138480601,16957.767743076576
r2_bear_mature,R2 bear_mature,-9.924103417460318,49.81962278294503,6.666906941739015,47.440453244442,73.63513380431345,30513.14786312249,27484.99151326363,41664.992949138985,44442.75925634021
r3_bear_chop,R3 bear_chop,-12.304795665963885,49.81962278294506,9.216494656818108,46.87450389029311,1.4927616609046757,22201.79821426745,19469.91230983222,33353.64330028395,36427.68005290879
r4_bear_highvol_p80,R4 bear_highvol(P80),,,52.0624400023296,40.097037813353566,63.318492103394476,0.0,0.0,11151.845086016496,16957.767743076576
r5_risk_or_crash,R5 risk_or_crash,-17.211096188721175,49.81962278294505,7.64167219902252,46.613935117411046,37.18686991722429,19932.327594888236,16501.755519881008,31084.172680904732,33459.523262957584
