timestamp,regime_id,action,reason,enabled_after,off_bars_4h_counter,trend_4h_confirmed,run_len_4h,flip_count_30_4h,near_ema_ratio_30_4h,vol20_confirmed,vol20_p80_2y,vol20_p65_2y,risk_score_24,dd30_confirmed,variant
2022-01-01 04:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,272.0,0.0,10.0,1.04026872754844,1.6427673477894613,1.437302383998139,0,-9.056937423237532,r1_bear_only
2022-02-05 04:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,1.6408163383931573,1.6449379356576417,1.4302433160316184,2,-0.2920336943441515,r1_bear_only
2022-02-17 20:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,1.0,3.3333333333333335,1.3280517789455941,1.6243952759020797,1.4078595475649665,2,-7.528700010779343,r1_bear_only
2022-02-28 20:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,2.0307379758377877,1.6644142924905798,1.4275848864330642,2,0.0,r1_bear_only
2022-03-04 20:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,2.0,3.3333333333333335,1.0976340153887694,1.6799833761388396,1.4350735416301714,3,-10.381334456605718,r1_bear_only
2022-03-09 08:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,3.3333333333333335,2.147343709878416,1.6772637675168678,1.435237012962216,3,0.0,r1_bear_only
2022-03-10 08:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,2.0,0.0,2.3439657323817658,1.680316357406916,1.4376911167640722,3,-7.73742031099296,r1_bear_only
2022-03-16 16:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,1.4413058047497753,1.6849788746008711,1.4383978832996942,2,0.0,r1_bear_only
2022-04-07 00:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,1.0,3.3333333333333335,0.8607218658313025,1.6517567202483359,1.401884964313825,2,-7.591627520586497,r1_bear_only
2022-04-21 16:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,6.666666666666667,1.1442231303604864,1.6241507175325358,1.3892489487330575,2,-0.6808430383327901,r1_bear_only
2022-04-21 20:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,2.0,6.666666666666667,1.2823249097463125,1.6240284383477637,1.3890007887747122,3,-2.8480833608373723,r1_bear_only
2022-07-18 12:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,1.450267604043227,1.6990123339120315,1.4375964698242256,2,-0.5098141471178042,r1_bear_only
2022-07-18 20:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,2.0,0.0,1.8968191188475865,1.6993170385292908,1.4383166777183896,3,-4.67227068650714,r1_bear_only
2022-07-19 12:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,4.0,3.0,6.666666666666667,2.080894601677097,1.6998854158291787,1.4402012626642078,2,-3.1163172239814463,r1_bear_only
2022-07-25 04:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,1.0,0.0,1.3935146972711137,1.7201066383489902,1.4493925510984311,2,-9.503423948595236,r1_bear_only
2022-07-28 00:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,0.0,1.8325206971590426,1.717338893916855,1.4463950537425183,3,0.0,r1_bear_only
2022-08-19 04:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,1.0,13.333333333333334,0.6383854929782472,1.692333008319294,1.4336880637821716,2,-8.47746621037434,r1_bear_only
2022-09-09 20:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,1.7045089241292544,1.6747580039710046,1.4083184325822535,2,0.0,r1_bear_only
2022-09-13 16:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,2.0,3.3333333333333335,1.948150202213141,1.6716165938399832,1.4032098093538332,3,-7.516332612374132,r1_bear_only
2022-10-04 20:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,6.666666666666667,0.6291201149345707,1.677235225624528,1.4026136757860483,2,0.0,r1_bear_only
2022-10-07 16:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,2.0,26.666666666666668,0.7415733339248295,1.6730964304611353,1.4013269873278318,4,-3.7967031346760605,r1_bear_only
2022-10-14 08:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,0.883438054215104,1.668664264451499,1.394969581945158,2,-0.8739643446782019,r1_bear_only
2022-10-14 12:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,2.0,3.3333333333333335,0.8774123686950873,1.6684967427032231,1.3948083502004578,3,-1.100659891044764,r1_bear_only
2022-10-25 20:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,10.0,0.9060871263615558,1.6526815734133917,1.3858632682282586,2,0.0,r1_bear_only
2022-11-08 08:00:00,r1_bear_only,OFF,bearish trend,0,0,bearish,1.0,1.0,3.3333333333333335,0.8489049268670035,1.6374438490965433,1.3734316578911119,2,-7.701350500314885,r1_bear_only
2022-12-13 16:00:00,r1_bear_only,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,10.0,0.6496629866317906,1.6225266800749505,1.3637146773656934,2,0.0,r1_bear_only
