period_start,period_end,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,long_win_rate_pct,short_win_rate_pct,profit_factor,avg_holding_hours,initial_capital,entry_scale_short,hysteresis_band
2022-01-01 03:20:00,2026-02-12,0.0,-100.0,-99.97335800668509,100.0,-0.9997335800668509,498,66,432,89.95983935742971,24.242424242424242,100.0,2.8242283160066304,59.437382864792504,500.0,0.15,0.005
