variant,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,peak_ts,peak_equity,return_2026_pct,mdd_2026_pct,post_peak_trough_ts,post_peak_trough_equity,post_peak_drop_pct
raw_case3,27038.184152886635,1251.909207644332,63.8550320207458,92.84062680030985,0.6877919098725074,2024-03-12 00:15:00,124248.92401136734,-57.9509559328783,64.49566569197002,2024-11-06 15:00:00,8895.44416657322,-92.84062680030985
fixed_seed_overlay,17904.784395824467,795.2392197912234,51.53560935199521,31.814692428392867,1.6198682249715075,2025-10-07 13:30:00,20170.664686842167,-6.305952531342696,8.893957949758558,2026-04-09 14:30:00,17750.377185522142,-11.99904682813373
multiplier_ladder_overlay,48690.743293129926,2334.5371646564963,83.19091914391672,71.6546558299634,1.160998098174233,2025-10-07 13:30:00,98325.4855977754,-30.112341570482883,35.730763411237454,2026-04-09 14:30:00,46610.596905430524,-52.59560975258984
