year,bars,adx35_mean,adx002_mean,adx35_ge40_pct,adx002_ge40_pct,adx35_ge50_pct,adx002_ge50_pct,mult_disagree_pct,adx_abs_diff_mean,adx_abs_diff_p95
2022,525508,24.486870856038372,35.7452476737532,9.090251718337305,34.79737701424146,2.89453252852478,18.459471597007088,32.38789894730432,12.998349598931306,30.473357729498705
2023,525404,24.739494550072493,36.382028821794385,9.463003707623088,36.107452550799,2.889776248372681,19.874991435162276,33.56845398969174,13.395744422079714,31.894936723257636
2024,525567,23.794595019501507,35.08531872912106,7.275570954797391,33.3493160719756,1.8475284787667416,17.328523290084803,31.48827837364218,12.831626384218518,30.352501989862475
2025,525558,24.145489954658714,35.539168721939554,7.374638003797868,34.46260926481949,1.8017040935538988,18.4004429577706,32.62817805075748,12.993612228667411,31.155144608521226
2026,60451,24.617328046835155,36.83900735156784,8.200029776182364,37.24504143852045,1.8990587417908718,20.3222444624572,35.344328464376105,13.746244927245037,32.41853721410176
