variant,source_group,case3_name,case3_source_variant,w1,w2,w3,final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,rebalance_count,fee_paid,ref85_cagr_pct,ref85_mdd_pct,ref116_cagr_pct,ref116_mdd_pct,delta_cagr_vs_85,delta_mdd_vs_85,delta_calmar_vs_85,delta_cagr_vs_116,delta_mdd_vs_116,delta_calmar_vs_116,dominates_116,dominates_85,beats_116_cagr
lv3p0_g8_body25_tp20_lb5_none_case3_w58_25_17,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.58,0.25,0.17,55781.75264936567,2689.0876324682836,124.54280943006846,44.83737459446825,2.7776561530753354,9018,316.6770356696479,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.585069737973143,-0.2743006922562117,0.07419327086255167,1.9833148141610337,0.6153437660993077,0.006198300052355332,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w58_25_17,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.58,0.25,0.17,56016.74742652641,2700.8373713263204,124.77234197572216,44.976221227510415,2.7741846373568437,9018,306.7967496788565,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.81460228362684,-0.13545405921404807,0.07072175514405998,2.212847359814731,0.7541903991414713,0.002726784333863641,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w56_29_15,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.56,0.2899999999999999,0.15,56234.04812501187,2711.7024062505934,124.98394400179885,45.07360726198829,2.7728853223425265,9018,309.0366639506176,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.0262043097035303,-0.03806802473616955,0.06942244012974275,2.424449385891421,0.8515764336193499,0.0014274693195464039,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w58_27_15,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.58,0.27,0.15,55997.32718950598,2699.866359475299,124.75340080245876,44.99949433473681,2.772328948286801,9018,304.1262726507749,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.79566111036344,-0.11218095198765354,0.06886606607401724,2.193906186551331,0.7774635063678659,0.000871095263820898,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w60_23_17,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.6,0.23,0.17,55694.96347402827,2684.7481737014136,124.45785249555654,44.902593281187144,2.771729724298589,9018,300.24651183260477,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.500112803461221,-0.2090820055373186,0.06826684208580547,1.8983578796491116,0.6805624528182008,0.0002718712756091257,False,True,True
study116_best_reference,baseline,short_gate_24h_g12_tp15_case3,short_gate_24h_g12_tp15,0.6,0.31,0.09,53758.87275558826,2587.9436377794127,122.55949461590743,44.22203082836894,2.77145785302298,9016,274.5940853306157,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,0.6017549238121092,-0.8896444583555194,0.06799497081019634,0.0,0.0,0.0,False,True,False
lv2p5_g12_body25_tp20_lb5_none_case3_w58_27_15,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.58,0.27,0.15,55832.279141805906,2691.613957090295,124.59222316579228,45.08313359991843,2.763610539397326,9018,303.4209340681608,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.6344834736969602,-0.02854168680602953,0.06014765718454207,2.032728549884851,0.8611027715494899,-0.007847313625654273,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w60_23_17,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.6,0.23,0.17,55506.89090092995,2675.344545046498,124.27340595056835,44.9995258279305,2.7616603433948588,9018,299.37740071962946,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.31566625847303,-0.1121494587939651,0.05819746118207503,1.7139113346609207,0.7774949995615543,-0.009797509628121315,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w60_25_15,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.6,0.25,0.15,55537.99582680873,2676.8997913404364,124.30394379170129,45.01659761900382,2.7612913984247047,9018,297.4506044725717,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.34620409960597,-0.09507766772064485,0.05782851621192098,1.7444491757938607,0.7945667906348746,-0.010166454598275365,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w60_27_13,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.6,0.27,0.13,55087.975111934466,2654.3987555967233,123.86086007985604,44.93602777600826,2.7563820437637,9018,301.207562195181,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,1.9031203877607226,-0.17564751071620321,0.05291916155091636,1.3013654639486134,0.7139969476393162,-0.015075809259279982,False,True,True
lv3p0_g8_body25_tp20_lb5_none_case3_w60_27_13,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.6,0.27,0.13,55047.42184405012,2652.371092202506,123.82079752615152,44.93602777600826,2.7554904973656913,9018,300.84877129199594,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,1.8630578340562067,-0.17564751071620321,0.05202761515290755,1.2613029102440976,0.7139969476393162,-0.015967355657288795,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w60_25_15,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.6,0.25,0.15,55373.151945192476,2668.657597259624,124.14195746123954,45.10129853272385,2.752514040613857,9018,296.70676905835643,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.184217769144226,-0.010376754000610333,0.0490511584010731,1.5824628453321168,0.8792677043549091,-0.01894381240912324,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_w52_33_15,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.52,0.32999999999999996,0.15,59514.32585571463,2875.7162927857316,128.10541562123964,45.18340410056385,2.8352316115031493,9018,337.94067887258825,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.147675929144327,0.07172881383938545,0.13176872929036554,5.545921005332218,0.9613732721949049,0.0637737584801692,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_w52_33_15,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.52,0.32999999999999996,0.15,59468.51143191536,2873.425571595768,128.06272688925065,45.18340410056385,2.834286823636038,9018,338.53240898292495,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.104987197155339,0.07172881383938545,0.13082394142325438,5.5032322733432295,0.9613732721949049,0.06282897061305803,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_w50_35_15,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.35,0.15,59750.51936587621,2887.5259682938104,128.32510096989282,45.40947246387448,2.825954454150109,9018,340.4821788355805,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.3673612777974995,0.2977971771500165,0.12249157193732518,5.76560635398539,1.187441635505536,0.05449660112712884,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_w50_35_15,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.35,0.15,59704.50870565459,2885.2254352827294,128.2823577311207,45.40947246387448,2.8250131695138228,9018,341.0434161192057,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.324618039025381,0.2977971771500165,0.121550287301039,5.722863115213272,1.187441635505536,0.053555316490842664,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_w58_29_13,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.58,0.29000000000000004,0.13,57837.08363239921,2791.854181619961,126.52611345892382,45.15613679858783,2.8019693983848653,9018,316.3075325901193,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.5683737668285005,0.044461511863367775,0.0985065161720815,3.9666188430163913,0.9341059702188872,0.030511545361885162,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_w58_29_13,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.58,0.29000000000000004,0.13,57798.59109634973,2789.9295548174864,126.48946394559069,45.15613679858783,2.801157780830055,9018,316.8827465487988,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.531724253495369,0.044461511863367775,0.09769489861727143,3.92996932968326,0.9341059702188872,0.02969992780707509,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_w60_25_15,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.6,0.25,0.15,57944.76983574421,2797.2384917872105,126.6285456611636,45.20603914118312,2.801142238223738,9018,316.2554375083932,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.670805969068283,0.09436385445865625,0.09767935601095434,4.069051045256174,0.9840083128141757,0.029684385200758,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_w60_25_15,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.6,0.25,0.15,57900.25924519514,2795.0129622597574,126.58622422441277,45.20603914118328,2.8002060483350575,9018,316.9584131751598,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.628484532317458,0.09436385445881967,0.09674316612227374,4.026729608505349,0.9840083128143391,0.028748195312077396,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_w56_31_13,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.56,0.30999999999999994,0.13,58204.58548163075,2810.2292740815374,126.8750930055301,45.377798032070075,2.795972887795548,9018,321.4796931790281,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.917353313434788,0.2661227453456121,0.09251000558276434,4.315598389622679,1.1557672037011315,0.024515034772568,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_w56_31_13,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.56,0.30999999999999994,0.13,58165.82188256684,2808.291094128342,126.83836193495041,45.377798032070075,2.795163437531925,9018,322.03532699972203,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.880622242855097,0.2661227453456121,0.09170055531914123,4.278867319042988,1.1557672037011315,0.023705584508944888,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_w54_33_13,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.54,0.32999999999999996,0.13,58510.70847742715,2825.5354238713576,127.1645161378753,45.60099602977542,2.7886346178676122,9018,325.4987181255255,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.20677644577998,0.4893207430509605,0.0851717356548285,4.6050215219678705,1.37896520140648,0.017176764844632153,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_w54_33_13,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.54,0.32999999999999996,0.13,58471.7205853063,2823.586029265315,127.12771893355162,45.60099602977542,2.787827679258209,9018,326.0323723245666,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.1699792414563035,0.4893207430509605,0.0843647970454251,4.568224317644194,1.37896520140648,0.016369826235228757,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_w58_22_20,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.58,0.22000000000000003,0.2,59535.13764089489,2876.7568820447445,128.12479930495493,46.06380617719788,2.7814635814523334,9018,335.4905803086939,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.167059612859617,0.9521308904734198,0.07800069923954966,5.565304689047508,1.8417753488289392,0.010005728429353322,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_w58_22_20,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.58,0.22000000000000003,0.2,59474.0009959553,2873.700049797765,128.06784323991826,46.06380617719792,2.780227121208087,9018,336.4193150544216,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.110103547822945,0.9521308904734553,0.07676423899530338,5.508348624010836,1.8417753488289748,0.008769268185107038,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_w52_35_13,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.52,0.35,0.13,58754.44536216605,2837.7222681083026,127.39413796692385,45.82571783918347,2.7799703741464357,9018,328.37881865126394,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.436398274828534,0.7140425524590057,0.07650749193365192,4.834643351016425,1.6036870108145251,0.008512521123455574,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_w52_35_13,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.52,0.35,0.13,58715.277841252995,2835.76389206265,127.35728736404654,45.82571783918347,2.7791662273787487,9018,328.8898021830683,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.399547671951225,0.7140425524590057,0.075703345165965,4.797792748139116,1.6036870108145251,0.007708374355768655,False,False,True
lv3p0_g8_body20_tp20_lb5_none_case3_w52_33_15,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.52,0.32999999999999996,0.15,56729.46411796802,2736.473205898401,125.46406367338467,45.18340410056396,2.7767731575545165,9018,326.8957176975277,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.5063239812893556,0.07172881383949914,0.07331027534173273,2.9045690574772465,0.9613732721950186,0.005315304531536391,False,False,True
lv3p0_g8_body25_tp20_lb5_none_case3_w52_33_15,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.52,0.32999999999999996,0.15,56681.73946402841,2734.0869732014207,125.41795101719177,45.18340410056396,2.77575259132869,9018,326.4910846047705,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.460211325096452,0.07172881383949914,0.07228970911590604,2.858456401284343,0.9613732721950186,0.0042947383057097,False,False,True
lv2p5_g12_body20_tp20_lb5_none_case3_w54_33_13,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.54,0.32999999999999996,0.13,56356.16466809646,2717.808233404823,125.1025865355206,45.127648598861526,2.7721937752076156,9018,308.0064644949034,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.1448468434252845,0.015973312137063544,0.06873089299483182,2.5430919196131754,0.905617770492583,0.0007359221846354735,False,False,True
