variant,source_group,case3_name,case3_source_variant,w1,w2,w3,final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,rebalance_count,fee_paid,ref85_cagr_pct,ref85_mdd_pct,ref116_cagr_pct,ref116_mdd_pct,delta_cagr_vs_85,delta_mdd_vs_85,delta_calmar_vs_85,delta_cagr_vs_116,delta_mdd_vs_116,delta_calmar_vs_116,dominates_116,dominates_85,beats_116_cagr
lv3p0_g12_body20_tp20_lb5_none_case3_w52_31_17,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.52,0.30999999999999994,0.17,60139.54152694458,2906.9770763472293,128.68550467646483,44.53884292636696,2.889287108091511,9018,346.9428752970411,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.727764984369514,-0.5728323603575021,0.18582422587872705,6.126010060557405,0.31681209799801735,0.1178292550685307,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_w50_33_17,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.32999999999999996,0.17,60484.831645421604,2924.24158227108,129.00391815787304,44.76472707346058,2.8818207234051227,9018,349.63101394470493,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,7.046178465777729,-0.3469482132638859,0.178357841192339,6.4444235419656195,0.5426962450916335,0.11036287038214265,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_w50_33_17,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.32999999999999996,0.17,60431.99336129719,2921.5996680648595,128.95528201118597,44.76472707346058,2.8807342396964817,9018,350.27677181979453,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.997542319090655,-0.3469482132638859,0.17727135748369793,6.395787395278546,0.5426962450916335,0.10927638667350159,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_w56_24_20,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.56,0.23999999999999994,0.2,60100.886932725436,2905.0443466362717,128.6497728105962,44.88313620241824,2.8663276164659974,9018,343.55703490732174,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.692033118500888,-0.22853908430622027,0.16286473425321368,6.0902781946887785,0.6611053740492991,0.09486976344301734,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_w56_24_20,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.56,0.23999999999999994,0.2,60039.12577415742,2901.956288707871,128.5926453809294,44.883136202418704,2.8650548125912754,9018,344.4505973867105,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,6.634905688834095,-0.22853908430575842,0.16159193037849162,6.033150765021986,0.661105374049761,0.09359695956829528,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_w58_27_15,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.58,0.27,0.15,58428.494331379654,2821.4247165689826,127.0868997990756,44.51445172802132,2.8549582184132776,9018,323.4102101534584,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.1291601069802795,-0.597223558703142,0.15149533620049382,4.52740518316817,0.2924208996523774,0.08350036539029748,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_w58_27_15,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.58,0.27,0.15,58383.57963088717,2819.1789815443585,127.04446201850779,44.51445172802132,2.85400487003044,9018,324.08945481031026,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.08672232641247,-0.597223558703142,0.15054198781765615,4.484967402600361,0.2924208996523774,0.08254701700745981,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_w56_29_15,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.56,0.2899999999999999,0.15,58852.208942021716,2842.610447101086,127.48603736762156,44.7358778092208,2.8497493200266337,9018,329.41433317761243,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.528297675526247,-0.3757974775036601,0.14628643781384998,4.926542751714138,0.5138469808518593,0.07829146700365364,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_w56_29_15,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.56,0.2899999999999999,0.15,58806.94259775874,2840.347129887937,127.44350062391727,44.7358778092208,2.848798478201518,9018,330.06598809618833,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.485760931821957,-0.3757974775036601,0.14533559598873413,4.884006008009848,0.5138469808518593,0.07734062517853779,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_w58_25_17,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.58,0.25,0.17,58935.99935009714,2846.7999675048572,127.56470983396065,44.837374594467946,2.8450530609278726,9018,329.2567183181233,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.606970141865332,-0.2743006922565172,0.14159017871508883,5.005215218053223,0.6153437660990022,0.07359520790489249,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_w58_25_17,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.58,0.25,0.17,58884.61880625599,2844.2309403127992,127.5164776771235,44.83737459446881,2.843977347702559,9018,330.03038213664314,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.558737985028188,-0.27430069225565035,0.1405144654897752,4.956983061216079,0.6153437660998691,0.07251949467957886,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_w54_31_15,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.54,0.30999999999999994,0.15,59214.55672170628,2860.727836085314,127.82564574135557,44.95886562713027,2.8431688379659565,9018,334.25264961938933,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.867906049260256,-0.15280965959419035,0.1397059557531728,5.266151125448147,0.7368347987613291,0.07171098494297645,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_w54_31_15,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.54,0.30999999999999994,0.15,59168.98955987844,2858.449477993922,127.78302480281356,44.95886562713027,2.842220839435578,9018,334.8755558509175,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,5.825285110718241,-0.15280965959419035,0.13875795722279438,5.223530186906132,0.7368347987613291,0.07076298641259804,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w50_30_20,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.5,0.3,0.2,58143.78237273429,2807.1891186367147,126.81746978034636,44.685133740173235,2.8380237265874793,9018,333.6147721660685,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.859730088251041,-0.42654154655122767,0.1345608443746955,4.257975164438932,0.46310291180429175,0.06656587356449917,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w52_28_20,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.52,0.27999999999999997,0.2,57790.774328272244,2789.5387164136123,126.48201918760451,44.67988044350193,2.830849544182242,9018,329.5259189341244,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.524279495509191,-0.4317948432225336,0.12738666196945836,3.922524571697082,0.45784961513298583,0.05939169115926202,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w54_29_17,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.54,0.2899999999999999,0.17,56677.47948152121,2733.8739740760607,125.4138334957184,44.314526151903145,2.8300840466130617,9018,329.15315696605825,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.4560938036230766,-0.7971491348213178,0.12662116440027793,2.8543388798109675,0.09249532353420165,0.05862619359008159,False,True,True
lv3p0_g8_body25_tp20_lb5_none_case3_w54_29_17,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.54,0.2899999999999999,0.17,56623.68426710583,2731.1842133552914,125.36181711552716,44.314526151903145,2.8289102468523932,9018,328.6848764968105,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.4040774234318434,-0.7971491348213178,0.12544736463960948,2.8023224996197342,0.09249532353420165,0.05745239382941314,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w50_30_20,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.5,0.3,0.2,57919.49318353401,2795.9746591767002,126.60451520515204,44.793628781532,2.826395597968386,9018,332.8022044511833,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.646775513056724,-0.3180465051924628,0.12293271575560238,4.045020589244615,0.5715979531630566,0.05493774494540604,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w52_31_17,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.52,0.30999999999999994,0.17,57010.34616822836,2750.517308411418,125.7348649779178,44.53884292636705,2.823038424814637,9018,333.4874450450806,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.7771252858224784,-0.5728323603574097,0.11957554260185344,3.1753703620103693,0.3168120979981097,0.05158057179165709,False,True,True
lv3p0_g8_body25_tp20_lb5_none_case3_w52_31_17,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.52,0.30999999999999994,0.17,56956.288326752896,2747.814416337645,125.68282585633793,44.53884292636705,2.8218700262178014,9018,333.02382030452594,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.7250861642426116,-0.5728323603574097,0.11840714400501762,3.1233312404305025,0.3168120979981097,0.050412173194821275,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w54_26_20,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.54,0.25999999999999995,0.2,57377.403891084876,2768.870194554244,126.08723105503583,44.683342491253775,2.8217949693382023,9018,324.32333697909513,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.129491362940513,-0.4283327954706877,0.11833208712541854,3.527736439128404,0.4613116628848317,0.0503371163152222,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w52_28_20,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.52,0.27999999999999997,0.2,57566.256049426906,2778.312802471345,126.26785992125443,44.7898416839298,2.819118245880253,9018,328.65934529689736,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.310120229159111,-0.321833602794662,0.11565536366746931,3.7083653053470016,0.5678108555608574,0.04766039285727297,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w50_33_17,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.5,0.32999999999999996,0.17,57662.57340263141,2783.1286701315703,126.35981060427474,44.87892648223303,2.815571149062554,9018,326.17786753812,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.4020709121794255,-0.2327488044914361,0.11210826684977038,3.8003159883673163,0.6568956538640833,0.044113296039574035,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w50_33_17,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.5,0.32999999999999996,0.17,57282.723160435926,2764.1361580217963,125.99650364119145,44.7647270734607,2.8146380393300774,9018,336.71685731623353,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.038763949096136,-0.3469482132637651,0.11117515711729364,3.437009025284027,0.5426962450917543,0.0431801863070973,False,True,True
lv3p0_g8_body25_tp20_lb5_none_case3_w50_33_17,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.5,0.32999999999999996,0.17,57228.456305845575,2761.4228152922788,125.94445146799198,44.7647270734607,2.8134752449470346,9018,336.2585860461914,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.9867117758966657,-0.3469482132637651,0.11001236273425086,3.3849568520845565,0.5426962450917543,0.042017391924054515,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w56_24_20,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.56,0.23999999999999994,0.2,56905.02260462213,2745.2511302311063,125.63344003419483,44.69551965670656,2.8108732373882033,9018,318.02242886923625,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.6757003420995176,-0.41615563001790434,0.10741035517541953,3.0739454182874084,0.4734888283376151,0.03941538436522318,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w52_31_17,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.52,0.30999999999999994,0.17,57388.35398598049,2769.417699299024,126.0977166247315,44.866293698399694,2.8105222480017154,9018,323.19370549110533,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.139976932636188,-0.24538158832476853,0.1070593657889316,3.5382220088240786,0.6442628700307509,0.03906439497873526,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w54_26_20,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.54,0.25999999999999995,0.2,57152.90960755401,2757.6454803777006,125.8719256537867,44.79475505684527,2.8099701738306906,9018,323.40422578131705,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.9141859616913877,-0.31692022987919444,0.10650729161790684,3.3124310378792785,0.572724228476325,0.0385123208077105,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_w60_27_13,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.6,0.27,0.13,57409.44421560492,2770.472210780246,126.11790789735258,44.93602777600827,2.8066100663371945,9018,309.98395284039316,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.160168205257264,-0.1756475107161961,0.1031471841244107,3.558413281445155,0.7139969476393233,0.035152213314214364,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w50_33_17,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.5,0.32999999999999996,0.17,57474.60749431056,2773.730374715528,126.18025818039796,44.9697292932355,2.805893212245296,9018,325.5363654308448,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.22251848830264,-0.1419459934889602,0.10243033003251245,3.620763564490531,0.7476984648665592,0.03443535922231611,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_w60_27_13,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.6,0.27,0.13,57371.264716006284,2768.5632358003145,126.0813516534883,44.93602777600827,2.8057965488619407,9018,310.5785104079973,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.123611961392982,-0.1756475107161961,0.102333666649157,3.5218570375808724,0.7139969476393233,0.03433869583896065,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w54_29_17,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.54,0.2899999999999999,0.17,57053.28987240445,2752.6644936202224,125.77617838971133,44.86233524755313,2.8036030156627074,9018,319.1075089693996,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.818438697616017,-0.2493400391713294,0.10014013344992367,3.216683773803908,0.64030441918419,0.03214516263972733,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w52_31_17,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.52,0.30999999999999994,0.17,57199.941073589565,2759.997053679478,125.91708499331591,44.95834862894651,2.800749779146558,9018,322.5050681447385,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.959345301220594,-0.15332665777795285,0.09728689693377435,3.357590377408485,0.7363178005775666,0.029291926123578005,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w56_24_20,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.56,0.23999999999999994,0.2,56680.80474622836,2734.040237311418,125.41704757799965,44.80836799521403,2.798964862799632,9018,317.05270868339915,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.4593078859043374,-0.30330729151043556,0.09550198058684822,2.857552962092228,0.5863371668450839,0.02750700977665188,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w58_22_20,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.58,0.22000000000000003,0.2,56375.122226889,2718.75611134445,125.12098732922392,44.71641854419058,2.7980994767184737,9018,310.6396810815667,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.163247637128606,-0.3952567425338813,0.09463659450568995,2.561492713316497,0.4943877158216381,0.02664162369549361,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w50_35_15,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.5,0.35,0.15,57247.04551099282,2762.352275549641,125.96228623577552,45.01754835477412,2.7980707710489345,9018,319.7368783355021,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,4.004546543680206,-0.09412693195034194,0.09460788883615079,3.402791619868097,0.7955175264051775,0.026612918025954446,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w58_27_15,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.58,0.27,0.15,55706.96860006726,2685.348430003363,124.46961014617641,44.51445172802103,2.7961618151937175,9018,312.87415681970583,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.511870454081091,-0.5972235587034334,0.09269893298093379,1.9101155302689818,0.29242089965208606,0.024703962170737448,False,True,True
lv3p0_g8_body25_tp20_lb5_none_case3_w58_27_15,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.58,0.27,0.15,55659.96141289073,2682.9980706445363,124.42356101778911,44.51445172802103,2.7951273392741074,9018,312.45744488295634,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.4658213256937955,-0.5972235587034334,0.09166445706132365,1.8640664018816864,0.29242089965208606,0.023669486251127303,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w56_27_17,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.56,0.2699999999999999,0.17,56658.48231553844,2732.924115776922,125.39546877491424,44.8670643981899,2.794822225542644,9018,313.9130319392728,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.437729082818919,-0.24461088853455948,0.09135934332986029,2.8359741590068097,0.6450335698209599,0.023364372519663945,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w52_33_15,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.52,0.32999999999999996,0.15,57025.023454457485,2751.251172722874,125.74898771221505,45.000061368135846,2.7944181383107365,9018,317.4905205718118,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.7912480201197383,-0.11161391858861691,0.09095525609795274,3.189493096307629,0.7780305397669025,0.0229602852877564,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w54_29_17,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.54,0.2899999999999999,0.17,56864.642936881624,2743.232146844081,125.59451736173708,44.955630148731316,2.7937438969539494,9018,318.3718809466729,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.6367776696417593,-0.15604513799314645,0.09028101474116568,3.03502274582965,0.733599320362373,0.022286043930969335,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w56_29_15,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.56,0.2899999999999999,0.15,56106.74186687294,2705.3370933436468,124.86005157575963,44.735877809220895,2.7910495488259683,9018,318.6703865521271,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.9023118836643107,-0.37579747750356773,0.0875866666131846,2.3005569598522015,0.5138469808519517,0.01959169580298825,False,True,True
lv3p0_g8_body25_tp20_lb5_none_case3_w56_29_15,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.56,0.2899999999999999,0.15,56059.44896510112,2702.972448255056,124.81397266648915,44.735877809220895,2.7900195274756108,9018,318.25707285150077,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.8562329743938335,-0.37579747750356773,0.08655664526282703,2.2544780505817243,0.5138469808519517,0.018561674452630683,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w50_35_15,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.5,0.35,0.15,57083.03278412965,2754.1516392064827,125.80477836181174,45.09682790366626,2.7896591447751056,9018,319.1985112815607,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.847038669716426,-0.014847383058203434,0.08619626256232182,3.2452837459043167,0.874797075297316,0.01820129175212548,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w54_31_15,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.54,0.30999999999999994,0.15,56742.057442774065,2737.102872138703,125.47622673601104,44.991228393144176,2.788904220164197,9018,314.1536492006598,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.5184870439157265,-0.12044689358028648,0.0854413379514134,2.9167321201036174,0.7691975647752329,0.017446367141217056,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w56_24_20,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.56,0.23999999999999994,0.2,56392.742174681785,2719.6371087340895,125.13808559691952,44.8831362024188,2.788086933866616,9018,328.76873739419705,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.1803459048242075,-0.22853908430566605,0.08462405165383213,2.5785909810120984,0.6611053740498534,0.01662908084363579,False,True,True
lv3p0_g8_body25_tp20_lb5_none_case3_w56_24_20,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.56,0.23999999999999994,0.2,56330.20937621696,2716.510468810848,125.07738592486692,44.88313620241837,2.7867345401350887,9018,328.2100876637849,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.1196462327716006,-0.22853908430609238,0.08327165792230495,2.5178913089594914,0.661105374049427,0.015276687112108611,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w58_22_20,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.58,0.22000000000000003,0.2,56151.43213867431,2707.5716069337154,124.90356765326402,44.830686408706235,2.786117672046338,9018,309.6215268900107,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.9458279611687033,-0.2809888780182277,0.08265478983355434,2.344073037356594,0.6086555803372917,0.014659819023358,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w52_33_15,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.52,0.32999999999999996,0.15,56860.47437661982,2743.023718830991,125.59049802184896,45.08044663490435,2.7859195592931028,9018,316.9092760517385,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.632758329753642,-0.031228651820114806,0.08245667708031901,3.031003405941533,0.8584158065354046,0.014461706270122665,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w56_27_17,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.56,0.2699999999999999,0.17,56469.81415922621,2723.4907079613104,125.2128281873473,44.96158601335695,2.784884593487199,9018,313.13165486606334,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.2550884952519823,-0.150089273367513,0.08142171127441511,2.653333571439873,0.7395551849880064,0.013426740464218767,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w54_31_15,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.54,0.30999999999999994,0.15,56447.95453735276,2722.397726867638,125.1916370910628,44.95886562713044,2.7845817581197125,9018,323.3389326838273,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.2338973989674855,-0.15280965959401982,0.08111887590692879,2.6321424751553764,0.7368347987614996,0.013123905096732447,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w58_25_17,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.58,0.25,0.17,56205.22337479083,2710.2611687395415,124.95591082106574,44.880487335338195,2.7841923793612064,9018,307.6228732892728,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.9981711289704265,-0.2311879513862678,0.0807294971484227,2.3964162051583173,0.6584565069692516,0.01273452633822636,False,True,True
lv3p0_g8_body25_tp20_lb5_none_case3_w54_31_15,study117_live,lv3p0_g8_body25_tp20_lb5_none_case3,lv3p0_g8_body25_tp20_lb5_none,0.54,0.30999999999999994,0.15,56400.422231547105,2720.021111577355,125.14553700213492,44.95886562713044,2.78355637439873,9018,322.9296515501903,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.187797310039599,-0.15280965959401982,0.08009349218594641,2.58604238622749,0.7368347987614996,0.012098521375750071,False,True,True
lv2p5_g12_body20_tp20_lb5_none_case3_w56_29_15,study117_live,lv2p5_g12_body20_tp20_lb5_none_case3,lv2p5_g12_body20_tp20_lb5_none,0.56,0.2899999999999999,0.15,56399.11482516148,2719.955741258074,125.14426857427017,44.99104163055756,2.7815374803252646,9018,309.7021846001528,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.186528882174855,-0.12063365616690191,0.07807459811248085,2.584773958362746,0.7690108021886175,0.01007962730228451,False,True,True
lv2p5_g12_body25_tp20_lb5_none_case3_w54_31_15,study117_live,lv2p5_g12_body25_tp20_lb5_none_case3,lv2p5_g12_body25_tp20_lb5_none,0.54,0.30999999999999994,0.15,56577.15697470168,2728.857848735084,125.31679815379286,45.07270918413252,2.780325399164371,9018,313.52974367557516,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,3.3590584616975434,-0.03896610259194233,0.07686251695158708,2.7573035378854343,0.8506783557635771,0.008867546141390736,False,True,True
lv3p0_g8_body20_tp20_lb5_none_case3_w58_25_17,study117_live,lv3p0_g8_body20_tp20_lb5_none_case3,lv3p0_g8_body20_tp20_lb5_none,0.58,0.25,0.17,55834.865051174194,2691.7432525587096,124.59475121439266,44.837374594468095,2.778814601463414,9018,317.15249556398453,121.95773969209532,45.11167528672446,122.55949461590743,44.22203082836894,2.6370115222973425,-0.274300692256368,0.07535171925063011,2.0352565984852333,0.6153437660991514,0.007356748440433769,False,True,True
