variant,entry_time,exit_time,avg_entry,exit_price,quantity,num_entries,pnl,return_pct,reason,hours_held,threshold_pct
gap_10,2022-01-23 02:13:00,2022-01-23 05:51:00,34999.195,35436.67,0.029819839621721557,2,12.622748012061445,1.2622748012061444,Take Profit,3.6333333333333333,10.0
gap_10,2022-01-23 10:05:00,2022-01-23 23:02:00,35139.335,35683.13,0.05938907957373375,4,31.447809227994487,3.1447809227994483,Take Profit,12.95,10.0
gap_10,2022-01-24 00:08:00,2022-01-24 09:21:00,35553.274999999994,34485.95,0.0610520962245272,4,-66.00460441796102,-6.600460441796102,Stop Loss,9.216666666666667,10.0
gap_10,2022-01-24 10:06:00,2022-01-24 15:33:00,33653.98,34103.8,0.044642767993696965,3,19.472214686483376,1.9472214686483376,Take Profit,5.45,10.0
gap_10,2022-01-24 16:48:00,2022-01-24 16:55:00,33818.2,34291.15,0.015383904555936117,1,7.064804948244738,0.7064804948244738,Take Profit,0.11666666666666667,10.0
gap_10,2022-01-24 19:16:00,2022-01-24 20:15:00,35847.56,36283.25,0.014627773343341996,1,6.160877305096783,0.6160877305096782,Take Profit,0.9833333333333333,10.0
gap_10,2022-01-24 22:31:00,2022-01-25 08:19:00,36040.5,36478.42,0.043506943366142095,3,18.417734817690334,1.8417734817690334,Take Profit,9.8,10.0
gap_10,2022-01-25 08:30:00,2022-01-25 10:11:00,36056.17,36577.79,0.014938219400217216,1,7.5735111826633155,0.7573511182663316,Take Profit,1.6833333333333333,10.0
gap_10,2022-01-25 11:24:00,2022-01-25 12:40:00,36274.99,36725.59,0.014969813011839894,1,6.525487657115235,0.6525487657115235,Take Profit,1.2666666666666666,10.0
gap_10,2022-01-25 13:09:00,2022-01-25 14:22:00,36316.43,36783.68,0.015056953085544961,1,6.813821271591404,0.6813821271591404,Take Profit,1.2166666666666666,10.0
gap_10,2022-01-25 14:52:00,2022-01-25 15:29:00,36182.095,36633.92,0.030266587641971803,2,13.231687461194229,1.323168746119423,Take Profit,0.6166666666666667,10.0
gap_10,2022-01-25 19:32:00,2022-01-26 03:37:00,36837.34,37300.0,0.04521893966369178,3,20.246328045021514,2.0246328045021516,Take Profit,8.083333333333334,10.0
gap_10,2022-01-26 06:27:00,2022-01-26 10:58:00,37487.24,38048.34,0.015210403441338729,1,8.303065130265848,0.8303065130265849,Take Profit,4.516666666666667,10.0
gap_10,2022-01-26 15:25:00,2022-01-26 19:01:00,37814.134999999995,38296.1,0.030332376199583226,2,14.154499010161501,1.41544990101615,Take Profit,3.6,10.0
gap_10,2022-01-26 20:01:00,2022-01-27 03:48:00,36602.549999999996,35501.37,0.0626581559721761,4,-69.8876883449148,-6.988768834491481,Stop Loss,7.783333333333333,10.0
gap_10,2022-01-27 08:34:00,2022-01-27 08:46:00,35875.26,36321.61,0.015073769971943872,1,6.5091757893168625,0.6509175789316862,Take Profit,0.2,10.0
gap_10,2022-01-27 10:32:00,2022-01-27 14:13:00,36455.55,36906.47,0.01493740010223978,1,6.515057770601413,0.6515057770601412,Take Profit,3.683333333333333,10.0
gap_10,2022-01-27 15:31:00,2022-01-27 22:39:00,36069.89000000001,36538.55,0.05995330483291985,4,27.221473112474836,2.7221473112474834,Take Profit,7.133333333333334,10.0
gap_10,2022-01-28 01:26:00,2022-01-28 03:13:00,36855.545,37349.72,0.03051312909522256,2,14.62296283941953,1.462296283941953,Take Profit,1.7833333333333334,10.0
gap_10,2022-01-28 04:50:00,2022-01-28 15:11:00,36697.752499999995,37176.33,0.06179889328574077,4,28.656577431286827,2.8656577431286827,Take Profit,10.35,10.0
gap_10,2022-01-28 16:52:00,2022-01-28 20:33:00,36901.195,37370.0,0.03183700397205197,2,14.4494471117436,1.44494471117436,Take Profit,3.683333333333333,10.0
gap_10,2022-01-28 22:54:00,2022-01-29 13:38:00,37598.19,38062.54,0.031687057468980484,2,14.231449178762894,1.4231449178762894,Take Profit,14.733333333333333,10.0
gap_10,2022-01-29 14:56:00,2022-01-29 20:29:00,37481.344999999994,37997.08,0.03225030221203244,2,16.142442686052895,1.6142442686052896,Take Profit,5.55,10.0
gap_10,2022-01-31 00:43:00,2022-01-31 15:00:00,37066.899999999994,37595.03,0.032986876271210004,2,16.925301923905323,1.6925301923905325,Take Profit,14.283333333333333,10.0
gap_10,2022-02-02 21:36:00,2022-02-02 22:42:00,36743.76,37189.81,0.01701498784351426,1,7.33642166157842,0.733642166157842,Take Profit,1.1,10.0
gap_10,2022-02-03 01:55:00,2022-02-03 16:14:00,36568.51666666666,37015.49,0.05133232956155051,3,22.18414591926662,2.218414591926662,Take Profit,14.316666666666666,10.0
gap_10,2022-02-03 16:59:00,2022-02-03 21:54:00,36541.01,36991.47,0.035033076460117864,2,15.262629623471799,1.5262629623471797,Take Profit,4.916666666666667,10.0
gap_10,2022-02-21 21:56:00,2022-02-21 22:46:00,37109.3,37675.0,0.01754699634488748,1,9.66190259738534,0.9661902597385341,Take Profit,0.8333333333333334,10.0
gap_10,2022-02-21 23:23:00,2022-02-22 09:34:00,36763.6,37272.4,0.07080593415815647,4,34.970416459543635,3.4970416459543636,Take Profit,10.183333333333334,10.0
gap_10,2022-02-24 02:56:00,2022-02-24 03:43:00,35854.75,34737.8,0.03741188540471246,2,-42.30704803991819,-4.230704803991819,Stop Loss,0.7833333333333333,10.0
gap_10,2022-02-24 07:33:00,2022-02-24 07:41:00,34405.1,34846.4,0.018934662665993498,1,8.091944702853276,0.8091944702853275,Take Profit,0.13333333333333333,10.0
gap_10,2022-02-24 09:43:00,2022-02-24 13:45:00,35153.65,35580.5,0.037152567624554086,2,15.329810717594679,1.5329810717594679,Take Profit,4.033333333333333,10.0
gap_10,2022-02-24 17:08:00,2022-02-24 18:49:00,35933.3,36405.8,0.018507407234651815,1,8.47523913185167,0.847523913185167,Take Profit,1.6833333333333333,10.0
gap_10,2022-05-05 18:24:00,2022-05-05 20:14:00,35886.03333333333,36362.9,0.05566282420505922,3,25.734120751804888,2.5734120751804888,Take Profit,1.8333333333333333,10.0
gap_10,2022-05-06 01:24:00,2022-05-06 15:21:00,35820.00000000001,36285.4,0.07579826642337648,4,34.176365026847456,3.4176365026847453,Take Profit,13.95,10.0
gap_10,2022-05-06 15:38:00,2022-05-08 02:16:00,35605.075000000004,34533.7,0.07829636851704817,4,-84.96631714053593,-8.496631714053592,Stop Loss,34.63333333333333,10.0
gap_10,2022-05-08 02:54:00,2022-05-08 06:39:00,34316.8,34733.0,0.019032199008328966,1,7.656783080003944,0.7656783080003944,Take Profit,3.75,10.0
gap_10,2022-05-08 09:09:00,2022-05-09 08:30:00,34239.02499999999,33191.8,0.07602570029331762,4,-80.62538592526663,-8.062538592526662,Stop Loss,23.35,10.0
gap_10,2022-05-09 10:46:00,2022-05-09 13:38:00,32900.1,33353.1,0.018497254549897608,1,8.13247999881234,0.813247999881234,Take Profit,2.8666666666666667,10.0
gap_10,2022-05-09 14:39:00,2022-05-09 17:05:00,32108.233333333334,31065.3,0.056615326264740626,3,-59.74951977704503,-5.974951977704503,Stop Loss,2.433333333333333,10.0
gap_10,2022-05-09 17:53:00,2022-05-09 20:13:00,31240.5,31720.0,0.01846990187221262,1,8.621971832771317,0.8621971832771316,Take Profit,2.3333333333333335,10.0
gap_10,2022-05-09 20:38:00,2022-05-09 20:54:00,30934.5,31318.0,0.018815357299644595,1,6.979985780449594,0.6979985780449594,Take Profit,0.26666666666666666,10.0
gap_10,2022-05-09 21:56:00,2022-05-09 22:45:00,30832.799999999996,31243.5,0.03788191689735242,2,15.084677801509834,1.5084677801509834,Take Profit,0.8166666666666667,10.0
gap_10,2022-05-09 23:43:00,2022-05-10 00:46:00,30302.0,30815.4,0.019631128530063487,1,9.836644956092496,0.9836644956092495,Take Profit,1.05,10.0
gap_10,2022-05-10 08:00:00,2022-05-10 08:30:00,31566.8,31982.1,0.019027005483673576,1,7.6585059405378635,0.7658505940537863,Take Profit,0.5,10.0
gap_10,2022-05-10 09:29:00,2022-05-10 12:37:00,31455.4,31861.7,0.019235890532752445,1,7.570387054102345,0.7570387054102344,Take Profit,3.1333333333333333,10.0
gap_10,2022-05-10 14:38:00,2022-05-10 17:36:00,31275.15,31690.6,0.03885944840840141,2,15.65156614697774,1.5651566146977738,Take Profit,2.966666666666667,10.0
gap_10,2022-05-10 20:35:00,2022-05-10 23:03:00,30578.949999999997,31056.2,0.07985552796044983,4,37.11904702014684,3.711904702014684,Take Profit,2.466666666666667,10.0
gap_10,2022-05-11 01:48:00,2022-05-11 02:22:00,30704.5,31150.0,0.020852131699891356,1,9.029807111320952,0.9029807111320951,Take Profit,0.5666666666666667,10.0
gap_10,2022-05-11 06:41:00,2022-05-11 08:45:00,30707.425000000003,31118.3,0.08294780747401155,4,33.048702492956785,3.3048702492956785,Take Profit,2.066666666666667,10.0
gap_10,2022-05-11 11:05:00,2022-05-11 12:41:00,31219.15,30115.7,0.04222116883139149,2,-47.09755676866918,-4.7097556768669175,Stop Loss,1.6,10.0
gap_10,2022-05-11 12:49:00,2022-05-11 13:20:00,29554.6,29956.8,0.02152495838329226,1,8.399410712441519,0.8399410712441518,Take Profit,0.5166666666666667,10.0
gap_10,2022-05-11 17:41:00,2022-05-11 17:50:00,29605.5,30002.2,0.021653020644606783,1,8.329897987322077,0.8329897987322078,Take Profit,0.15,10.0
gap_10,2022-05-11 19:42:00,2022-05-11 20:54:00,29320.3,28426.8,0.02202885338300265,1,-19.933264421452044,-1.9933264421452042,Stop Loss,1.2,10.0
gap_10,2022-05-11 21:26:00,2022-05-11 21:34:00,28071.9,28411.0,0.02257694053381561,1,7.399267152014346,0.7399267152014346,Take Profit,0.13333333333333333,10.0
gap_10,2022-05-11 22:30:00,2022-05-12 00:00:00,28767.3,29125.1,0.02218022096736065,1,7.677682600643034,0.7677682600643033,Take Profit,1.5,10.0
gap_10,2022-05-12 01:24:00,2022-05-12 03:55:00,29348.050000000003,28466.6,0.04365751377314292,2,-38.97902790796684,-3.897902790796684,Stop Loss,2.5166666666666666,10.0
gap_10,2022-05-12 04:13:00,2022-05-12 04:30:00,27725.600000000002,28063.1,0.04422537964893379,2,14.429625130864595,1.4429625130864594,Take Profit,0.2833333333333333,10.0
gap_10,2022-05-12 05:07:00,2022-05-12 06:31:00,27268.9,27832.7,0.023000088664067345,1,12.711388161696997,1.2711388161696997,Take Profit,1.4,10.0
gap_10,2022-05-12 07:17:00,2022-05-12 07:18:00,26668.0,27226.9,0.023798688531586135,1,13.041901215191269,1.304190121519127,Take Profit,0.016666666666666666,10.0
gap_10,2022-05-12 16:01:00,2022-05-12 16:07:00,28940.1,29298.8,0.0221953706886732,1,7.701360375333774,0.7701360375333774,Take Profit,0.1,10.0
gap_10,2022-05-12 17:08:00,2022-05-12 23:05:00,28610.175,29143.8,0.08818997338402654,4,46.032298168527404,4.603229816852741,Take Profit,5.95,10.0
gap_10,2022-05-13 11:15:00,2022-05-13 11:57:00,30288.4,30659.9,0.022246692805067973,1,7.9918138263891105,0.799181382638911,Take Profit,0.7,10.0
gap_10,2022-05-13 14:18:00,2022-05-13 23:51:00,30111.574999999997,29196.0,0.0886240194161055,4,-82.17692332524958,-8.217692332524958,Stop Loss,9.55,10.0
gap_10,2022-05-14 04:30:00,2022-05-14 16:51:00,29095.774999999998,29494.8,0.08544673815901446,4,33.08729091283987,3.308729091283987,Take Profit,12.35,10.0
gap_10,2022-05-14 18:37:00,2022-05-14 21:47:00,29449.15,29803.4,0.043811916381469376,2,14.998073750662133,1.4998073750662133,Take Profit,3.1666666666666665,10.0
gap_10,2022-05-15 02:13:00,2022-05-15 11:33:00,29760.200000000004,30164.7,0.04397960460553045,2,17.25909743131913,1.725909743131913,Take Profit,9.333333333333334,10.0
gap_10,2022-05-15 14:06:00,2022-05-15 18:44:00,29990.5,30372.8,0.022223361087107735,1,8.225996662950669,0.822599666295067,Take Profit,4.633333333333334,10.0
gap_10,2022-05-16 02:09:00,2022-05-16 16:44:00,30117.149999999998,29208.0,0.08783666367670448,4,-80.88291609074335,-8.088291609074336,Stop Loss,14.583333333333334,10.0
gap_10,2022-05-16 19:54:00,2022-05-16 21:03:00,29608.5,29993.2,0.021010882277101402,1,7.830812974275501,0.7830812974275502,Take Profit,1.15,10.0
gap_10,2022-05-17 01:09:00,2022-05-17 03:34:00,29924.850000000002,30317.2,0.04175313849972687,2,15.875508590158212,1.587550859015821,Take Profit,2.4166666666666665,10.0
gap_10,2022-05-17 07:16:00,2022-05-17 09:30:00,30351.1,30715.8,0.020950651776467034,1,7.383296290943299,0.7383296290943299,Take Profit,2.2333333333333334,10.0
gap_10,2022-05-17 09:52:00,2022-05-17 21:53:00,30103.675000000003,30477.1,0.08376960933138128,4,30.260444460349312,3.0260444460349314,Take Profit,12.016666666666667,10.0
gap_10,2022-05-17 22:22:00,2022-05-18 14:41:00,30081.699999999997,29171.3,0.08665170034549644,4,-79.8988050930552,-7.989880509305521,Stop Loss,16.316666666666666,10.0
gap_10,2022-05-18 15:20:00,2022-05-18 19:04:00,28965.9,29423.3,0.021029516141308432,1,9.371397578122206,0.9371397578122207,Take Profit,3.7333333333333334,10.0
gap_10,2022-05-18 20:10:00,2022-05-19 02:46:00,28911.733333333334,29264.0,0.0633480557829787,3,21.57388144871071,2.1573881448710712,Take Profit,6.6,10.0
gap_10,2022-05-19 04:29:00,2022-05-19 11:39:00,29002.500000000004,29355.4,0.04304203344443916,2,14.68412715911253,1.468412715911253,Take Profit,7.166666666666667,10.0
gap_10,2022-05-19 13:45:00,2022-05-19 14:20:00,29467.0,29881.0,0.021570948963290478,1,8.672548260413423,0.8672548260413424,Take Profit,0.5833333333333334,10.0
gap_10,2022-05-19 16:39:00,2022-05-20 01:38:00,30154.9,30597.8,0.021246368934428047,1,9.149979942105398,0.9149979942105398,Take Profit,8.983333333333333,10.0
gap_10,2022-05-20 04:45:00,2022-05-20 10:59:00,30051.3,30414.2,0.021497184974849946,1,7.539800554068245,0.7539800554068246,Take Profit,6.233333333333333,10.0
gap_10,2022-05-20 13:35:00,2022-05-20 15:49:00,30070.350000000002,29148.6,0.04314085333293461,2,-40.268079750616785,-4.026807975061678,Stop Loss,2.2333333333333334,10.0
gap_10,2022-05-20 16:41:00,2022-05-20 19:41:00,28796.9,29188.8,0.021735499320324547,1,8.264368926610706,0.8264368926610706,Take Profit,3.0,10.0
gap_10,2022-05-20 20:46:00,2022-05-21 07:24:00,29045.549999999996,29429.6,0.043296909684180415,2,16.118493870912992,1.6118493870912993,Take Profit,10.633333333333333,10.0
gap_10,2022-05-21 09:27:00,2022-05-22 09:31:00,29287.7,29747.2,0.02185534127441414,1,9.782475232409997,0.9782475232409996,Take Profit,24.066666666666666,10.0
gap_10,2022-05-22 11:26:00,2022-05-22 22:22:00,29981.2,30413.6,0.04292783801830164,2,18.039761121372166,1.8039761121372166,Take Profit,10.933333333333334,10.0
gap_10,2022-05-23 00:01:00,2022-05-23 06:41:00,30216.1,30581.5,0.02172098687351205,1,7.671144459552411,0.7671144459552411,Take Profit,6.666666666666667,10.0
gap_10,2022-05-23 11:36:00,2022-05-23 19:26:00,30131.449999999997,29145.1,0.08699046265265112,4,-86.81718113066542,-8.681718113066541,Stop Loss,7.833333333333333,10.0
gap_10,2022-05-23 22:01:00,2022-05-24 04:49:00,29067.85,29420.5,0.04163366686297897,2,14.192159300852687,1.4192159300852687,Take Profit,6.8,10.0
gap_10,2022-05-24 14:01:00,2022-05-24 15:43:00,28820.399999999998,29180.7,0.0426379595059799,2,14.864774608022223,1.4864774608022224,Take Profit,1.7,10.0
gap_10,2022-05-24 18:44:00,2022-05-24 21:14:00,29180.850000000006,29538.6,0.04270763298570697,2,14.774046225551716,1.4774046225551718,Take Profit,2.5,10.0
gap_10,2022-05-25 05:33:00,2022-05-26 13:09:00,29676.075000000004,28782.5,0.08457709541001068,4,-76.54971413045611,-7.654971413045611,Stop Loss,31.6,10.0
gap_10,2022-05-26 13:16:00,2022-05-26 13:44:00,28145.4,28483.9,0.020853539349301783,1,6.821327017950022,0.6821327017950022,Take Profit,0.4666666666666667,10.0
gap_10,2022-05-26 19:03:00,2022-05-27 17:58:00,29237.975000000002,28360.8,0.08014691612384835,4,-71.212083414459,-7.1212083414459,Stop Loss,22.916666666666668,10.0
gap_10,2022-05-27 21:56:00,2022-05-28 13:15:00,28696.4,29049.2,0.019082306109031343,1,6.510507304617255,0.6510507304617255,Take Profit,15.316666666666666,10.0
gap_10,2022-05-28 14:12:00,2022-05-29 12:11:00,28989.4,29409.5,0.019019654458961237,1,7.76641342708526,0.7766413427085259,Take Profit,21.983333333333334,10.0
gap_10,2022-05-29 15:00:00,2022-05-30 01:37:00,29259.9,29621.6,0.018998557432521254,1,6.646671155805613,0.6646671155805614,Take Profit,10.616666666666667,10.0
gap_10,2022-06-12 02:26:00,2022-06-12 14:55:00,27585.05,27930.9,0.07977659413018122,4,26.699442250727078,2.6699442250727077,Take Profit,12.483333333333333,10.0
gap_10,2022-06-12 19:16:00,2022-06-13 00:04:00,27383.050000000003,26466.8,0.08303416172276105,4,-76.95911009907371,-7.6959110099073715,Stop Loss,4.8,10.0
gap_10,2022-06-13 00:50:00,2022-06-13 03:05:00,25798.366666666665,25015.7,0.0602177127823176,3,-47.73295183268654,-4.773295183268654,Stop Loss,2.25,10.0
gap_10,2022-06-13 05:48:00,2022-06-13 08:58:00,24944.233333333334,24182.8,0.059276378828548866,3,-45.70839824492546,-4.570839824492546,Stop Loss,3.1666666666666665,10.0
gap_10,2022-06-13 11:16:00,2022-06-13 12:11:00,23688.8,24003.8,0.03970693456520266,2,12.126437461672353,1.2126437461672352,Take Profit,0.9166666666666666,10.0
gap_10,2022-06-13 14:42:00,2022-06-13 15:15:00,22874.9,23157.4,0.041490216302514885,2,11.336663891458912,1.1336663891458911,Take Profit,0.55,10.0
gap_10,2022-06-13 21:41:00,2022-06-14 00:59:00,22440.425,21740.2,0.08430835194038873,4,-59.76796791060035,-5.9767967910600355,Stop Loss,3.3,10.0
gap_10,2022-06-14 01:05:00,2022-06-14 03:15:00,21453.949999999997,21811.3,0.04163424319868738,2,14.514758019579215,1.4514758019579217,Take Profit,2.1666666666666665,10.0
gap_10,2022-06-14 04:18:00,2022-06-14 05:04:00,21888.8,22167.9,0.020902575080831348,1,5.648562227406331,0.5648562227406331,Take Profit,0.7666666666666667,10.0
gap_10,2022-06-14 06:17:00,2022-06-14 06:37:00,22329.3,22608.9,0.020637082891861454,1,5.583495679206985,0.5583495679206985,Take Profit,0.3333333333333333,10.0
gap_10,2022-06-14 07:11:00,2022-06-14 07:28:00,22236.6,22504.6,0.020868798181249024,1,5.404980330354844,0.5404980330354845,Take Profit,0.2833333333333333,10.0
gap_10,2022-06-14 09:30:00,2022-06-14 12:41:00,22084.866666666665,22381.9,0.06265302640596453,3,18.049119768098933,1.8049119768098933,Take Profit,3.183333333333333,10.0
gap_10,2022-06-14 13:40:00,2022-06-14 14:50:00,22208.1,22486.3,0.021509274603938932,1,5.790414594205206,0.5790414594205205,Take Profit,1.1666666666666667,10.0
gap_10,2022-06-14 17:37:00,2022-06-14 21:33:00,22162.85,21496.0,0.0858654517129974,4,-57.997681974821226,-5.7997681974821225,Stop Loss,3.933333333333333,10.0
gap_10,2022-06-15 00:05:00,2022-06-15 01:41:00,21884.4,22149.1,0.04063371788054541,2,10.395745010697055,1.0395745010697055,Take Profit,1.6,10.0
gap_10,2022-06-15 03:09:00,2022-06-15 05:24:00,21530.0,20871.0,0.0829230700862647,4,-55.33857814515662,-5.533857814515661,Stop Loss,2.25,10.0
gap_10,2022-06-15 07:28:00,2022-06-15 11:28:00,20621.75,20891.1,0.07915367747476323,4,20.658600071230154,2.0658600071230153,Take Profit,4.0,10.0
gap_10,2022-06-15 14:19:00,2022-06-15 17:54:00,20920.7,21244.6,0.0806468173404313,4,25.436180386297313,2.5436180386297313,Take Profit,3.5833333333333335,10.0
gap_10,2022-06-15 18:08:00,2022-06-15 18:16:00,20359.8,20629.1,0.021858612937682997,1,5.706155059256912,0.5706155059256912,Take Profit,0.13333333333333333,10.0
gap_10,2022-06-16 03:18:00,2022-06-16 09:25:00,22012.65,21271.0,0.08051428707214926,4,-60.39846876718429,-6.039846876718429,Stop Loss,6.116666666666666,10.0
gap_10,2022-06-16 10:27:00,2022-06-16 10:58:00,21009.899999999998,21265.7,0.03907732903440546,2,9.663578064582246,0.9663578064582247,Take Profit,0.5166666666666667,10.0
gap_10,2022-06-16 17:50:00,2022-06-17 07:23:00,20816.149999999998,21096.5,0.07912333508011628,4,21.5145368143037,2.15145368143037,Take Profit,13.55,10.0
gap_10,2022-06-17 11:50:00,2022-06-18 06:51:00,20734.825,19740.2,0.08181443763661968,4,-82.02069837905661,-8.202069837905661,Stop Loss,19.016666666666666,10.0
gap_10,2022-06-18 08:16:00,2022-06-18 08:26:00,18733.4,19000.1,0.02029446922189967,1,5.258296163615377,0.5258296163615377,Take Profit,0.16666666666666666,10.0
gap_10,2022-06-18 11:48:00,2022-06-18 18:22:00,18925.925,18310.5,0.07950793904079069,4,-49.51350543130111,-4.951350543130111,Stop Loss,6.566666666666666,10.0
gap_10,2022-06-18 20:08:00,2022-06-18 21:21:00,17856.5,18114.5,0.01977873027708145,1,4.959599687645337,0.4959599687645337,Take Profit,1.2166666666666666,10.0
gap_10,2022-06-19 01:55:00,2022-06-19 03:05:00,18336.249999999996,18582.5,0.03861866608135072,2,9.222793977550076,0.9222793977550076,Take Profit,1.1666666666666667,10.0
gap_10,2022-06-19 05:20:00,2022-06-19 06:17:00,18110.4,18340.2,0.01995724121458784,1,4.439766112982758,0.4439766112982758,Take Profit,0.95,10.0
gap_10,2022-06-19 12:28:00,2022-06-19 15:33:00,19372.0,19810.3,0.037277276062995815,2,16.043240489614732,1.6043240489614732,Take Profit,3.0833333333333335,10.0
gap_10,2022-06-20 01:10:00,2022-06-20 03:43:00,19872.3,20117.9,0.03742342913312079,2,8.890041873111663,0.8890041873111663,Take Profit,2.55,10.0
gap_10,2022-06-20 04:54:00,2022-06-20 06:15:00,19930.1,20177.0,0.018997341122641117,1,4.537119782447508,0.4537119782447508,Take Profit,1.35,10.0
gap_10,2022-06-20 07:07:00,2022-06-20 08:13:00,19996.4,20324.6,0.01906594745253266,1,6.1024408516836655,0.6102440851683665,Take Profit,1.1,10.0
gap_10,2022-06-20 12:03:00,2022-06-20 14:55:00,20609.6,20886.8,0.018671894460641682,1,5.019850694401676,0.5019850694401675,Take Profit,2.8666666666666667,10.0
gap_10,2022-06-20 17:52:00,2022-06-20 20:39:00,20072.45,20335.2,0.03847675006836424,2,9.796793117266626,0.9796793117266624,Take Profit,2.783333333333333,10.0
