year,start_equity,end_equity,return_pct,max_drawdown_pct,trades,win_rate_pct,long_pnl,short_pnl
2022,1000.0,2369.480921644396,136.94809216443963,41.18675467251137,97,93.81443298969072,2956.947723570356,1810.0614140043715
2023,2369.4809216443955,7718.542013231452,225.7482237027198,43.07012399205063,205,94.14634146341463,18205.492391650456,-1913.0447552534517
2024,7723.419126257713,16340.121250619532,111.5659008465197,47.09445699757867,262,94.27480916030534,63884.52637629858,-11678.104829997614
2025,16340.121250619532,29987.627293841062,83.52144903884411,55.2189714097636,88,81.81818181818183,26903.382886138806,-8369.837274655654
2026,29984.68214274157,28074.707363381094,-6.369835005313962,11.85170016956687,12,91.66666666666666,-15605.079495253896,28179.61971648952
