variant,source_group,case3_name,case3_source_variant,w1,w2,w3,rebalance_hours,final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,rebalance_count,fee_paid,ref85_cagr_pct,ref85_mdd_pct,ref118_cagr_pct,ref118_mdd_pct,delta_cagr_vs_85,delta_mdd_vs_85,delta_calmar_vs_85,delta_cagr_vs_118,delta_mdd_vs_118,delta_calmar_vs_118,meets_target,dominates_118,dominates_85
lv3p0_g12_body20_tp20_lb5_none_case3_rb4h_w48_28_24,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.48,0.28,0.24,4,62727.73258404867,3036.386629202433,131.039409930043,42.77505658776071,3.063453806570475,9018,376.98164101506507,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,9.08167023794769,-2.336618698963754,0.3599909243576911,1.5185524673590578,-0.7928883036187742,0.09060627415653633,True,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb1h_w49_28_23,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.49,0.28,0.23,1,63673.401253771546,3083.670062688577,131.88113931773177,43.064475839002384,3.0624113436506852,36069,819.4337462090492,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,9.92339962563645,-2.047199447722079,0.3589484614379015,2.360281855047816,-0.503469052377099,0.08956381123674673,True,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb2h_w49_27_24,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.49,0.27,0.24,2,62849.88765818479,3042.494382909239,131.14867680275472,42.865508377699925,3.059538583962827,18035,542.7323971818703,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,9.190937110659405,-2.246166909024538,0.3560757017500431,1.6278193400707721,-0.7024365136795581,0.08669105154888834,True,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb1h_w48_29_23,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.48,0.29000000000000004,0.23,1,63924.393700016124,3096.2196850008063,132.1029546062008,43.18553538814244,3.0589629934858382,36069,820.2588448883047,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,10.14521491410548,-1.9261398985820222,0.3555001112730545,2.5820971435168474,-0.38240950323704226,0.08611546107189971,True,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb2h_w49_27_24,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.49,0.27,0.24,2,62765.95570479933,3038.2977852399667,131.07361754996495,42.865508377699925,3.0577875431929753,18035,544.1927720835231,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,9.115877857869634,-2.246166909024538,0.35432466098019155,1.5527600872810012,-0.7024365136795581,0.08494001077903679,True,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb1h_w48_29_23,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.48,0.29000000000000004,0.23,1,63842.087309904615,3092.1043654952305,132.030288861641,43.18553538814244,3.057280352668567,36069,822.4034442289994,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,10.072549169545681,-1.9261398985820222,0.35381747045578305,2.509431398957048,-0.38240950323704226,0.08443282025462828,True,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb2h_w48_28_24,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.48,0.28,0.24,2,63044.19260293625,3052.2096301468123,131.32215048022488,42.99350884257996,3.0544645928076912,18035,545.5998877014226,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,9.364410788129561,-2.1181664441444994,0.3510017105949075,1.801293017540928,-0.5744360487995195,0.08161706039375272,True,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb2h_w48_28_24,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.48,0.28,0.24,2,62960.35897888818,3048.017948944409,131.24735429632585,42.99350884257996,3.0527248840490295,18035,547.0316034430042,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,9.289614604230536,-2.1181664441444994,0.3492620018362458,1.726496833641903,-0.5744360487995195,0.07987735163509102,True,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb1h_w50_26_24,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.26,0.24,1,63899.226368360876,3094.961318418044,132.0807426748428,43.29992860865494,3.0503686014956166,36069,823.5435094505425,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,10.123002982747494,-1.8117466780695253,0.34690571928283287,2.5598852121588607,-0.26801628272454536,0.0775210690816781,True,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb4h_w50_27_23,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.27,0.23,4,62172.00257860081,3008.6001289300407,130.5402702664344,42.81743937563347,3.0487640589904634,9018,368.9640453673399,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,8.582530574339074,-2.2942359110909933,0.3453011767776797,1.0194128037504413,-0.7505055157460134,0.07591652657652492,True,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb1h_w50_26_24,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.26,0.24,1,63814.25885327299,3090.7129426636498,132.00570394386085,43.29992860865532,3.048635602541708,36069,825.9330086394162,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,10.047964251765535,-1.8117466780691416,0.3451727203289243,2.484846481176902,-0.26801628272416167,0.07578807012776956,True,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb4h_w50_27_23,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.27,0.23,4,62098.30816640304,3004.915408320152,130.47382687326942,42.81743937563347,3.047212275555166,9018,369.87896194962735,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,8.5160871811741,-2.2942359110909933,0.3437493933423821,0.9529694105854674,-0.7505055157460134,0.07436474314122732,True,True,True
