variant,source_group,case3_name,case3_source_variant,w1,w2,w3,rebalance_hours,final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,rebalance_count,fee_paid,ref85_cagr_pct,ref85_mdd_pct,ref118_cagr_pct,ref118_mdd_pct,delta_cagr_vs_85,delta_mdd_vs_85,delta_calmar_vs_85,delta_cagr_vs_118,delta_mdd_vs_118,delta_calmar_vs_118,meets_target,dominates_118,dominates_85
lv3p0_g12_body20_tp20_lb5_none_case3_rb6h_w48_30_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.48,0.30000000000000004,0.22,6,61415.35553104892,2970.767776552446,129.85521465256983,43.37666052224731,2.993665558600778,6012,296.96872172477197,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.897474960474511,-1.7350147644771496,0.29020267638799435,0.33435718988587837,-0.19128436913216973,0.02081802618683959,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb2h_w52_27_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.52,0.27,0.21,2,61442.461547848165,2972.123077392408,129.87986601542255,43.40430024397017,2.9923271492774677,18035,518.2109547408553,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.922126323327234,-1.7073750427542933,0.28886426706468393,0.3590085527386009,-0.1636446474093134,0.01947961686352917,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb6h_w51_26_23,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.51,0.26,0.23,6,61121.75901146419,2956.0879505732096,129.5876763630396,43.31528897430592,2.991730620564701,6012,291.8912666970863,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.629936670944289,-1.7963863124185409,0.2882677383519172,0.0668189003556563,-0.25265591707356094,0.01888308815076245,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb2h_w52_27_21,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.52,0.27,0.21,2,61370.337085921725,2968.5168542960864,129.81425476280864,43.40430024397017,2.990815519041636,18035,519.49887367128,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.856515070713328,-1.7073750427542933,0.28735263682885215,0.29339730012469545,-0.1636446474093134,0.017967986627697385,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb24h_w51_25_24,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.51,0.25,0.24,24,61297.19620899412,2964.859810449706,129.74765924754732,43.42869802938738,2.9876018654703747,1503,162.0268866804145,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.789919555452002,-1.682977257337086,0.2841389832575909,0.226801784863369,-0.13924686199210612,0.014754333056436142,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb24h_w51_25_24,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.51,0.25,0.24,24,61287.68693194473,2964.3843465972363,129.73899653582862,43.42869802938738,2.9874023957162312,1503,161.22142718017935,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.781256843733303,-1.682977257337086,0.2839395135034475,0.21813907314466974,-0.13924686199210612,0.01455486330229272,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb2h_w51_28_21,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.51,0.28,0.21,2,61568.95771239351,2978.447885619675,129.99479827123915,43.522792994732704,2.986821141900788,18035,522.6889598692012,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,8.037058579143832,-1.5888822919917587,0.2833582596880042,0.4739408085551986,-0.045151896646778766,0.013973609486849448,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb24h_w50_28_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.28,0.22,24,61203.0321522014,2960.1516076100697,129.66183328515726,43.500119985399266,2.9807235779735324,1503,162.42934180113227,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.704093593061941,-1.6115553013251969,0.27726069576074863,0.1409758224733082,-0.06782490598021695,0.00787604555959387,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb24h_w50_28_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.28,0.22,24,61192.17195975008,2959.608597987504,129.65192831996242,43.500119985399266,2.9804958782522863,1503,161.7172523478375,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.694188627867106,-1.6115553013251969,0.2770329960395026,0.13107085727847334,-0.06782490598021695,0.0076483458383478364,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb12h_w53_26_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.53,0.26,0.21,12,61278.34246239057,2963.9171231195282,129.7304829683973,43.550682614954106,2.9788392552968026,3006,210.7893690034415,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.772743276301981,-1.5609926717703573,0.27537637308401886,0.2096255057133476,-0.017262276425377365,0.005991722882864092,False,True,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb12h_w53_26_21,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.53,0.26,0.21,12,61230.82908146724,2961.541454073362,129.68717922761277,43.550682614954106,2.9778449255140207,3006,211.35785611139104,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.729439535517457,-1.5609926717703573,0.27438204330123694,0.16632176492882422,-0.017262276425377365,0.004997393100082181,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb4h_w53_26_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.53,0.26,0.21,4,61062.23984994504,2953.1119924972522,129.5333212964457,43.50354984383421,2.97753451756086,9018,355.9531824344847,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.57558160435039,-1.6081254428902554,0.2740716353480761,0.01246383376175686,-0.06439504754527547,0.004686985146921341,False,True,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb8h_w49_28_23,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.49,0.28,0.23,8,60993.15748673605,2949.6578743368023,129.47018245394455,43.00007091928584,3.0109295097900928,4509,262.5823068748375,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.512442761849229,-2.1116043674386233,0.307466627577309,-0.05067500873940389,-0.5678739720936434,0.038081977376154263,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb8h_w49_28_23,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.49,0.28,0.23,8,60931.78350952305,2946.5891754761524,129.4140433790251,43.00007091928584,3.009623952061483,4509,263.4309604790439,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.456303686929772,-2.1116043674386233,0.3061610698486992,-0.10681408365886114,-0.5678739720936434,0.03677641964754441,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb6h_w51_27_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.51,0.27,0.22,6,60926.83953387912,2946.3419766939564,129.40951923790004,43.04005765559277,3.0067227203419913,6012,290.519437468893,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.451779545804726,-2.0716176311316943,0.30325983812920754,-0.11133822478390698,-0.5278872357867144,0.033875187928052775,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb6h_w51_27_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.51,0.27,0.22,6,60845.616255598965,2942.280812779948,129.33515349533215,43.04005765559277,3.004994894065294,6012,291.26884222622726,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.377413803236834,-2.0716176311316943,0.30153201185251044,-0.18570396735179884,-0.5278872357867144,0.03214736165135568,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb8h_w50_27_23,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.27,0.23,8,60809.53176780205,2940.4765883901023,129.30209144671542,43.034061034772655,3.0046453515561993,4509,260.7739856104163,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.3443517546201065,-2.0776142519518075,0.3011824693434155,-0.21876601596852652,-0.5338838566068276,0.031797819142260764,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb8h_w50_27_23,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.27,0.23,8,60748.434349999334,2937.4217174999667,129.2460776767324,43.034061034772265,3.0033437367739784,4509,261.64168946184753,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.2883379846370815,-2.0776142519521983,0.2998808545611946,-0.2747797859515515,-0.5338838566072184,0.030496204360039858,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb6h_w51_26_23,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.51,0.26,0.23,6,61036.70171763376,2951.835085881688,129.50998664733837,43.31528897430586,2.9899370341073386,6012,292.68215328945047,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.552246955243049,-1.7963863124186048,0.28647415189455483,-0.010870815345583651,-0.2526559170736249,0.017089501693400067,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb24h_w52_26_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.52,0.26,0.22,24,60771.42101745308,2938.571050872654,129.2671567262514,43.25529479902816,2.9884701358954953,1503,159.82531811508923,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.30941703415607,-1.8563804876963061,0.2850072536827115,-0.2537007364325632,-0.31265009235132624,0.015622603481556752,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb24h_w52_26_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.52,0.26,0.22,24,60760.548331738326,2938.0274165869164,129.25718709551407,43.25529479902816,2.9882396524186485,1503,159.08467744720292,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.299447403418753,-1.8563804876963061,0.2847767702058648,-0.2636703671698797,-0.31265009235132624,0.01539212000471002,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb8h_w50_28_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.28,0.22,8,60586.1838856907,2929.309194284535,129.09712008957706,43.21337371154866,2.9874344213739596,4509,259.4278109305913,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.1393803974817445,-1.8983015751758003,0.2839715391611759,-0.4237373731068885,-0.3545711798308204,0.014586888960021138,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb8h_w50_28_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.28,0.22,8,60528.074849733144,2926.4037424866574,129.04369837921843,43.21337371154866,2.9861981904164967,4509,260.25357749912087,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.08595868712311,-1.8983015751758003,0.28273530820371295,-0.4771590834655228,-0.3545711798308204,0.013350658002558191,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb24h_w51_27_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.51,0.27,0.22,24,60995.235863210364,2949.761793160518,129.472082806311,43.377682483082694,2.9847625644086713,1503,161.19500941504648,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.514343114215677,-1.7339928036417689,0.2812996821958875,-0.04877465637295586,-0.19026240829678898,0.011915031994732761,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb24h_w51_27_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.51,0.27,0.22,24,60984.367876507175,2949.2183938253584,129.46214517900628,43.377682483082694,2.9845334690136234,1503,160.46844700626738,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.504405486910969,-1.7339928036417689,0.28107058680083963,-0.058712283677664345,-0.19026240829678898,0.011685936599684865,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb8h_w51_27_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.51,0.27,0.22,8,60400.64652760726,2920.0323263803634,128.92641292204362,43.21616728304322,2.9832912316736295,4509,257.5599419358871,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,6.968673229948308,-1.8955080036812433,0.2798283494608458,-0.5944445406403247,-0.35177760833626337,0.01044369925969102,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb6h_w52_27_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.52,0.27,0.21,6,60502.93336231115,2925.1466681155575,129.02057288005605,43.25115657870941,2.9830548610939815,6012,286.637999129221,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.0628331879607344,-1.86051870801505,0.2795919788811978,-0.5002845826278985,-0.3167883126700701,0.010207328680043037,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb8h_w49_29_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.49,0.29000000000000004,0.22,8,60756.58986637267,2937.8294933186335,129.25355707392436,43.329828432273644,2.9830156672776384,4509,261.0840740494566,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.295817381829039,-1.7818468544508193,0.2795527850648547,-0.26730038875959394,-0.23811645910583934,0.01016813486369994,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb8h_w51_27_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.51,0.27,0.22,8,60342.80283519254,2917.1401417596267,128.87311157647105,43.21616728304315,2.982057865807951,4509,258.403674660716,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,6.91537188437573,-1.8955080036813143,0.2785949835951671,-0.6477458862129026,-0.3517776083363344,0.009210333394012338,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb8h_w49_29_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.49,0.29000000000000004,0.22,8,60698.23043568809,2934.9115217844046,129.20001908399445,43.329828432273644,2.981780075264769,4509,261.8914993558559,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.242279391899132,-1.7818468544508193,0.27831719305198543,-0.32083837868950127,-0.23811645910583934,0.008932542850830671,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb6h_w52_27_21,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.52,0.27,0.21,6,60425.820697570205,2921.29103487851,128.94959814911618,43.25115657870941,2.981413870735476,6012,287.36699275216847,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,6.991858457020868,-1.86051870801505,0.2779509885226923,-0.571259313567765,-0.3167883126700701,0.008566338321537526,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb8h_w50_26_24,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.26,0.24,8,61012.191536919105,2950.6095768459554,129.48758430471142,43.44717646262679,2.980345211065591,4509,261.8696334821809,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.5298446126161025,-1.6644988240976701,0.2768823288528073,-0.0332731579725305,-0.12076842875269023,0.007497678651652517,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb6h_w51_28_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.51,0.28,0.21,6,60710.2431332488,2935.51215666244,129.21104252060314,43.36259651265245,2.979781030476383,6012,288.8561673020709,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.253302828507827,-1.7490787740720108,0.27631814826359946,-0.3098149420808056,-0.20534837872703093,0.0069334980624446985,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb8h_w50_26_24,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.26,0.24,8,60948.09627891037,2947.4048139455185,129.42896892335867,43.447176462626814,2.978996092753996,4509,262.78003481750983,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.471229231263351,-1.6644988240976488,0.27553321054121227,-0.09188853932528218,-0.12076842875266891,0.006148560340057507,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb8h_w48_30_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.48,0.30000000000000004,0.22,8,60911.736684026524,2945.586834201326,129.39569717664529,43.44658014755633,2.9782711720274073,4509,262.53174970752235,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.437957484549969,-1.6650951391681303,0.2748082898146236,-0.12516028603866403,-0.12136474382315043,0.005423639613468811,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb6h_w51_28_21,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.51,0.28,0.21,6,60632.868106215006,2931.6434053107505,129.14001047019838,43.36259651265245,2.9781429355254954,6012,289.5660741237238,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.18227077810306,-1.7490787740720108,0.2746800533127116,-0.38084699248557286,-0.20534837872703093,0.005295403111556851,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb8h_w48_30_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.48,0.30000000000000004,0.22,8,60853.14200276166,2942.657100138083,129.34204701477648,43.44658014755633,2.977036318520259,4509,263.32047708472675,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.384307322681167,-1.6650951391681303,0.2735734363074753,-0.17881044790746614,-0.12136474382315043,0.004188786106320563,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb24h_w49_29_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.49,0.29000000000000004,0.22,24,61394.61632780649,2969.730816390325,129.83634797849598,43.62260675508356,2.9763546389479694,1503,163.5360987298915,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.878608286400663,-1.4890685316409034,0.2728917567351856,0.31549051581203,0.05466186370407655,0.003507106534030857,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb6h_w50_29_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.5,0.29000000000000004,0.21,6,60902.05838774617,2945.1029193873082,129.38683827883585,43.47447883956704,2.9761561663869367,6012,290.83854282772296,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.429098586740537,-1.6371964471574216,0.27269328417415295,-0.1340191838480962,-0.09346605181244172,0.0033086339729981873,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb4h_w53_26_21,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.53,0.26,0.21,4,60996.26429038635,2949.8132145193176,129.47302312504797,43.503549843834286,2.9761484658107284,9018,356.8395809965591,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.515283432952657,-1.6081254428901772,0.2726855835979447,-0.047834337635976,-0.06439504754519731,0.00330093339678994,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb24h_w49_29_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.49,0.29000000000000004,0.22,24,61383.7670208507,2969.188351042535,129.82647632636014,43.62260675508356,2.9761283422438027,1503,162.83885126148283,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.86873663426482,-1.4890685316409034,0.272665460031019,0.3056188636761874,0.05466186370407655,0.0032808098298642285,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb4h_w53_27_20,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.53,0.26999999999999996,0.2,4,60835.12296474725,2941.7561482373626,129.32554065406632,43.45577604820902,2.9760264897949353,9018,353.53363577772467,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.367800961971,-1.6558992385154454,0.2725636075821516,-0.19531680861763334,-0.1121688431704655,0.0031789573809968275,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb12h_w52_27_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.52,0.27,0.21,12,61518.90524958415,2975.9452624792075,129.9493428477458,43.67163969513258,2.975600269532112,3006,212.68757458189074,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.991603155650495,-1.4400355915918794,0.27213738731932846,0.42848538506186173,0.10369480375310047,0.002752737118173698,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb4h_w53_27_20,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.53,0.26999999999999996,0.2,4,60772.55138981259,2938.6275694906294,129.26819313554847,43.45577604820902,2.9747068143977176,9018,354.3714052556517,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.310453443453156,-1.6558992385154454,0.2712439321849338,-0.25266432713547715,-0.1121688431704655,0.0018592819837790486,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb12h_w52_27_21,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.52,0.27,0.21,12,61471.496674345,2973.57483371725,129.90626266244357,43.67163969513258,2.9746138127468167,3006,213.24718291770932,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.94852297034825,-1.4400355915918794,0.27115093053403294,0.3854051997596173,0.10369480375310047,0.0017662803328781784,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb6h_w50_29_21,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.5,0.29000000000000004,0.21,6,60824.43914183236,2941.2219570916177,129.31575197791628,43.47447883956704,2.9745210392314876,6012,291.53099690854486,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.358012285820962,-1.6371964471574216,0.27105815701870384,-0.205105484767671,-0.09346605181244172,0.0016735068175490753,False,False,True
study118_best_reference,baseline,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.52,0.28,0.2,4,61048.598054355316,2952.429902717766,129.52085746268395,43.56794489137948,2.9728475324139385,9018,356.277109975238,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.563117770588633,-1.54373039534498,0.26938465020115476,0.0,0.0,0.0,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb4h_w52_28_20,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.52,0.27999999999999997,0.2,4,61048.598054325375,2952.4299027162688,129.5208574626566,43.56794489138004,2.972847532413273,9018,356.27710997511343,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.563117770561291,-1.5437303953444257,0.2693846502004891,-2.7341684472048655e-11,5.542233338928781e-13,-6.656897255652439e-13,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb2h_w53_26_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.53,0.26,0.21,2,61228.5869685665,2961.4293484283253,129.68513513539168,43.62962896699013,2.9724097638673603,18035,514.6020652865906,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.727395443296359,-1.48204631973433,0.2689468816545766,0.1642776727077262,0.06168407561064981,-0.00043776854657817665,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb6h_w49_30_21,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.49,0.30000000000000004,0.21,6,61078.23318139767,2953.9116590698836,129.54793092838247,43.58679907566959,2.9721827176039843,6012,292.57752260095,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.590191236287154,-1.524876211054874,0.2687198353912006,0.027073465698521204,0.01885418429010599,-0.0006648148099541729,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb12h_w53_25_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.53,0.24999999999999997,0.22,12,61445.44393973972,2972.2721969869863,129.88257782652934,43.70029522024495,2.972121290529838,3006,211.48567961480964,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.924838134434026,-1.4113800664795093,0.26865840831705423,0.36172036384539297,0.1323503288654706,-0.0007262418841005314,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb24h_w48_30_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.48,0.30000000000000004,0.22,24,61569.823718497464,2978.491185924873,129.99558449330428,43.74514224045032,2.9716576020891248,1503,164.50244195601508,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,8.037844801208962,-1.3665330462741423,0.268194719876341,0.47472703062032906,0.17719734907083762,-0.0011899303248137372,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb4h_w52_28_20,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.52,0.27999999999999997,0.2,4,60985.790001910325,2949.2895000955164,129.4634456388867,43.56794489138004,2.9715297786401025,9018,357.0963432038118,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.50570594679138,-1.5437303953444257,0.26806689642731873,-0.05741182379725274,5.542233338928781e-13,-0.0013177537738360279,False,False,True
lv3p0_g12_body25_tp20_lb5_none_case3_rb24h_w48_30_22,study117_live,lv3p0_g12_body25_tp20_lb5_none_case3,lv3p0_g12_body25_tp20_lb5_none,0.48,0.30000000000000004,0.22,24,61558.98837873649,2977.9494189368243,129.98574679667306,43.74514224045032,2.971432715481667,1503,163.82041509234372,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,8.028007104577739,-1.3665330462741423,0.26796983326888313,0.46488933398910604,0.17719734907083762,-0.0014148169322716342,False,False,True
lv3p0_g12_body20_tp20_lb5_none_case3_rb12h_w53_25_22,study117_live,lv3p0_g12_body20_tp20_lb5_none_case3,lv3p0_g12_body20_tp20_lb5_none,0.53,0.24999999999999997,0.22,12,61395.00389743629,2969.7501948718145,129.83670059894794,43.700295220245046,2.971071475480524,3006,212.08723609432656,121.95773969209532,45.11167528672446,129.52085746268395,43.56794489137948,7.878960906852626,-1.411380066479417,0.26760859326774034,0.3158431362639931,0.13235032886556297,-0.0017760569334144272,False,False,True
