final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,variant,entry_type,trades,fee_paid,avg_gross_exposure
545.5129612981834,-45.44870387018166,-13.446721505047776,49.31143684692465,-0.2726897118571063,reclaim24_dual_h12_x100,reclaim,1364,409.70166054209403,0.031328627578984594
527.1406422130689,-47.28593577869311,-14.15898107017246,48.75039431208076,-0.2904382881404458,breakout48_dual_h12_x100,breakout,1704,473.3200916133691,0.040807577675254156
380.6114844955438,-61.93885155044563,-20.561064719115272,64.28287312059942,-0.3198529207078407,breakout24_dual_h8_x100,breakout,2484,609.6523508593551,0.04720034817142002
341.3085579363347,-65.86914420636654,-22.59119794150706,67.4987111074963,-0.3346908047700205,reclaim12_dual_h8_x100,reclaim,2370,610.0103680185686,0.038218379083900966
292.43091643904546,-70.75690835609545,-25.396504026462974,72.97810529510299,-0.34800169069567694,breakout24_dual_h8_x125,breakout,2484,674.0747075210926,0.059000435214275025
