final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,variant,trades,win_rate_pct,avg_trade_return_pct,avg_num_entries,avg_hours_held,signal_bars,signal_crosses,tp_exits,stop_exits,final_exits
1548.4270203881533,54.84270203881534,10.970368061318103,67.8000955486779,0.16180461063571502,buy_hold,1,100.0,54.84270203881534,1.0,36797.333333333336,,,0,0,1
1096.818271204538,9.6818271204538,2.2244557441688517,28.692524780598696,0.07752736160998225,minus20_rsi15_case2_longonly_noreentry,96,85.41666666666666,0.1499643194965832,1.9375,2.6954861111111117,563.0,238.0,82,14,0
