variant,source_group,case3_name,case3_source_variant,w1,w2,w3,final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,rebalance_count,fee_paid,leader_cagr_pct,leader_mdd_pct,cagr_peak_pct,delta_cagr_vs_leader,delta_mdd_vs_leader,delta_calmar_vs_leader,delta_cagr_vs_cagr_peak,delta_mdd_vs_cagr_peak,delta_calmar_vs_cagr_peak,dominates_leader,beats_cagr_peak
smc5_longonly_redavg_case3_w58_34_8,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.58,0.34,0.08,51591.958486005395,2479.59792430027,120.32195243320771,46.46210172532729,2.589679501468143,9018,267.2609033531921,121.95773969209532,45.11167528672446,122.40320768847863,-1.6357872588876035,1.350426438602824,-0.1137833807446409,-2.081255255270918,1.0173964672276128,-0.10377415816721225,False,False
smc5_longonly_case3_w62_31_7,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.62,0.31,0.07,51240.40682083527,2462.0203410417635,119.95614007182525,46.384385311974384,2.5861319335163833,9018,256.8303454080571,121.95773969209532,45.11167528672446,122.40320768847863,-2.0015996202700705,1.2727100252499213,-0.11733094869640048,-2.447067616653385,0.9396800538747101,-0.10732172611897184,False,False
smc5_longonly_redavg_case3_w62_31_7,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.62,0.31,0.07,51175.309616889936,2458.765480844497,119.8881938740008,46.384385311974356,2.5846670828480525,9018,256.7947852458548,121.95773969209532,45.11167528672446,122.40320768847863,-2.069545818094511,1.2727100252498929,-0.11879579936473128,-2.5150138144778253,0.9396800538746817,-0.10878657678730264,False,False
smc5_longonly_case3_w61_32_7,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.61,0.32,0.07,51396.69543575025,2469.834771787512,120.1190023437408,46.49431012337566,2.5835204786348536,9018,259.35385862144835,121.95773969209532,45.11167528672446,122.40320768847863,-1.8387373483545133,1.3826348366511994,-0.11994240357793018,-2.2842053447378277,1.0496048652759882,-0.10993318100050153,False,False
smc5_longonly_redavg_case3_w61_32_7,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.61,0.32,0.07,51331.363767229326,2466.568188361466,120.0509684218269,46.49431012337549,2.5820572044894163,9018,259.31027747859207,121.95773969209532,45.11167528672446,122.40320768847863,-1.9067712702684219,1.3826348366510288,-0.12140567772336741,-2.352239266651736,1.0496048652758176,-0.11139645514593877,False,False
smc5_longonly_case3_w60_33_7,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.6,0.33,0.07,51539.46956736922,2476.9734783684607,120.26745437163547,46.60461084894578,2.5805913230655366,9018,261.6087210384549,121.95773969209532,45.11167528672446,122.40320768847863,-1.69028532045985,1.4929355622213194,-0.12287155914724712,-2.1357533168431644,1.1599055908461082,-0.11286233656981848,False,False
smc5_longonly_redavg_case3_w60_33_7,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.6,0.33,0.07,51473.92045690197,2473.6960228450985,120.19933718166457,46.60461084894577,2.579129725409639,9018,261.55744813890766,121.95773969209532,45.11167528672446,122.40320768847863,-1.7584025104307415,1.4929355622213052,-0.12433315680314472,-2.203870506814056,1.159905590846094,-0.11432393422571607,False,False
smc5_longonly_case3_w59_34_7,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.59,0.34,0.07,51668.61188330031,2483.430594165016,120.40146457724563,46.715285251324254,2.577346235380904,9018,263.5961104415043,121.95773969209532,45.11167528672446,122.40320768847863,-1.556275114849683,1.6036099645997908,-0.12611664683187973,-2.0017431112329973,1.2705799932245796,-0.11610742425445109,False,False
smc5_longonly_redavg_case3_w59_34_7,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.59,0.34,0.07,51602.86250781454,2480.143125390727,120.33326856783884,46.71528525132438,2.5758864132040675,9018,263.5374869293198,121.95773969209532,45.11167528672446,122.40320768847863,-1.6244711242564733,1.6036099645999187,-0.12757646900871622,-2.0699391206397877,1.2705799932247075,-0.11756724643128758,False,False
smc5_longonly_case3_w58_35_7,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.58,0.35000000000000003,0.07,51784.01296576005,2489.2006482880024,120.52100124356487,46.826331715560976,2.573786944825196,9018,265.3163789336188,121.95773969209532,45.11167528672446,122.40320768847863,-1.4367384485304484,1.7146564288365127,-0.12967593738758776,-1.8822064449137628,1.3816264574613015,-0.11966671481015911,False,False
smc5_longonly_redavg_case3_w58_35_7,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.58,0.35000000000000003,0.07,51718.08062803354,2485.904031401677,120.4527308368565,46.82633171556099,2.5723289957566444,9018,265.2507520852803,121.95773969209532,45.11167528672446,122.40320768847863,-1.5050088552388132,1.714656428836527,-0.13113388645613933,-1.9504768516221276,1.3816264574613157,-0.12112466387871068,False,False
smc5_longonly_case3_w62_32_6,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.62,0.32,0.06,51385.9744960225,2469.298724801125,120.10784245518411,46.74749503546064,2.5692893782666957,9018,255.2090487700882,121.95773969209532,45.11167528672446,122.40320768847863,-1.849897236911204,1.635819748736175,-0.13417350394608807,-2.2953652332945182,1.3027897773609638,-0.12416428136865942,False,False
smc5_longonly_redavg_case3_w62_32_6,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.62,0.32,0.06,51330.143259711724,2466.507162985586,120.04969680805372,46.747495035460574,2.568045554462102,9018,255.18066074874213,121.95773969209532,45.11167528672446,122.40320768847863,-1.908042884041592,1.635819748736111,-0.1354173277506816,-2.3535108804249063,1.3027897773608998,-0.12540810517325296,False,False
smc5_longonly_case3_w61_33_6,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.61,0.33,0.06,51531.247551431596,2476.56237757158,120.2589138322296,46.85736814248948,2.5664888703636093,9018,257.5645292889617,121.95773969209532,45.11167528672446,122.40320768847863,-1.698825859865721,1.7456928557650144,-0.13697401184917446,-2.1442938562490355,1.4126628843898033,-0.12696478927174581,False,False
smc5_longonly_redavg_case3_w61_33_6,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.61,0.33,0.06,51475.22748628318,2473.7613743141587,120.20069605917661,46.85736814248952,2.5652464238634973,9018,257.5295179932922,121.95773969209532,45.11167528672446,122.40320768847863,-1.757043632918709,1.745692855765057,-0.13821645834928642,-2.2025116293020233,1.4126628843898459,-0.12820723577185777,False,False
smc5_longonly_case3_w60_34_6,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.6,0.34,0.06,51662.905648704385,2483.1452824352195,120.39554860901443,46.967613422140076,2.5633737768813507,9018,259.65156248595906,121.95773969209532,45.11167528672446,122.40320768847863,-1.56219108308089,1.855938135415613,-0.14008910533143304,-2.0076590794642044,1.5229081640404019,-0.1300798827540044,False,False
