variant,source_group,case3_name,case3_source_variant,w1,w2,w3,final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,rebalance_count,fee_paid,leader_cagr_pct,leader_mdd_pct,cagr_peak_pct,delta_cagr_vs_leader,delta_mdd_vs_leader,delta_calmar_vs_leader,delta_cagr_vs_cagr_peak,delta_mdd_vs_cagr_peak,delta_calmar_vs_cagr_peak,dominates_leader,beats_cagr_peak
smc5_longonly_redavg_case3_w60_34_6,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.6,0.34,0.06,51606.71148557719,2480.3355742788594,120.33726258383943,46.967613422139856,2.5621327935541682,9018,259.610195343577,121.95773969209532,45.11167528672446,122.40320768847863,-1.6204771082558835,1.8559381354153928,-0.14133008865861552,-2.065945104639198,1.5229081640401816,-0.13132086608118687,False,False
smc5_longonly_case3_w59_35_6,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.59,0.35000000000000003,0.06,51780.83759555236,2489.041879777618,120.5177147781007,47.07822866729615,2.5599458218745763,9018,261.4712366458302,121.95773969209532,45.11167528672446,122.40320768847863,-1.4400249139946197,1.966553380571689,-0.14351706033820744,-1.885492910377934,1.6335234091964779,-0.1335078377607788,False,False
smc5_longonly_redavg_case3_w59_35_6,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.59,0.35000000000000003,0.06,51724.484086532306,2486.2242043266156,120.45936426008441,47.078228667296074,2.5587063844601308,9018,261.4238180475503,121.95773969209532,45.11167528672446,122.40320768847863,-1.4983754320109028,1.9665533805716109,-0.14475649775265298,-1.9438434283942172,1.6335234091963997,-0.13474727517522433,False,False
smc5_longonly_case3_w58_36_6,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.58,0.36000000000000004,0.06,51884.946182389394,2494.2473091194697,120.62538636646094,47.18921354213447,2.5562067538751525,9018,263.02334507224157,121.95773969209532,45.11167528672446,122.40320768847863,-1.3323533256343723,2.077538255410005,-0.14725612833763124,-1.7778213220176866,1.7445082840347936,-0.1372469057602026,False,False
smc5_longonly_redavg_case3_w58_36_6,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.58,0.36000000000000004,0.06,51828.44822514431,2491.4224112572156,120.56697514378291,47.189213542134404,2.554968945098668,9018,262.9701799990447,121.95773969209532,45.11167528672446,122.40320768847863,-1.3907645483124043,2.077538255409941,-0.14849393711411585,-1.8362325446957186,1.7445082840347297,-0.1384847145366872,False,False
smc5_longonly_case3_w62_33_5,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.62,0.33,0.05,51516.03578074101,2475.8017890370506,120.24311003281301,47.10926914215576,2.552429961712426,9018,253.31856439013615,121.95773969209532,45.11167528672446,122.40320768847863,-1.7146296592823091,1.9975938554312975,-0.15103292050035755,-2.1600976556656235,1.6645638840560864,-0.1410236979229289,False,False
smc5_longonly_redavg_case3_w62_33_5,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.62,0.33,0.05,51469.49731466028,2473.474865733014,120.19473838544377,47.109269142155696,2.551403164900463,9018,253.29633267628054,121.95773969209532,45.11167528672446,122.40320768847863,-1.763001306651546,1.9975938554312336,-0.1520597173123206,-2.2084693030348603,1.6645638840560224,-0.14205049473489195,False,False
smc5_longonly_case3_w61_34_5,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.61,0.34,0.05,51650.18788864114,2482.509394432057,120.38236162561358,47.219086791098384,2.5494428165922884,9018,255.5071481101069,121.95773969209532,45.11167528672446,122.40320768847863,-1.5753780664817327,2.107411504373921,-0.1540200656204953,-2.020846062865047,1.77438153299871,-0.14401084304306666,False,False
smc5_longonly_redavg_case3_w61_34_5,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.61,0.34,0.05,51603.50248030892,2480.175124015446,120.33393267158262,47.21908679109836,2.5484171941730076,9018,255.47947036116702,121.95773969209532,45.11167528672446,122.40320768847863,-1.6238070205127002,2.1074115043739,-0.15504568803977614,-2.0692750168960146,1.7743815329986887,-0.1450364654623475,False,False
smc5_longonly_case3_w60_35_5,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.6,0.35000000000000003,0.05,51770.63201078166,2488.531600539083,120.50715110191175,47.32927294880559,2.5461441428069285,9018,257.42750389191826,121.95773969209532,45.11167528672446,122.40320768847863,-1.4505885901835711,2.2175976620811255,-0.15731873940585528,-1.8960565865668855,1.8845676907059143,-0.14730951682842663,False,False
smc5_longonly_redavg_case3_w60_35_5,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.6,0.35000000000000003,0.05,51723.81187160782,2486.1905935803907,120.45866793339033,47.32927294880543,2.5451197626400606,9018,257.39465634432213,121.95773969209532,45.11167528672446,122.40320768847863,-1.4990717587049858,2.217597662080969,-0.15834311957272318,-1.9445397550883001,1.884567690705758,-0.14833389699529453,False,False
smc5_longonly_case3_w59_36_5,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.59,0.36000000000000004,0.05,51877.26691116155,2493.8633455580775,120.61744987005723,47.4398263056502,2.542535655441289,9018,259.0799452230227,121.95773969209532,45.11167528672446,122.40320768847863,-1.3402898220380877,2.3281510189257375,-0.16092722677149496,-1.785757818421402,1.9951210475505263,-0.1509180041940663,False,False
smc5_longonly_redavg_case3_w59_36_5,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.59,0.36000000000000004,0.05,51830.324403227736,2491.5162201613866,120.56891563090204,47.43982630565028,2.5415125859459944,9018,259.04218293066737,121.95773969209532,45.11167528672446,122.40320768847863,-1.3888240611932758,2.3281510189258157,-0.16195029626678936,-1.8342920575765902,1.9951210475506045,-0.15194107368936072,False,False
smc5_longonly_case3_w58_37_5,study115_best,smc5_longonly_case3,smc5_longonly_2021plus,0.58,0.37000000000000005,0.05,51970.004865885676,2498.500243294284,120.71323476546362,47.55074463317446,2.538619230817393,9018,260.4649636648011,121.95773969209532,45.11167528672446,122.40320768847863,-1.2445049266316914,2.4390693464499975,-0.1648436513953908,-1.6899729230150058,2.1060393750747863,-0.15483442881796217,False,False
smc5_longonly_redavg_case3_w58_37_5,study115_redavg,smc5_longonly_redavg_case3,smc5_longonly_long_above_redavg_2021plus,0.58,0.37000000000000005,0.05,51922.95244629618,2496.147622314809,120.6646526047027,47.55074463317447,2.537597539966162,9018,260.42254327593986,121.95773969209532,45.11167528672446,122.40320768847863,-1.293087087392621,2.4390693464500046,-0.16586534224662186,-1.7385550837759354,2.1060393750747934,-0.15585611966919322,False,False
currentbest114_smc5_both_case3_w62_29_9,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.62,0.29000000000000004,0.09,47865.37657831906,2293.268828915953,116.34377015535979,46.180874187264344,2.519306362274208,9018,244.76086780322848,121.95773969209532,45.11167528672446,122.40320768847863,-5.6139695367355245,1.069198900539881,-0.18415651993857596,-6.059437533118839,0.7361689291646698,-0.1741472973611473,False,False
currentbest114_smc5_both_case3_w61_30_9,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.61,0.30000000000000004,0.09,48034.55254652837,2301.7276273264188,116.52935897540732,46.28975910515527,2.517389617662311,9018,247.5434337625496,121.95773969209532,45.11167528672446,122.40320768847863,-5.428380716687997,1.1780838184308067,-0.18607326455047257,-5.873848713071311,0.8450538470555955,-0.17606404197304393,False,False
currentbest114_smc5_both_case3_w60_31_9,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.6,0.31000000000000005,0.09,48191.24951594804,2309.562475797402,116.70081726721952,46.39902380182757,2.5151567361773437,9018,250.07238404346575,121.95773969209532,45.11167528672446,122.40320768847863,-5.256922424875796,1.2873485151031048,-0.18830614603544005,-5.7023904212591106,0.9543185437278936,-0.1782969234580114,False,False
currentbest114_smc5_both_case3_w62_30_8,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.62,0.3,0.08,48360.57498362348,2318.028749181174,116.88561995415148,46.485337740644795,2.5144620999914062,9018,245.30513673335773,121.95773969209532,45.11167528672446,122.40320768847863,-5.0721197379438365,1.373662453920332,-0.1890007822213775,-5.517587734327151,1.0406324825451208,-0.17899155964394886,False,False
currentbest114_smc5_both_case3_w59_32_9,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.59,0.32000000000000006,0.09,48335.33333337911,2316.7666666689556,116.85810218434325,46.50866608145638,2.5126091980293563,9018,252.34791261735256,121.95773969209532,45.11167528672446,122.40320768847863,-5.099637507752064,1.39699079473192,-0.1908536841834274,-5.545105504135378,1.0639608233567088,-0.18084446160599876,False,False
currentbest114_smc5_both_case3_w61_31_8,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.61,0.31,0.08,48520.5028374442,2326.02514187221,117.05971680642682,46.594304346740515,2.512318156642158,9018,247.93834141821364,121.95773969209532,45.11167528672446,122.40320768847863,-4.898022885668496,1.4826290600160519,-0.19114472557062578,-5.34349088205181,1.1495990886408407,-0.18113550299319714,False,False
currentbest114_smc5_both_case3_w60_32_8,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.6,0.32,0.08,48667.74931312232,2333.3874656561156,117.21962510242751,46.703647430226525,2.509860183351829,9018,250.31498668366692,121.95773969209532,45.11167528672446,122.40320768847863,-4.738114589667802,1.591972143502062,-0.19360269886095471,-5.183582586051116,1.2589421721268508,-0.18359347628352607,False,False
currentbest114_smc5_both_case3_w58_33_9,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.58,0.33000000000000007,0.09,48466.68920805458,2323.3344604027293,117.00118404930447,46.618683743481306,2.5097487671059513,9018,254.37075189628362,121.95773969209532,45.11167528672446,122.40320768847863,-4.956555642790846,1.507008456756843,-0.19371411510683245,-5.4020236391741605,1.1739784853816317,-0.1837048925294038,False,False
currentbest114_smc5_both_case3_w62_31_7,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.62,0.31,0.07,48845.77223115072,2342.288611557536,117.41246802063986,46.78917351146605,2.5093939304541686,9018,245.5904642883698,121.95773969209532,45.11167528672446,122.40320768847863,-4.545271671455453,1.6774982247415906,-0.19406895175861516,-4.990739667838767,1.3444682533663794,-0.18405972918118652,False,False
currentbest114_smc5_both_case3_w59_33_8,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.59,0.33,0.08,48802.19395712485,2340.1096978562423,117.36531119478025,46.81336479661486,2.5070898386536635,9018,252.43597630236374,121.95773969209532,45.11167528672446,122.40320768847863,-4.592428497315069,1.7016895098904001,-0.19637304355912022,-5.037896493698383,1.368659538515189,-0.18636382098169157,False,False
currentbest114_smc5_both_case3_w61_32_7,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.61,0.32,0.07,48996.201039582615,2349.8100519791305,117.57500540240389,46.898218024404215,2.5070250076713343,9018,248.0700763898715,121.95773969209532,45.11167528672446,122.40320768847863,-4.382734289691427,1.7865427376797527,-0.19643787454144945,-4.828202286074742,1.4535127663045415,-0.1864286519640208,False,False
currentbest114_smc5_both_case3_w60_33_7,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.6,0.33,0.07,49133.75630856431,2356.687815428216,117.72330270166145,47.007635722309125,2.50434426009202,9018,250.292298072978,121.95773969209532,45.11167528672446,122.40320768847863,-4.2344369904338635,1.8959604355846622,-0.1991186221207637,-4.679904986817178,1.562930464209451,-0.18910939954333505,False,False
currentbest114_smc5_both_case3_w62_32_6,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.62,0.32,0.06,49320.59328927872,2366.029664463936,117.92422773758622,47.09237747621694,2.5041043595036476,9018,245.61410247879124,121.95773969209532,45.11167528672446,122.40320768847863,-4.033511954509095,1.980702189492476,-0.19935852270913612,-4.478979950892409,1.6476722181172647,-0.18934930013170748,False,False
currentbest114_smc5_both_case3_w58_34_8,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.58,0.34,0.08,48923.7235301131,2346.186176505655,117.49674113549685,46.92345424673006,2.5040087738997774,9018,254.30355990176187,121.95773969209532,45.11167528672446,122.40320768847863,-4.460998556598469,1.8117789600055971,-0.19945410831300636,-4.906466552981783,1.478748988630386,-0.18944488573557772,False,False
currentbest114_smc5_both_case3_w61_33_6,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.61,0.33,0.06,49461.27676197077,2373.0638380985383,118.07513924117856,47.201496132121115,2.5015126408424835,9018,247.9385658724006,121.95773969209532,45.11167528672446,122.40320768847863,-3.8826004509167547,2.089820845396652,-0.20195024137030027,-4.328068447300069,1.7567908740214406,-0.19194101879287162,False,False
currentbest114_smc5_both_case3_w59_34_7,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.59,0.34,0.07,49258.325185302536,2362.916259265127,117.85732854637274,47.11742441207426,2.5013533744041143,9018,252.2580301904348,121.95773969209532,45.11167528672446,122.40320768847863,-4.100411145722575,2.0057491253497943,-0.20210950780866943,-4.545879142105889,1.6727191539745832,-0.19210028523124079,False,False
currentbest114_smc5_both_case3_w60_34_6,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.6,0.34,0.06,49588.90033605877,2379.445016802938,118.21176054324631,47.3109846895709,2.4986112912019895,9018,250.00360399439185,121.95773969209532,45.11167528672446,122.40320768847863,-3.7459791488490026,2.1993094028464384,-0.2048515910107942,-4.191447145232317,1.8662794314712272,-0.19484236843336555,False,False
currentbest114_smc5_both_case3_w62_33_5,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.62,0.33,0.05,49784.64688837231,2389.2323444186154,118.42079137195402,47.39494564422246,2.498595362064515,9018,245.36349355170069,121.95773969209532,45.11167528672446,122.40320768847863,-3.536948320141292,2.2832703574979973,-0.2048675201482686,-3.9824163165246063,1.9502403861227862,-0.19485829757083994,False,False
currentbest114_smc5_both_case3_w58_35_7,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.58,0.35000000000000003,0.07,49369.8031609976,2368.4901580498804,117.97705229805953,47.22758252183148,2.498054018401711,9018,253.9666797627639,121.95773969209532,45.11167528672446,122.40320768847863,-3.980687394035783,2.1159072351070165,-0.2054088638110727,-4.426155390419098,1.7828772637318053,-0.19539964123364406,False,False
currentbest114_smc5_both_case3_w61_34_5,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.61,0.34,0.05,49915.341534334155,2395.767076716708,118.560009456364,47.50413469672233,2.4957829505427105,9018,247.53108612754576,121.95773969209532,45.11167528672446,122.40320768847863,-3.3977302357313164,2.392459409997869,-0.20767993167007326,-3.8431982321146307,2.059429438622658,-0.19767070909264461,False,False
currentbest114_smc5_both_case3_w59_35_6,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.59,0.35000000000000003,0.06,49703.3570187704,2385.16785093852,118.33406045992989,47.42084095688408,2.4954019809037433,9018,251.8099821714381,121.95773969209532,45.11167528672446,122.40320768847863,-3.623679232165429,2.309165670159615,-0.20806090130904042,-4.0691472285487436,1.9761356987844039,-0.19805167873161178,False,False
currentbest114_smc5_both_case3_w60_35_5,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.6,0.35000000000000003,0.05,50032.79534005815,2401.6397670029073,118.68488796491663,47.613690376380525,2.492663077084065,9018,249.43789270880433,121.95773969209532,45.11167528672446,122.40320768847863,-3.27285172717869,2.5020150896560622,-0.21079980512871854,-3.7183197235620042,2.168985118280851,-0.2007905825512899,False,False
currentbest114_smc5_both_case3_w58_36_6,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.58,0.36000000000000004,0.06,49804.55259155053,2390.2276295775264,118.44201309937215,47.531064601549986,2.4918863924522694,9018,253.3572420463872,121.95773969209532,45.11167528672446,122.40320768847863,-3.515726592723169,2.4193893148255228,-0.21157648976051435,-3.9611945891064835,2.0863593434503116,-0.2015672671830857,False,False
currentbest114_smc5_both_case3_w59_36_5,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.59,0.36000000000000004,0.05,50136.90995849214,2406.845497924607,118.79539866382798,47.72361138163267,2.489237407325562,9018,251.0838783550547,121.95773969209532,45.11167528672446,122.40320768847863,-3.1623410282673348,2.6119360949082093,-0.21422547488722188,-3.607809024650649,2.278906123532998,-0.20421625230979323,False,False
currentbest114_smc5_both_case3_w58_37_5,study114_best,currentbest114_smc5_both_case3,currentbest_114_smc5_both_2021plus,0.58,0.37000000000000005,0.05,50227.59932477849,2411.3799662389247,118.89151788701837,47.83389549704066,2.48550774825299,9018,252.46983709555602,121.95773969209532,45.11167528672446,122.40320768847863,-3.0662218050769496,2.7222202103161948,-0.21795513395979382,-3.511689801460264,2.3891902389409836,-0.20794591138236518,False,False
