entry_scale,final_equity,dca_count,dca_total,total_contribution,net_profit_after_contribution,account_return_on_contribution_pct,strategy_twr_total_pct,strategy_twr_cagr_pct,account_max_drawdown_pct,strategy_nav_max_drawdown_pct,calmar_twr_nav,trades,long_trades,short_trades,win_rate_pct,profit_factor,avg_holding_hours,worst_month_account,worst_month_strategy_nav
0.2,3091849.198221888,1503,1503000.0,1504000.0,1587849.198221888,105.57507966900852,362.24551450253585,45.104516101853285,26.731855151109805,30.695839883559817,1.4694015955566186,701,635,66,92.86733238231099,3.23620210064787,62.65553970518307,2024-12 (-13.4574%),2024-12 (-14.5780%)
0.3,4638959.640444471,1503,1503000.0,1504000.0,3134959.6404444706,208.44146545508448,824.9428410938189,71.76541751754435,42.04872916020739,44.28905479872572,1.6203872004874933,701,635,66,92.86733238231099,3.0958201624429638,62.65553970518307,2024-12 (-21.7574%),2024-12 (-22.4211%)
0.4,7068301.762964328,1503,1503000.0,1504000.0,5564301.762964328,369.96687253752174,1664.9909967404199,100.9914395072943,55.383084616741975,56.608978129889884,1.7840180629222524,701,635,66,92.86733238231099,2.9635747453968455,62.65553970518307,2024-12 (-30.2439%),2024-12 (-30.6281%)
0.5,10800761.755920917,1503,1503000.0,1504000.0,9296761.755920917,618.1357550479332,3109.8489335196737,132.45588442537897,66.95582656981966,67.60557709024897,1.9592449340171911,701,635,66,92.86733238231099,2.8438345009711696,62.65553970518307,2024-12 (-38.9775%),2024-12 (-39.1958%)
0.6,16358688.933106927,1503,1503000.0,1504000.0,14854688.933106927,987.6787854459392,5455.626427744766,165.6297977924516,76.91638603204052,77.24774779628443,2.1441375641040796,701,635,66,92.86733238231099,2.738918631621623,62.65553970518307,2024-12 (-47.9998%),2024-12 (-48.1221%)
0.7,24304359.76164538,1503,1503000.0,1504000.0,22800359.76164538,1515.9813671306767,9030.281782055541,199.73830134252663,85.35994414143798,85.51882508192409,2.3356062381725216,701,635,66,92.86733238231099,2.6495087039400436,62.65553970518307,2024-12 (-57.3370%),2024-12 (-57.4044%)
0.8,35093521.07880991,1503,1503000.0,1504000.0,33589521.07880991,2233.345816410233,14096.886069437605,233.70384000628079,92.34650616613335,92.41293800807333,2.5289082356180916,701,635,66,92.86733238231099,2.575322287526685,62.65553970518307,2024-12 (-67.0037%),2024-12 (-67.0402%)
