variant,mode,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,avg_case1_weight,bear_case1_weight_realized
rebal_eq50_4h,regime,52057.11860749869,2502.855930374935,120.803496970096,52.03204398166306,2.321713462047909,0.5,0.5
trend70_35,regime,52522.44233072397,2526.1221165361985,121.281563450099,56.25805589591486,2.1558079375243,0.5262682246889212,0.35000559003260007
hold_50_50_baseline,hold,37042.70606845888,1752.135303422944,103.27812699266099,50.85360762791464,2.0308908612408727,0.660741152513594,0.6449685972711555
trend80_20,regime,49337.180067412824,2366.8590033706414,117.94242962944628,61.491639725858306,1.9180238184451834,0.5021748922681898,0.20001118006519797
trend80_10_dd20,regime,48874.33886215984,2343.7169431079924,117.44375343801421,62.39161846586359,1.8823642714489186,0.4687623074169602,0.13269926835789994
trend85_10_dd15,regime,47699.041762972745,2284.9520881486374,116.16119838274139,64.14339412238364,1.8109612060925457,0.4833892533646804,0.1114378588684467
trend90_10,regime,45866.26724254876,2193.313362127438,114.11257226031583,65.52876689681617,1.7414118663334743,0.5028998563575874,0.10001490675359766
