symbol,resample_rule,start,end,bars,below_ema_share_pct,above_ema_share_pct,mean_gap_pct,median_gap_pct,median_abs_gap_pct,q05_gap_pct,q25_gap_pct,q50_gap_pct,q75_gap_pct,q95_gap_pct
BTCUSDT,15min,2022-01-01,2026-03-15 05:30:00,147192,50.59989673351812,49.40010326648188,0.36555675549739813,-0.11794243028393121,4.71093103923716,-12.634239439102368,-4.077632779626248,-0.11794243028393121,5.330442017114556,13.887936156376428
