final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,variant,entry_scale,max_notional_multiple,take_profit_pct,stop_loss_pct,short_rsi_overbought,allow_short_reverse_on_prev_touch,fix_stop_rearm,bearish_flip_trim_frac,trades,reverse_events,stop_loss_events,reentry_events,trend_flip_trim_events,return_2026_pct,mdd_2026_pct,equity_at_2021_05_19_1250,first_zero_ts,survived_2021_05_19
0.0,-100.0,-100.0,100.0,-1.0,baseline_case2,0.6,2.4,0.012,0.03,85,False,False,0.0,472,9,86,31,0,,,0.0,2021-05-19 12:50:00,False
4512.46924156276,351.24692415627595,33.05409241140267,76.83700257045831,0.43018456349976164,lev12_tp2x_sl2x,0.3,1.2,0.024,0.06,85,False,False,0.0,1147,183,233,60,0,2.0679618209251904,36.30636163439844,1669.9966531159596,,True
1423.704184006283,42.370418400628296,6.924436028390724,76.33334413135556,0.09071312291093982,lev12_tp2x_sl2x_stopfix,0.3,1.2,0.024,0.06,85,False,True,0.0,1282,179,333,90,0,-7.029986521618758,41.98376932688862,1642.0624776731884,,True
