timestamp,variant_id,action,reason,enabled_after,off_bars_4h_counter,trend_4h_confirmed,run_len_4h,flip_count_30_4h,near_ema_ratio_30_4h,vol20_confirmed,vol20_p80_2y,vol20_p65_2y,risk_score_24,dd30_confirmed,variant
2022-01-01 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,272.0,0.0,10.0,1.04026872754844,1.6427673477894613,1.437302383998139,0,-9.056937423237532,r2_soft_off_block_hedgeopen
2022-02-05 04:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,1.6408163383931573,1.6449379356576417,1.4302433160316184,2,-0.2920336943441515,r2_soft_off_block_hedgeopen
2022-02-19 16:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,3.3333333333333335,1.0893150736057027,1.622931100034645,1.4027250002805363,0,-10.284170529265923,r2_soft_off_block_hedgeopen
2022-02-28 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,2.0307379758377877,1.6644142924905798,1.4275848864330642,2,0.0,r2_soft_off_block_hedgeopen
2022-03-06 16:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,3.3333333333333335,1.1867975353863378,1.6791106084939877,1.433243293091251,0,-12.499633960368605,r2_soft_off_block_hedgeopen
2022-03-09 08:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,3.3333333333333335,2.147343709878416,1.6772637675168678,1.435237012962216,3,0.0,r2_soft_off_block_hedgeopen
2022-03-12 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,0.0,2.0801145746505703,1.6906937376643432,1.4452236962451384,1,-8.081817967959726,r2_soft_off_block_hedgeopen
2022-03-16 16:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,1.4413058047497753,1.6849788746008711,1.4383978832996942,2,0.0,r2_soft_off_block_hedgeopen
2022-04-08 20:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,26.666666666666668,0.9232445476652427,1.644700924475524,1.4001024194512819,1,-8.528564148899276,r2_soft_off_block_hedgeopen
2022-04-21 16:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,6.666666666666667,1.1442231303604864,1.6241507175325358,1.3892489487330575,2,-0.6808430383327901,r2_soft_off_block_hedgeopen
2022-04-23 16:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,6.666666666666667,1.1978152574185148,1.6219091375523427,1.385228132318509,1,-6.266443490970808,r2_soft_off_block_hedgeopen
2022-07-18 12:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,1.450267604043227,1.6990123339120315,1.4375964698242256,2,-0.5098141471178042,r2_soft_off_block_hedgeopen
2022-07-27 00:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,0.0,1.212429733352476,1.715015876572446,1.4464539900160025,0,-9.998813599538991,r2_soft_off_block_hedgeopen
2022-07-28 00:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,0.0,1.8325206971590426,1.717338893916855,1.4463950537425183,3,0.0,r2_soft_off_block_hedgeopen
2022-08-21 00:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,13.333333333333334,1.249156030866429,1.6897962740964723,1.431230743393803,0,-12.233359780996732,r2_soft_off_block_hedgeopen
2022-09-09 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,1.7045089241292544,1.6747580039710046,1.4083184325822535,2,0.0,r2_soft_off_block_hedgeopen
2022-09-15 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,0.0,2.0301003494533933,1.6798959721583249,1.4089283724480888,0,-10.549690668537892,r2_soft_off_block_hedgeopen
2022-10-04 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,6.666666666666667,0.6291201149345707,1.677235225624528,1.4026136757860483,2,0.0,r2_soft_off_block_hedgeopen
2022-10-09 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,20.0,0.5777610350239751,1.671035686235585,1.3995251786310463,2,-4.352569962549014,r2_soft_off_block_hedgeopen
2022-10-14 08:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,0.883438054215104,1.668664264451499,1.394969581945158,2,-0.8739643446782019,r2_soft_off_block_hedgeopen
2022-10-16 08:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,3.3333333333333335,0.9370913192155791,1.6659306145469406,1.3934638212526744,1,-3.443853723310253,r2_soft_off_block_hedgeopen
2022-10-25 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,10.0,0.9060871263615558,1.6526815734133917,1.3858632682282586,2,0.0,r2_soft_off_block_hedgeopen
2022-11-10 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,3.3333333333333335,2.1559825711776703,1.6405506414887225,1.3753843563818806,0,-23.574116052440928,r2_soft_off_block_hedgeopen
2022-12-13 16:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,10.0,0.6496629866317906,1.6225266800749505,1.3637146773656934,2,0.0,r2_soft_off_block_hedgeopen
2022-12-18 08:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,3.3333333333333335,0.7976620742268394,1.6175797760919752,1.359949768677513,1,-7.2828278352571,r2_soft_off_block_hedgeopen
2023-01-08 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,83.33333333333334,0.2665169181152976,1.6033522219453957,1.3480233862857505,4,-0.4161026425754888,r2_soft_off_block_hedgeopen
2023-03-05 00:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,0.0,1.1976218042464744,1.5710942139391906,1.3327282068484172,0,-5.902649051262165,r2_soft_off_block_hedgeopen
2023-03-13 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,3.0,3.3333333333333335,2.422845817173319,1.5700564196051088,1.3309459401092802,3,0.0,r2_soft_off_block_hedgeopen
2023-04-23 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,16.666666666666664,0.8202985747581372,1.5701038563670398,1.326716767716087,0,-9.000256867923785,r2_soft_off_block_hedgeopen
2023-04-26 04:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,6.666666666666667,0.8470662846182108,1.5674908724174412,1.3221142282775573,3,0.0,r2_soft_off_block_hedgeopen
2023-05-10 00:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,6.666666666666667,0.81510070442475,1.5701512931289707,1.320750524592739,0,-6.560356293170255,r2_soft_off_block_hedgeopen
2023-05-29 00:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,0.59090993736777,1.5547807062421874,1.3082293958779516,2,0.0,r2_soft_off_block_hedgeopen
2023-06-02 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,3.3333333333333335,0.7587081401213869,1.551930037469994,1.3060993046013776,1,-3.8159803533684866,r2_soft_off_block_hedgeopen
2023-06-20 04:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,23.333333333333332,0.5052514740386113,1.5357051362423766,1.2966552733935848,3,0.0,r2_soft_off_block_hedgeopen
2023-07-26 08:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,43.333333333333336,0.5594491966534433,1.517252904546452,1.263065216440305,2,-2.9179173688881788,r2_soft_off_block_hedgeopen
2023-08-02 04:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,0.5963529873948233,1.4982004619373437,1.2550356585206441,2,-0.2649724590252256,r2_soft_off_block_hedgeopen
2023-08-04 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,10.0,0.5338371699498096,1.491949861248856,1.2513968160526774,1,-1.8315758285860517,r2_soft_off_block_hedgeopen
2023-08-09 00:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,6.666666666666667,0.4591051036059316,1.47792106673883,1.2445726337497307,2,-0.3596014250127233,r2_soft_off_block_hedgeopen
2023-08-17 16:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,56.666666666666664,0.5990199735778268,1.4706484424762227,1.2298065764650792,2,-5.6500038860672674,r2_soft_off_block_hedgeopen
2023-09-18 16:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,50.0,0.5010631046399326,1.4548342388567896,1.2134611666242305,4,0.0,r2_soft_off_block_hedgeopen
2023-09-23 20:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,43.333333333333336,0.398169801295513,1.4518758140243455,1.2082042928487213,2,-2.9875900107246833,r2_soft_off_block_hedgeopen
2023-09-28 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,3.0,16.666666666666664,0.7976074418968532,1.4391225686257587,1.1932010828706612,3,0.0,r2_soft_off_block_hedgeopen
2023-10-13 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,10.0,0.5335989131078035,1.4088426608844156,1.1733223523635665,0,-3.948136816196679,r2_soft_off_block_hedgeopen
2023-10-16 08:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,13.333333333333334,0.5465812449872973,1.4026233904312333,1.167848196010495,3,0.0,r2_soft_off_block_hedgeopen
2024-01-14 20:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,10.0,1.0436473621603204,1.3432140497896463,1.0922634613410498,0,-9.35381412197116,r2_soft_off_block_hedgeopen
2024-01-28 12:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,10.0,0.8536509848321966,1.3188483665804578,1.086831828891786,2,0.0,r2_soft_off_block_hedgeopen
2024-04-15 16:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,16.666666666666664,1.639458296069539,1.314405808803554,1.0618564347519148,0,-9.124465223138678,r2_soft_off_block_hedgeopen
2024-04-23 00:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,13.333333333333334,0.5980415729237423,1.3319812243788745,1.0656144682635262,2,0.0,r2_soft_off_block_hedgeopen
2024-04-26 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,20.0,0.7791681956531616,1.3286709334900313,1.0621457107708518,2,-3.8401868878972123,r2_soft_off_block_hedgeopen
