timestamp,variant_id,action,reason,enabled_after,off_bars_4h_counter,trend_4h_confirmed,run_len_4h,flip_count_30_4h,near_ema_ratio_30_4h,vol20_confirmed,vol20_p80_2y,vol20_p65_2y,risk_score_24,dd30_confirmed,variant
2024-05-05 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,20.0,1.127083768285707,1.3286709334900313,1.0639486108419187,3,-0.8571694773129579,r2_soft_off_block_hedgeopen
2024-05-08 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,33.33333333333333,0.7243681210882944,1.324335956127992,1.0607153515172425,2,-3.5416434143135223,r2_soft_off_block_hedgeopen
2024-05-15 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,6.666666666666667,1.0437175464493267,1.3054187186205612,1.0504261412969391,2,0.0,r2_soft_off_block_hedgeopen
2024-06-15 00:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,3.0,16.666666666666664,1.2873904251983386,1.2680123488103472,1.0152820272229914,1,-5.779922928654068,r2_soft_off_block_hedgeopen
2024-07-15 08:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,0.9171697604213406,1.2169297274707949,0.9771218369274457,2,0.0,r2_soft_off_block_hedgeopen
2024-08-04 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,3.0,16.666666666666664,1.3273546260435345,1.1923317807011553,0.9575063993113735,1,-9.278626296440207,r2_soft_off_block_hedgeopen
2024-08-22 00:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,1.3464333968602404,1.203851621910125,0.9587427620987398,2,-0.6794164915718826,r2_soft_off_block_hedgeopen
2024-08-29 20:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,3.3333333333333335,1.433179075983802,1.2139366592869396,0.9662497920250297,0,-7.716442696860259,r2_soft_off_block_hedgeopen
2024-09-13 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,1.1928351114751086,1.203851621910125,0.9670702191494628,2,0.0,r2_soft_off_block_hedgeopen
2024-10-03 20:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,16.666666666666664,1.1010056358288032,1.1771985404876453,0.9555214711913051,0,-7.475468818969066,r2_soft_off_block_hedgeopen
2024-10-05 00:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,26.666666666666668,1.0798325391201629,1.1771985404876453,0.9576455857597403,4,-3.851106059972198,r2_soft_off_block_hedgeopen
2024-12-24 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,3.0,10.0,1.0797314993830915,1.1982730732749527,0.9801076443026049,1,-6.222827734169655,r2_soft_off_block_hedgeopen
2024-12-25 04:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,4.0,4.0,10.0,1.4104798635894487,1.2004591519641525,0.9817144786898125,3,-0.9982007938328041,r2_soft_off_block_hedgeopen
2024-12-29 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,4.0,10.0,0.9859533414953141,1.2080225540549585,0.9902585382950698,2,-4.421023609449404,r2_soft_off_block_hedgeopen
2025-01-02 16:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,1.0155714570220733,1.2080225540549585,0.9916759998749359,2,-0.29664355418060895,r2_soft_off_block_hedgeopen
2025-01-10 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,10.0,1.1044352155189143,1.2087678338267698,0.9989670454381441,0,-8.34357665462261,r2_soft_off_block_hedgeopen
2025-01-14 16:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,1.0577715007712363,1.2048705709711767,0.9996385502870226,2,-0.09501763577056677,r2_soft_off_block_hedgeopen
2025-02-06 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,3.0,6.666666666666667,1.630816777075184,1.2114039447401683,1.0151838963514892,1,-4.720984656359228,r2_soft_off_block_hedgeopen
2025-03-24 16:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,0.4476757249332024,1.2039353763738065,1.0065655192652267,2,0.0,r2_soft_off_block_hedgeopen
2025-03-30 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,4.0,33.33333333333333,0.7439099651101172,1.1982730732749527,0.9992314358530496,3,-5.747463019270949,r2_soft_off_block_hedgeopen
2025-04-02 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,0.8939815242345704,1.1977434842656753,0.9964411912080423,2,0.0,r2_soft_off_block_hedgeopen
2025-04-04 20:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,0.0,1.5812666075518889,1.2038332084089345,1.0015653462463787,1,-3.3185499377117122,r2_soft_off_block_hedgeopen
2025-04-12 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,10.0,1.8740450774701247,1.2169297274707949,1.0149771725293877,2,-0.09685304110311765,r2_soft_off_block_hedgeopen
2025-06-19 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,43.333333333333336,0.8069970344610855,1.2093752883830993,1.0062584521662938,2,-3.5697118262301264,r2_soft_off_block_hedgeopen
2025-06-20 12:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,40.0,0.6503954409683934,1.2093752883830993,1.0062584521662938,5,-2.4546430656517515,r2_soft_off_block_hedgeopen
2025-06-22 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,3.0,40.0,0.6271745244282582,1.2093752883830993,1.0046852139555882,3,-3.0538494797439086,r2_soft_off_block_hedgeopen
2025-06-24 04:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,3.0,13.333333333333334,1.2338243030118035,1.2089507638214165,1.0046852139555882,3,-0.9993523939710425,r2_soft_off_block_hedgeopen
2025-08-03 16:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,10.0,0.624025996879972,1.2091863918519137,0.9998928330419723,0,-3.9787867726709836,r2_soft_off_block_hedgeopen
2025-08-06 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,40.0,0.5846256615060181,1.2091863918519137,0.9998928330419723,4,-0.13106080371824147,r2_soft_off_block_hedgeopen
2025-08-20 00:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,13.333333333333334,0.6678661974247414,1.2086810898223206,0.9941594762296498,0,-5.149894913829344,r2_soft_off_block_hedgeopen
2025-08-23 00:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,13.333333333333334,0.9107323515136909,1.207506401140264,0.9928280630645417,3,0.0,r2_soft_off_block_hedgeopen
2025-08-25 08:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,13.333333333333334,1.0464189839357552,1.207506401140264,0.9936594829101094,1,-4.643213071280394,r2_soft_off_block_hedgeopen
2025-09-10 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,16.666666666666664,0.6243291195849393,1.1986680203172182,0.9887857321304766,2,-0.24261585763959426,r2_soft_off_block_hedgeopen
2025-09-24 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,3.3333333333333335,0.5551409207332155,1.1986680203172182,0.9887857321304766,0,-4.4590462481418625,r2_soft_off_block_hedgeopen
2025-09-29 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,0.5166002049311564,1.1986680203172182,0.9887857321304766,2,0.0,r2_soft_off_block_hedgeopen
2025-10-12 20:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,3.3333333333333335,1.2444935632151648,1.2010983167522873,0.9925568519961141,0,-7.369887617136406,r2_soft_off_block_hedgeopen
2025-10-26 20:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,0.4541999182960411,1.2039353763738065,1.0009944523876735,2,-0.08957474871995608,r2_soft_off_block_hedgeopen
2025-10-31 12:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,13.333333333333334,0.9368230401487406,1.203851621910125,1.000349352599476,1,-4.455235992988382,r2_soft_off_block_hedgeopen
2026-01-03 08:00:00,r2_soft_off_block_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,16.666666666666664,0.46904393946445794,1.2237162344626618,1.0175284455052902,2,-0.8241037041467725,r2_soft_off_block_hedgeopen
2026-01-22 04:00:00,r2_soft_off_block_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,0.0,0.8628370298760241,1.210815343966437,0.9949415193299358,0,-5.937464016162631,r2_soft_off_block_hedgeopen
2022-01-01 04:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,272.0,0.0,10.0,1.04026872754844,1.6427673477894613,1.437302383998139,0,-9.056937423237532,r2_soft_off_keep_hedgeopen
2022-02-05 04:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,1.6408163383931573,1.6449379356576417,1.4302433160316184,2,-0.2920336943441515,r2_soft_off_keep_hedgeopen
2022-02-19 16:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,3.3333333333333335,1.0893150736057027,1.622931100034645,1.4027250002805363,0,-10.284170529265923,r2_soft_off_keep_hedgeopen
2022-02-28 20:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,2.0307379758377877,1.6644142924905798,1.4275848864330642,2,0.0,r2_soft_off_keep_hedgeopen
2022-03-06 16:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,3.3333333333333335,1.1867975353863378,1.6791106084939877,1.433243293091251,0,-12.499633960368605,r2_soft_off_keep_hedgeopen
2022-03-09 08:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,3.3333333333333335,2.147343709878416,1.6772637675168678,1.435237012962216,3,0.0,r2_soft_off_keep_hedgeopen
2022-03-12 04:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,0.0,2.0801145746505703,1.6906937376643432,1.4452236962451384,1,-8.081817967959726,r2_soft_off_keep_hedgeopen
2022-03-16 16:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,1.4413058047497753,1.6849788746008711,1.4383978832996942,2,0.0,r2_soft_off_keep_hedgeopen
2022-04-08 20:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,26.666666666666668,0.9232445476652427,1.644700924475524,1.4001024194512819,1,-8.528564148899276,r2_soft_off_keep_hedgeopen
2022-04-21 16:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,6.666666666666667,1.1442231303604864,1.6241507175325358,1.3892489487330575,2,-0.6808430383327901,r2_soft_off_keep_hedgeopen
2022-04-23 16:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,6.666666666666667,1.1978152574185148,1.6219091375523427,1.385228132318509,1,-6.266443490970808,r2_soft_off_keep_hedgeopen
2022-07-18 12:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,0.0,1.450267604043227,1.6990123339120315,1.4375964698242256,2,-0.5098141471178042,r2_soft_off_keep_hedgeopen
2022-07-27 00:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,0.0,1.212429733352476,1.715015876572446,1.4464539900160025,0,-9.998813599538991,r2_soft_off_keep_hedgeopen
2022-07-28 00:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,2.0,0.0,1.8325206971590426,1.717338893916855,1.4463950537425183,3,0.0,r2_soft_off_keep_hedgeopen
2022-08-21 00:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,13.333333333333334,1.249156030866429,1.6897962740964723,1.431230743393803,0,-12.233359780996732,r2_soft_off_keep_hedgeopen
2022-09-09 20:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,1.7045089241292544,1.6747580039710046,1.4083184325822535,2,0.0,r2_soft_off_keep_hedgeopen
2022-09-15 12:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,1.0,0.0,2.0301003494533933,1.6798959721583249,1.4089283724480888,0,-10.549690668537892,r2_soft_off_keep_hedgeopen
2022-10-04 20:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,6.666666666666667,0.6291201149345707,1.677235225624528,1.4026136757860483,2,0.0,r2_soft_off_keep_hedgeopen
2022-10-09 12:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,20.0,0.5777610350239751,1.671035686235585,1.3995251786310463,2,-4.352569962549014,r2_soft_off_keep_hedgeopen
2022-10-14 08:00:00,r2_soft_off_keep_hedgeopen,ON,bullish trend re-confirmed (>=2 bars),1,0,bullish,2.0,1.0,3.3333333333333335,0.883438054215104,1.668664264451499,1.394969581945158,2,-0.8739643446782019,r2_soft_off_keep_hedgeopen
2022-10-16 08:00:00,r2_soft_off_keep_hedgeopen,OFF,bearish mature run (>=12),0,0,bearish,12.0,2.0,3.3333333333333335,0.9370913192155791,1.6659306145469406,1.3934638212526744,1,-3.443853723310253,r2_soft_off_keep_hedgeopen
