episode_id,start,end,bars_4h,duration_hours,duration_days,max_drawdown_pct,avg_drawdown_pct,avg_ema_state,mixed_ratio_pct,risk_breach_ratio_pct,avg_risk_gap_pct,avg_retrace_12_pct,long_trap_ratio_pct
1,2022-03-04 12:00:00,2022-03-09 08:00:00,30,116.0,4.833333333333333,27.40648376408258,26.857052646431047,-0.5,50.0,50.0,-0.5821042437974596,4.572991200479495,0.0
2,2022-03-09 16:00:00,2022-03-24 08:00:00,89,352.0,14.666666666666666,42.92737130401761,36.59538569086105,-0.20224719101123595,39.325842696629216,17.97752808988764,1.340056069995979,2.112595084407322,2.247191011235955
3,2022-03-31 16:00:00,2022-04-01 08:00:00,5,16.0,0.6666666666666666,28.50329368115142,25.503167913766507,1.0,0.0,100.0,-2.3092508568110097,4.85349513900524,100.0
4,2022-04-06 16:00:00,2022-04-08 16:00:00,13,48.0,2.0,25.5522280858636,23.845910320138273,0.0,100.0,84.61538461538461,-2.6298324705252303,4.976563860706685,30.76923076923077
5,2022-04-21 12:00:00,2022-04-21 16:00:00,2,4.0,0.16666666666666666,20.45738604782169,20.45738604782169,0.0,100.0,50.0,0.6690134585738072,1.7644631995850835,0.0
6,2022-07-21 08:00:00,2022-07-21 08:00:00,1,0.0,0.0,20.091168520478643,20.091168520478643,0.0,100.0,100.0,-0.6937761031990293,6.409035580912004,100.0
7,2022-07-23 08:00:00,2022-07-23 16:00:00,3,8.0,0.3333333333333333,21.404938465720328,21.11585335537688,0.0,100.0,100.0,-1.2206096215249589,5.787091962984302,100.0
8,2022-07-24 00:00:00,2022-07-24 00:00:00,1,0.0,0.0,20.062017196156656,20.062017196156656,0.0,100.0,100.0,-1.1494696237654796,5.399393240907084,100.0
9,2022-07-25 00:00:00,2022-07-25 16:00:00,5,16.0,0.6666666666666666,22.47340351803763,21.990097227499582,0.0,100.0,60.0,-0.05838327254616847,4.098962210447958,0.0
10,2022-07-27 16:00:00,2022-07-29 08:00:00,11,40.0,1.6666666666666667,27.85148142619736,25.220242987228247,0.0,100.0,0.0,4.158313200579219,0.17446057357660708,0.0
11,2022-07-31 20:00:00,2022-08-03 04:00:00,15,56.0,2.3333333333333335,25.740655696578884,23.44938885429932,1.0,0.0,73.33333333333333,-0.6533299537149536,3.754287729165666,73.33333333333333
12,2022-08-03 12:00:00,2022-08-03 12:00:00,1,0.0,0.0,20.369416956192975,20.369416956192975,1.0,0.0,0.0,3.562751443839314,0.19195499104353167,0.0
13,2022-08-03 20:00:00,2022-08-05 04:00:00,9,32.0,1.3333333333333333,30.098149557862612,25.284738687458844,0.7777777777777778,22.22222222222222,22.22222222222222,0.9220148164636613,2.3936952804158733,11.11111111111111
14,2022-08-05 12:00:00,2022-08-08 00:00:00,16,60.0,2.5,24.910350367028506,22.974178103886114,0.8125,18.75,0.0,1.9920818806533342,1.1664534274446192,0.0
15,2022-08-09 08:00:00,2022-08-10 08:00:00,7,24.0,1.0,25.16304751171687,23.248669808746595,1.0,0.0,100.0,-1.9355928645343756,4.554340113528855,100.0
16,2022-08-11 20:00:00,2022-08-12 20:00:00,7,24.0,1.0,23.734094634024856,21.861096836919206,1.0,0.0,71.42857142857143,-0.100585502711512,2.204257552910964,71.42857142857143
17,2022-08-13 08:00:00,2022-08-13 08:00:00,1,0.0,0.0,20.043606633377927,20.043606633377927,1.0,0.0,0.0,1.4990537726381692,1.4540231739986502,0.0
18,2022-08-13 16:00:00,2022-08-13 20:00:00,2,4.0,0.16666666666666666,20.40356708323886,20.208914557362977,1.0,0.0,0.0,1.678705827173566,1.5222057257205608,0.0
19,2022-08-15 04:00:00,2022-08-17 00:00:00,12,44.0,1.8333333333333333,22.092793785365007,21.587938455987594,1.0,0.0,91.66666666666666,-0.9900528535804677,3.4300471576735045,91.66666666666666
20,2022-08-17 12:00:00,2022-08-17 20:00:00,3,8.0,0.3333333333333333,21.451385407693316,20.827688654749505,0.6666666666666666,33.33333333333333,100.0,-1.0064056287421794,3.308505420471366,100.0
21,2022-08-18 04:00:00,2022-08-18 04:00:00,1,0.0,0.0,20.072253973791163,20.072253973791163,0.0,100.0,100.0,-0.9053579705791354,2.7088937021131474,100.0
22,2022-08-18 16:00:00,2022-08-19 00:00:00,3,8.0,0.3333333333333333,25.710884960117887,22.912043626818512,0.0,100.0,100.0,-2.6164700715470732,3.7596522884205954,33.33333333333333
23,2022-12-15 20:00:00,2022-12-15 20:00:00,1,0.0,0.0,20.1500602920258,20.1500602920258,0.0,100.0,100.0,-3.4374164295287732,3.893701397966192,100.0
24,2022-12-16 08:00:00,2023-01-10 12:00:00,152,604.0,25.166666666666668,26.31560813722914,24.826825773737088,-0.6447368421052632,35.526315789473685,22.36842105263158,0.24068318199207292,0.8152248733792217,0.6578947368421052
25,2023-01-11 12:00:00,2023-01-11 12:00:00,1,0.0,0.0,20.661152185072986,20.661152185072986,0.0,100.0,0.0,0.31597399319684244,0.64116166105602,0.0
26,2023-02-09 00:00:00,2023-02-09 00:00:00,1,0.0,0.0,21.753989090920463,21.753989090920463,0.0,100.0,100.0,-1.65205812573633,3.1784126001049433,100.0
27,2023-02-09 12:00:00,2023-02-15 12:00:00,37,144.0,6.0,32.587813682154014,30.42819278263485,0.0,100.0,37.83783783783784,-0.22035115123139865,2.220057515379143,21.62162162162162
28,2023-02-16 20:00:00,2023-02-17 08:00:00,4,12.0,0.5,24.76087366037096,22.97929050948629,1.0,0.0,100.0,-2.4215100899309316,5.5464882703206895,100.0
29,2023-02-22 00:00:00,2023-02-22 20:00:00,6,20.0,0.8333333333333334,24.03194140712816,22.631887969762673,1.0,0.0,100.0,-1.5791788439211458,3.967270022315889,100.0
30,2023-02-23 08:00:00,2023-03-01 04:00:00,36,140.0,5.833333333333333,31.389120749113165,26.718878683838582,0.25,75.0,41.66666666666667,0.24074352127872992,2.1412005534671374,41.66666666666667
31,2023-03-01 12:00:00,2023-03-01 16:00:00,2,4.0,0.16666666666666666,21.85739961896272,20.959420383665233,0.0,100.0,0.0,1.0315873749046482,0.9013430622493298,0.0
32,2023-03-02 00:00:00,2023-03-21 04:00:00,116,460.0,19.166666666666668,46.13515748926607,29.684803099036543,0.08620689655172414,51.724137931034484,35.3448275862069,0.7876765547052517,2.5578276942745397,6.896551724137931
33,2023-03-22 16:00:00,2023-03-22 16:00:00,1,0.0,0.0,21.097464857791252,21.097464857791252,1.0,0.0,100.0,-3.1885852825175984,6.758855671617781,100.0
34,2023-04-20 16:00:00,2023-04-26 04:00:00,34,132.0,5.5,24.35190800758868,23.85648896953535,0.0,100.0,41.17647058823529,-0.49877053005540734,2.8014938133201173,5.88235294117647
35,2023-04-26 16:00:00,2023-04-28 12:00:00,12,44.0,1.8333333333333333,23.327444704414024,21.411755769769446,0.0,100.0,16.666666666666664,1.3623091108274938,2.569148519723963,8.333333333333332
