start_timestamp,end_timestamp,final_equity,total_contributed,net_profit,money_multiple,twr_final_index,twr_cagr_pct,twr_mdd_pct,twr_calmar_ratio,xirr_pct,variant,w1,w2,w3,rebalance_count,fee_paid,turnover_notional
2022-01-01 08:00:00,2026-03-15 05:15:00,197285.63673731714,52000.0,145285.63673731714,3.7939545526407144,9.017247107374995,68.81963775714435,48.33449712339476,1.423820290949803,68.69514379662102,btc_62_31_07__eth_v2_deep_case1__eth_v2_deep_case3,0.62,0.31,0.07,330,386.1455939913556,965363.9849783883
2022-01-01 08:00:00,2026-03-15 05:15:00,193699.0122506778,52000.0,141699.0122506778,3.724981004820727,8.752902787395515,67.62778221183174,48.45873355406625,1.39557469318463,67.63347417685628,btc_62_31_07__eth_v2_deep_case1__eth_v2_slow_case3,0.62,0.31,0.07,327,378.45795635318694,946144.8908829679
2022-01-01 08:00:00,2026-03-15 05:15:00,193313.86322576896,52000.0,141313.86322576896,3.717574292803249,8.895990653549378,68.27627755446312,49.09531308775812,1.3906883011911733,67.51853320449482,btc_62_31_07__eth_v2_deep_case1__eth_v2_bal_case3,0.62,0.31,0.07,339,382.06527508839747,955163.1877209942
2022-01-01 08:00:00,2026-03-15 05:15:00,192660.62526329997,52000.0,140660.62526329997,3.70501202429423,8.683058284896068,67.3082992000643,49.17636092738944,1.3687124856482829,67.3231656419248,btc_62_31_07__eth_v2_deep_case1__eth_v2_wide_case3,0.62,0.31,0.07,336,377.5686942678971,943921.7356697435
2022-01-01 08:00:00,2026-03-15 05:15:00,194471.5601845843,52000.0,142471.5601845843,3.73983769585739,8.564804876515328,66.76289168249528,50.07690905200557,1.3332071197357864,67.86347676111899,btc_62_31_07__eth_v2_deep_case1__btc_ref_case3,0.62,0.31,0.07,339,383.2972147128554,958243.0367821385
2022-01-01 08:00:00,2026-03-15 05:15:00,205537.83316022743,52000.0,153537.83316022743,3.9526506376966815,11.554002124236824,79.08478254936617,64.81519906067945,1.220157982934337,71.08043820558507,eth_30_70_00__eth_v2_deep_case1__eth_v2_bal_case3,0.3,0.7,0.0,315,383.87646710411286,959691.1677602825
2022-01-01 08:00:00,2026-03-15 05:15:00,205537.83316022743,52000.0,153537.83316022743,3.9526506376966815,11.554002124236824,79.08478254936617,64.81519906067945,1.220157982934337,71.08043820558507,eth_30_70_00__eth_v2_deep_case1__eth_v2_wide_case3,0.3,0.7,0.0,315,383.87646710411286,959691.1677602825
2022-01-01 08:00:00,2026-03-15 05:15:00,205537.83316022743,52000.0,153537.83316022743,3.9526506376966815,11.554002124236824,79.08478254936617,64.81519906067945,1.220157982934337,71.08043820558507,eth_30_70_00__eth_v2_deep_case1__eth_v2_slow_case3,0.3,0.7,0.0,315,383.87646710411286,959691.1677602825
2022-01-01 08:00:00,2026-03-15 05:15:00,205537.83316022743,52000.0,153537.83316022743,3.9526506376966815,11.554002124236824,79.08478254936617,64.81519906067949,1.220157982934336,71.08043820558507,eth_30_70_00__eth_v2_deep_case1__eth_v2_deep_case3,0.3,0.7,0.0,315,383.87646710411286,959691.1677602823
2022-01-01 08:00:00,2026-03-15 05:15:00,205537.83316022743,52000.0,153537.83316022743,3.9526506376966815,11.554002124236531,79.08478254936509,64.81519906067945,1.2201579829343203,71.08043820558507,eth_30_70_00__eth_v2_deep_case1__btc_ref_case3,0.3,0.7,0.0,315,383.8764671041129,959691.1677602825
2022-01-01 08:00:00,2026-03-15 05:15:00,204529.42185724017,52000.0,152529.42185724017,3.9332581126392343,11.49329314108436,78.8602663890313,64.93070632498092,1.214529624771558,70.79310988417372,eth_25_70_05__eth_v2_deep_case1__eth_v2_deep_case3,0.25,0.7,0.05,306,379.68822950191054,949220.573754776
2022-01-01 08:00:00,2026-03-15 05:15:00,202853.06742596268,52000.0,150853.06742596268,3.9010205274223595,11.432524579347538,78.63462320151402,65.03010029058022,1.20920347423952,70.3129480324979,eth_20_70_10__eth_v2_deep_case1__eth_v2_deep_case3,0.2,0.7,0.1,291,360.3394790831675,900848.6977079182
2022-01-01 08:00:00,2026-03-15 05:15:00,203922.56990721152,52000.0,151922.56990721152,3.9215878828309907,11.470736147366411,78.7766150564678,65.20224676863631,1.2081886585288815,70.61965246086494,eth_25_70_05__eth_v2_deep_case1__eth_v2_bal_case3,0.25,0.7,0.05,307,391.0901129843274,977725.2824608181
2022-01-01 08:00:00,2026-03-15 05:15:00,202311.83020838528,52000.0,150311.83020838528,3.8906121193920247,11.28756527038742,78.0926532000436,64.98826052191566,1.2016424593132295,70.15724291816257,eth_25_70_05__eth_v2_deep_case1__eth_v2_slow_case3,0.25,0.7,0.05,299,375.0347357115112,937586.8392787777
2022-01-01 08:00:00,2026-03-15 05:15:00,204517.28998607077,52000.0,152517.28998607077,3.933024807424438,11.3616994136483,78.3704821885685,65.24000779298605,1.2012641451124122,70.7896462446397,eth_25_70_05__eth_v2_deep_case1__eth_v2_wide_case3,0.25,0.7,0.05,306,392.65273216907934,981631.8304226979
