portfolio,initial_capital,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,profit_factor
combined_1000,1000.0,17825.566540969507,1682.5566540969508,101.4760475334357,58.051123855265175,1.7480462184752679,2026,1273,753,,
08_best_500_me5,500.0,13975.14936635697,2695.029873271394,124.76367963290818,68.13628282936308,1.83109019823344,664,598,66,92.46987951807229,2.93274167298082
02_best_500_me4,500.0,3850.417174612535,670.083434922507,64.27992797985647,66.1940519478952,0.9710831424922372,1362,675,687,99.63289280469897,5808.198997233046
