period_start,period_end,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,long_win_rate_pct,short_win_rate_pct,profit_factor,avg_holding_hours,mode,entries_scaled_total,scale_1_0_entries,scale_0_7_entries,scale_0_5_entries,avg_entry_scale,avg_entry_drawdown_pct
2022-01-01 03:20:00,2026-02-12,27950.29873271394,2695.029873271394,124.76367963290818,68.13628282936308,1.83109019823344,664,598,66,92.46987951807229,99.83277591973244,25.757575757575758,2.93274167298082,69.53119979919678,baseline_hys05,1819,1819,0,0,1.0,13.66089694425413
2022-01-01 03:20:00,2026-02-12,19794.632565686763,1879.4632565686761,106.67546220506665,57.46228414034953,1.8564431226666125,664,598,66,92.46987951807229,99.83277591973244,25.757575757575758,2.9540720639431948,69.53119979919678,dd_scaled_hys05,1819,1248,526,45,0.9008796041781197,14.725877748081883
