final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,variant,mode,trades,win_rate_pct,avg_trade_return_pct,avg_hours_held,long_trades,short_trades
1548.4270203881533,54.84270203881534,10.970310547989515,67.57709690697646,0.16233770093868846,buy_hold,buy_hold,1,100.0,54.84270203881534,36797.75,1,0
1201.9041382150642,20.190413821506414,4.475487316909477,27.685873590814914,0.1616523785037532,dual_best,rules,179,59.217877094972074,0.1305586155982167,15.824022346368714,90,89
1288.6556610752166,28.865566107521666,6.223352930422554,16.31121650761478,0.381538245630988,long_only_best,rules,90,74.44444444444444,0.3227165512513089,20.830555555555556,90,0
932.6806023668339,-6.731939763316608,-1.6454626645592274,25.50464246218067,-0.06451620198162696,short_only_best,rules,89,43.82022471910113,-0.06375839798356259,10.76123595505618,0,89
