start_timestamp,end_timestamp,final_equity,total_contributed,net_profit,money_multiple,twr_final_index,twr_cagr_pct,twr_mdd_pct,twr_calmar_ratio,xirr_pct,variant,source_asset,rebalance_count,state_switches,fee_paid,turnover_notional,avg_case3_weight_pct,sell_event_count,squeeze_event_count,first_nonbase_timestamp,post2025_equity_mdd_pct,post2025_twr_mdd_pct,post2025_twr_cagr_pct
2022-01-01 08:00:00,2026-03-15 05:15:00,358461.72802223405,52000.0,306461.72802223405,6.893494769658347,23.466726370247834,111.99871462909164,45.12375936900196,2.482034214242128,105.53242994611173,flow_combo6_thr2_btcusdt,BTCUSDT,231,44,1088.8859609715075,2722214.902428768,7.050307973351991,288,96,2025-01-13 08:00:00,35.3633352495201,36.20236419005746,36.08449231504889
2022-01-01 08:00:00,2026-03-15 05:15:00,356398.5412087981,52000.0,304398.5412087981,6.853818100169195,23.33648775671825,111.71795284256748,45.12375936900196,2.4758121753329094,105.15362689333223,flow_combo6_thr2_ethusdt,ETHUSDT,242,57,1184.1425640630525,2960356.410157629,7.042484703197902,336,192,2025-01-03 12:00:00,35.55058607383401,36.37860811460555,35.45470164671334
2022-01-01 08:00:00,2026-03-15 05:15:00,351586.7191608762,52000.0,299586.7191608762,6.761283060786081,23.010619061578485,111.01019411137302,45.12375936900196,2.4601273400910864,104.26344866610258,flow_combo6_thr2_xrpusdt,XRPUSDT,197,6,582.4983021925314,1456245.7554813295,7.009779087692617,48,0,2026-02-15 08:00:00,35.501803533630635,36.3411620350224,33.87633509323973
