max_entries,hedge_multiple,case1_final_equity,case1_cagr_pct,case1_mdd_pct,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio
3,3,7895.714474511218,65.28134916980368,52.61367061989405,24865.638412899898,1143.281920644995,84.51016320001703,49.00155828201118,1.7246423616499826
4,4,18733.804462108084,103.92562300071724,64.88016380643353,35703.728400496766,1685.1864200248383,101.4673658152283,50.338739340819494,2.0156914365344227
5,5,28615.42758147987,126.05279361597827,76.83889295167448,45585.35151986855,2179.2675759934273,113.79312043249668,64.73926177164874,1.7577142111053556
6,6,5946.099815303303,54.2675231985708,85.4924960017769,22916.02375369198,1045.801187684599,80.88482582752108,59.35226446320912,1.3627925835527206
