variant,episode_id,peak_idx,trough_idx,recovery_idx,peak_time,trough_time,recovery_time,peak_equity,trough_equity,recovery_equity,depth_pct,days_to_trough,days_to_recovery,recovered,btc_peak_to_trough_pct,btc_peak_to_recovery_pct,bullish_4h_share_pct,bearish_4h_share_pct,long_share_pct,short_share_pct,flat_share_pct,short_gate_open_share_pct,avg_bearish_ob_above_count,avg_bullish_ob_below_count,side_change_count,bulltrim_events_pt,unlock_events_pt,slow_bear_entries_pt,episode_label,is_representative
unlock_slowbear_24h_2p0,U257,110638,110640,110643.0,2024-02-28 11:30:00,2024-02-28 12:00:00,2024-02-28 12:45:00,65910.46952828577,65019.98157258285,66042.36999360764,1.3510569141382933,0.020833333333333332,0.052083333333333336,True,-0.7037723139104113,0.1042438531492218,100.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U258,110643,110644,110645.0,2024-02-28 12:45:00,2024-02-28 13:00:00,2024-02-28 13:15:00,66042.36999360764,66000.60506436195,66559.31753621,0.0632395979274114,0.010416666666666666,0.020833333333333332,True,-0.03297337400048894,0.40812961900611455,100.0,0.0,100.0,0.0,0.0,0.0,3.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U259,110648,110650,110652.0,2024-02-28 14:00:00,2024-02-28 14:30:00,2024-02-28 15:00:00,68326.65591969887,67594.49113965694,69235.25621716649,1.0715653652103363,0.020833333333333332,0.041666666666666664,True,-0.5678034302862622,0.7046314978872648,100.0,0.0,100.0,0.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U260,110653,110655,110658.0,2024-02-28 15:15:00,2024-02-28 15:45:00,2024-02-28 16:30:00,70034.54320492472,69357.56779567174,70497.57989498031,0.9666307200321245,0.020833333333333332,0.052083333333333336,True,-0.5181406302495084,0.35439710089144594,100.0,0.0,100.0,0.0,0.0,0.0,4.666666666666667,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U261,110661,110675,111103.0,2024-02-28 17:15:00,2024-02-28 20:45:00,2024-03-04 07:45:00,76173.13545854745,67588.31163481956,76193.8048367966,11.27014632133615,0.14583333333333334,4.604166666666667,True,-6.275760870581115,0.015109928625056668,100.0,0.0,100.0,0.0,0.0,0.0,3.8666666666666667,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U262,111103,111104,111105.0,2024-03-04 07:45:00,2024-03-04 08:00:00,2024-03-04 08:15:00,76193.8048367966,75970.06414440893,77544.13318694958,0.2936468297742967,0.010416666666666666,0.020833333333333332,True,-0.16353637282554567,0.9869809472338176,100.0,0.0,100.0,0.0,0.0,0.0,2.5,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U263,111107,111118,111127.0,2024-03-04 08:45:00,2024-03-04 11:30:00,2024-03-04 13:45:00,78797.0810643205,77787.05165297048,79145.05111257675,1.2818106936290707,0.11458333333333333,0.20833333333333334,True,-0.7244649047191132,0.24958885852452983,100.0,0.0,100.0,0.0,0.0,0.0,2.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U264,111127,111128,111130.0,2024-03-04 13:45:00,2024-03-04 14:00:00,2024-03-04 14:30:00,79145.05111257675,78223.02637356587,79155.0661721408,1.1649809129561262,0.010416666666666666,0.03125,True,-0.6596951711289156,0.007165628158811721,100.0,0.0,100.0,0.0,0.0,0.0,2.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U265,111131,111132,111133.0,2024-03-04 14:45:00,2024-03-04 15:00:00,2024-03-04 15:15:00,80489.83921701348,80339.1871508058,80666.70090718659,0.18716904850747396,0.010416666666666666,0.020833333333333332,True,-0.10676210322853041,0.1253359910603713,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U266,111133,111134,111135.0,2024-03-04 15:15:00,2024-03-04 15:30:00,2024-03-04 15:45:00,80666.70090718659,80492.60933987162,80732.97076940809,0.21581590093200376,0.010416666666666666,0.020833333333333332,True,-0.12321846014629045,0.04690445667747678,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U267,111137,111138,111142.0,2024-03-04 16:15:00,2024-03-04 16:30:00,2024-03-04 17:30:00,81626.86810709024,80806.69865470915,83057.53002012908,1.0047787835067545,0.010416666666666666,0.052083333333333336,True,-0.5765808411579032,1.0057583184032381,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U268,111142,111146,111154.0,2024-03-04 17:30:00,2024-03-04 18:30:00,2024-03-04 20:30:00,83057.53002012908,80698.23769049457,83105.04828146474,2.8405519993945583,0.041666666666666664,0.125,True,-1.6420721669360927,0.033072804662825916,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U269,111155,111158,111163.0,2024-03-04 20:45:00,2024-03-04 21:30:00,2024-03-04 22:45:00,83376.30723518808,82135.93145386559,83994.68389167284,1.487683758676961,0.03125,0.08333333333333333,True,-0.8613928490039502,0.42943859264892303,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U270,111165,111166,111173.0,2024-03-04 23:15:00,2024-03-04 23:30:00,2024-03-05 01:15:00,85092.50488898832,83488.816840503,85556.82009728614,1.88464078073326,0.010416666666666666,0.08333333333333333,True,-1.1005820245093778,0.3186511070164544,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U271,111173,111200,111228.0,2024-03-05 01:15:00,2024-03-05 08:00:00,2024-03-05 15:00:00,85556.82009728614,81021.70280577503,86119.36812386084,5.300708098260609,0.28125,0.5729166666666666,True,-3.102482656680239,0.38484021113733835,100.0,0.0,100.0,0.0,0.0,0.0,1.3928571428571428,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U272,111228,111248,111517.0,2024-03-05 15:00:00,2024-03-05 20:00:00,2024-03-08 15:15:00,86119.36812386084,71297.29305548595,86172.63971728648,17.211082003129775,0.20833333333333334,3.0104166666666665,True,-10.1009382274312,0.03630349137937472,100.0,0.0,100.0,0.0,0.0,0.0,0.9523809523809523,4.9523809523809526,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U273,111518,111521,111773.0,2024-03-08 15:30:00,2024-03-08 16:15:00,2024-03-11 07:15:00,88726.90607885884,80905.57073210715,89827.92337177985,8.815066018193207,0.03125,2.65625,True,-5.237017675023825,0.7372202786227522,100.0,0.0,100.0,0.0,0.0,0.0,0.25,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U274,111778,111780,111781.0,2024-03-11 08:30:00,2024-03-11 09:00:00,2024-03-11 09:15:00,92066.6088138987,91554.77534426522,92108.58682951813,0.5559382236703048,0.020833333333333332,0.03125,True,-0.3352178287877039,0.027492886041313724,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U275,111782,111783,111785.0,2024-03-11 09:30:00,2024-03-11 09:45:00,2024-03-11 10:15:00,92365.14282345597,92075.55844159423,92370.25689642482,0.3135212841225643,0.010416666666666666,0.03125,True,-0.18928894769829618,0.0033428511734712174,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U276,111786,111788,111789.0,2024-03-11 10:30:00,2024-03-11 11:00:00,2024-03-11 11:15:00,92417.3489850131,92000.76512442464,92450.16428656327,0.45076369876830835,0.020833333333333332,0.03125,True,-0.27221019361036713,0.02144264440715471,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U277,111789,111790,111791.0,2024-03-11 11:15:00,2024-03-11 11:30:00,2024-03-11 11:45:00,92450.16428656327,92133.731021615,93342.57001962951,0.3422744214574225,0.010416666666666666,0.020833333333333332,True,-0.20672402968473502,0.5830035261412014,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U278,111791,111792,111798.0,2024-03-11 11:45:00,2024-03-11 12:00:00,2024-03-11 13:30:00,93342.57001962951,91736.53802103348,93343.84853787175,1.7205782937605885,0.010416666666666666,0.07291666666666667,True,-1.0431299711986974,0.0008304073009446356,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U279,111798,111800,111801.0,2024-03-11 13:30:00,2024-03-11 14:00:00,2024-03-11 14:15:00,93343.84853787175,92098.14559720669,93610.4195913736,1.3345313699591466,0.020833333333333332,0.03125,True,-0.8090867948343683,0.173138484491564,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U280,111801,111803,111805.0,2024-03-11 14:15:00,2024-03-11 14:45:00,2024-03-11 15:15:00,93610.4195913736,92925.13381354626,93773.85684000347,0.7320614316426943,0.020833333333333332,0.041666666666666664,True,-0.44432531908249473,0.10596937802747064,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U281,111806,111808,111810.0,2024-03-11 15:30:00,2024-03-11 16:00:00,2024-03-11 16:30:00,93840.33978859865,93076.21205250135,94222.82982939472,0.8142849203431224,0.020833333333333332,0.041666666666666664,True,-0.4947073487355791,0.24762958476864938,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U282,111810,111817,111821.0,2024-03-11 16:30:00,2024-03-11 18:15:00,2024-03-11 19:15:00,94222.82982939472,93393.92383569184,94245.20389863348,0.8797294617490681,0.07291666666666667,0.11458333333333333,True,-0.5353201186786838,0.014449514771541772,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U283,111821,111824,111833.0,2024-03-11 19:15:00,2024-03-11 20:00:00,2024-03-11 22:15:00,94245.20389863348,92867.38740627286,94246.90858962311,1.461948656657952,0.03125,0.125,True,-0.8896863257165655,0.0011007563572196233,100.0,0.0,100.0,0.0,0.0,0.0,0.25,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U284,111834,111910,111964.0,2024-03-11 22:30:00,2024-03-12 17:30:00,2024-03-13 07:00:00,94343.01054416293,87491.8574568789,94355.15646746397,7.2619614826441525,0.7916666666666666,1.3541666666666667,True,-4.421147584264718,0.007837938924581955,100.0,0.0,100.0,0.0,0.0,0.0,1.4935064935064934,4.987012987012987,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U285,111965,111968,111969.0,2024-03-13 07:15:00,2024-03-13 08:00:00,2024-03-13 08:15:00,95347.49970979671,94979.4995424124,95408.01623992823,0.3859568090451959,0.03125,0.041666666666666664,True,-0.23594636762822585,0.03880067655264163,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U286,111971,111992,112060.0,2024-03-13 08:45:00,2024-03-13 14:00:00,2024-03-14 07:00:00,96412.07923281459,93554.80404783726,96483.67625437865,2.96360705807166,0.21875,0.9270833333333334,True,-1.8195461786680522,0.04559381878086466,100.0,0.0,100.0,0.0,0.0,0.0,0.3181818181818182,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U287,112060,112630,114465.0,2024-03-14 07:00:00,2024-03-20 05:30:00,2024-04-08 08:15:00,96483.67625437865,69380.36803765791,96548.05620400501,28.091081589037938,5.9375,25.052083333333332,True,-17.251837163186746,-3.3276457455668096,100.0,0.0,100.0,0.0,0.0,0.0,3.4728546409807355,4.942206654991243,0,0,0,0,fast_selloff_long_stuck,0
unlock_slowbear_24h_2p0,U288,114466,114467,114468.0,2024-04-08 08:30:00,2024-04-08 08:45:00,2024-04-08 09:00:00,96582.13931859081,96504.9306304475,99178.02061724731,0.07994095874043206,0.010416666666666666,0.020833333333333332,True,-0.031142946122697523,1.0470763507200775,100.0,0.0,100.0,0.0,0.0,0.0,2.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U289,114468,114469,114470.0,2024-04-08 09:00:00,2024-04-08 09:15:00,2024-04-08 09:30:00,99178.02061724731,98932.4830774762,100695.41479008197,0.24757253496590081,0.010416666666666666,0.020833333333333332,True,-0.09801389964820828,0.605714793434986,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U290,114470,114473,114478.0,2024-04-08 09:30:00,2024-04-08 10:15:00,2024-04-08 11:30:00,100695.41479008197,98983.60774935487,100731.93241285245,1.6999850929614535,0.03125,0.08333333333333333,True,-0.6792066446888123,0.0144893737692664,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U291,114478,114479,114481.0,2024-04-08 11:30:00,2024-04-08 11:45:00,2024-04-08 12:15:00,100731.93241285245,100306.93684118068,101391.684130906,0.4219074939711409,0.010416666666666666,0.03125,True,-0.16860428216243228,0.2617367620803446,100.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U292,114481,115143,117154.0,2024-04-08 12:15:00,2024-04-15 09:45:00,2024-05-06 08:30:00,101391.684130906,68125.39272048442,102075.54487634278,32.80968424143318,6.895833333333333,27.84375,True,-8.183208081786663,-10.143242265069063,77.0739064856712,22.92609351432881,77.0739064856712,4.374057315233785,18.552036199095024,2.262443438914027,4.375565610859729,4.962292609351433,2,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U293,117155,118151,122768.0,2024-05-06 08:45:00,2024-05-16 17:45:00,2024-07-03 20:00:00,102262.07635830899,72773.03993621166,102971.50865306977,28.836727624004755,10.375,58.46875,True,-1.0531390614956004,-8.572193822890206,13.34002006018054,86.65997993981945,7.5225677031093285,28.284854563691077,64.1925777331996,3.8114343029087263,4.961885656970913,4.965897693079238,4,0,0,0,slow_bear_short_gap,0
unlock_slowbear_24h_2p0,U294,122768,122771,122772.0,2024-07-03 20:00:00,2024-07-03 20:45:00,2024-07-03 21:00:00,102971.50865306977,102851.69015252004,103374.39451095933,0.11636082846316897,0.03125,0.041666666666666664,True,0.06511866160225921,-0.21895940713558826,0.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U295,122772,122787,122791.0,2024-07-03 21:00:00,2024-07-04 00:45:00,2024-07-04 01:45:00,103374.39451095933,100868.06253416467,103975.33511397353,2.4245191361473517,0.15625,0.19791666666666666,True,1.3651241563391814,-0.3273143946193713,0.0,100.0,0.0,100.0,0.0,0.0,4.5625,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U296,122792,122800,122821.0,2024-07-04 02:00:00,2024-07-04 04:00:00,2024-07-04 09:15:00,109155.86817501683,104995.17844384536,110301.38232294598,3.811695881068311,0.08333333333333333,0.3020833333333333,True,2.3398863315508667,-0.6442135969083274,0.0,100.0,0.0,100.0,0.0,0.0,5.0,4.888888888888889,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U297,122821,122828,122836.0,2024-07-04 09:15:00,2024-07-04 11:00:00,2024-07-04 13:00:00,110301.38232294598,108477.92339427148,110807.76179570626,1.6531605409401684,0.07291666666666667,0.15625,True,1.0321248871113298,-0.28662387067754924,0.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U298,122836,122837,122838.0,2024-07-04 13:00:00,2024-07-04 13:15:00,2024-07-04 13:30:00,110807.76179570626,110567.20074447404,111885.20425052104,0.21709765393126412,0.010416666666666666,0.020833333333333332,True,0.1365551728358394,-0.6116133093210796,0.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U299,122838,122862,122889.0,2024-07-04 13:30:00,2024-07-04 19:30:00,2024-07-05 02:15:00,111885.20425052104,106536.80208202373,111927.40253991772,4.780258662728776,0.25,0.53125,True,3.054718946153634,-0.024101387676978003,0.0,100.0,0.0,100.0,0.0,0.0,5.0,4.88,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U300,122889,122890,122892.0,2024-07-05 02:15:00,2024-07-05 02:30:00,2024-07-05 03:00:00,111927.40253991772,110767.71962328604,115508.40482112883,1.0361027686835556,0.010416666666666666,0.03125,True,0.6625080284007323,-2.0457684829181977,0.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U301,123075,123076,123077.0,2024-07-07 00:45:00,2024-07-07 01:00:00,2024-07-07 01:15:00,116481.64054078374,116344.65813150778,116487.69687198382,0.11760000000000659,0.010416666666666666,0.020833333333333332,True,-0.15165510870913668,-0.1933602636041587,0.0,100.0,0.0,50.0,50.0,100.0,5.0,5.0,1,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U302,123077,123084,123089.0,2024-07-07 01:15:00,2024-07-07 03:00:00,2024-07-07 04:15:00,116487.69687198382,114246.36255840918,116938.09158373061,1.924095311145002,0.07291666666666667,0.125,True,0.6547616992033101,-0.13157394904875774,0.0,100.0,0.0,100.0,0.0,100.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U303,123089,123090,123091.0,2024-07-07 04:15:00,2024-07-07 04:30:00,2024-07-07 04:45:00,116938.09158373061,116763.13510777647,117436.3628986946,0.14961461537865706,0.010416666666666666,0.020833333333333332,True,0.05117742660534219,-0.14575192779834323,0.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U304,123092,123094,123101.0,2024-07-07 05:00:00,2024-07-07 05:30:00,2024-07-07 07:15:00,118286.9114422689,117545.71069616593,119269.26841198438,0.6266126463744248,0.020833333333333332,0.09375,True,0.21767129898038196,-0.2884925828591789,0.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U305,123102,123114,123125.0,2024-07-07 07:30:00,2024-07-07 10:30:00,2024-07-07 13:15:00,120813.73216762004,117540.98214276176,121324.41593526995,2.7089222111916778,0.125,0.23958333333333334,True,0.9683066263511453,-0.15109570618880852,0.0,100.0,0.0,100.0,0.0,0.0,4.769230769230769,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U306,123127,123128,123129.0,2024-07-07 13:45:00,2024-07-07 14:00:00,2024-07-07 14:15:00,122995.36849446708,122791.44962891244,123392.566980417,0.16579393846347656,0.010416666666666666,0.020833333333333332,True,0.060725324396448954,-0.11828237099827943,0.0,100.0,0.0,100.0,0.0,0.0,5.0,4.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U307,123129,123130,123132.0,2024-07-07 14:15:00,2024-07-07 14:30:00,2024-07-07 15:00:00,123392.566980417,122565.66120386349,123539.15213594616,0.6701422920269984,0.010416666666666666,0.03125,True,0.24653720085996422,-0.0437035209530201,0.0,100.0,0.0,100.0,0.0,0.0,5.0,4.5,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U308,123132,123156,123158.0,2024-07-07 15:00:00,2024-07-07 21:00:00,2024-07-07 21:30:00,123539.15213594616,120349.74286483625,126209.6026709488,2.5816991746877016,0.25,0.2708333333333333,True,0.9513197887209834,-0.7965275769906022,0.0,100.0,0.0,100.0,0.0,0.0,5.0,4.92,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U309,123158,123161,123167.0,2024-07-07 21:30:00,2024-07-07 22:15:00,2024-07-07 23:45:00,126209.6026709488,123809.27074915913,127801.35196062615,1.9018615628224267,0.03125,0.09375,True,0.7217066469519917,-0.4785904950114994,0.0,100.0,0.0,100.0,0.0,0.0,5.0,4.5,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U310,123169,123170,123171.0,2024-07-08 00:15:00,2024-07-08 00:30:00,2024-07-08 00:45:00,129805.66753481695,128406.6067963594,132732.0510228201,1.0778117512336594,0.010416666666666666,0.020833333333333332,True,0.42525287005263923,-0.8894917446686135,0.0,100.0,0.0,100.0,0.0,0.0,5.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U311,123173,132542,136241.0,2024-07-08 01:15:00,2024-10-13 15:30:00,2024-11-21 04:15:00,137211.76430409175,51165.7856552888,137457.51625859653,62.71035073793377,97.59375,136.125,True,14.113549478017951,77.69684605205119,47.45997865528282,52.54002134471718,42.42262540021345,24.16221985058698,33.41515474919957,5.592315901814301,4.938740661686233,4.928281750266809,30,0,2,2,two_way_whipsaw,1
unlock_slowbear_24h_2p0,U312,136241,136242,136243.0,2024-11-21 04:15:00,2024-11-21 04:30:00,2024-11-21 04:45:00,137457.51625859653,136610.67276543513,137493.68483194214,0.6160765276510993,0.010416666666666666,0.020833333333333332,True,-0.3511537391408637,0.014997729654031566,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U313,136246,136258,136264.0,2024-11-21 05:30:00,2024-11-21 08:30:00,2024-11-21 10:00:00,139928.453414195,137903.26274527676,140067.64006196646,1.4473044041468763,0.125,0.1875,True,-0.8312523868174937,0.05713004456757709,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U314,136264,136265,136268.0,2024-11-21 10:00:00,2024-11-21 10:15:00,2024-11-21 11:00:00,140067.64006196646,139315.08429794054,140248.48292869458,0.5372802480951289,0.010416666666666666,0.041666666666666664,True,-0.30871492933937095,0.07418572216475461,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U315,136269,136286,136298.0,2024-11-21 11:15:00,2024-11-21 15:30:00,2024-11-21 18:30:00,141358.48397275005,136422.34674560098,141667.7876344644,3.4919285269786937,0.17708333333333334,0.3020833333333333,True,-2.0142459886080877,0.12621481761958542,100.0,0.0,100.0,0.0,0.0,0.0,0.5,4.888888888888889,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U316,136298,136299,136301.0,2024-11-21 18:30:00,2024-11-21 18:45:00,2024-11-21 19:15:00,141667.7876344644,141261.7018592459,143256.7104773033,0.2866465143553265,0.010416666666666666,0.03125,True,-0.16549895699060624,0.6475604152519354,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U317,136301,136311,136333.0,2024-11-21 19:15:00,2024-11-21 21:45:00,2024-11-22 03:15:00,143256.7104773033,139983.57930874248,143464.99157208676,2.284801289695537,0.10416666666666667,0.3333333333333333,True,-1.325371542388254,0.08433815256014832,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U318,136333,136337,136350.0,2024-11-22 03:15:00,2024-11-22 04:15:00,2024-11-22 07:30:00,143464.99157208676,142537.82890225435,144273.17210753384,0.6462640534618092,0.041666666666666664,0.17708333333333334,True,-0.3751146688303564,0.3269764667770625,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U319,136351,136788,137579.0,2024-11-22 07:45:00,2024-11-26 21:00:00,2024-12-05 02:45:00,144363.71826011635,123615.42908156973,149342.75889840646,14.372232461595436,4.552083333333333,12.791666666666666,True,-8.364002011060833,2.0071392659628096,100.0,0.0,100.0,0.0,0.0,0.0,3.0,4.878995433789954,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U320,137581,137582,137583.0,2024-12-05 03:15:00,2024-12-05 03:30:00,2024-12-05 03:45:00,154018.73183590386,153535.81902213057,154066.6240157822,0.31354161147606474,0.010416666666666666,0.020833333333333332,True,-0.18737774715036348,0.018582917072751393,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U321,137583,137586,137590.0,2024-12-05 03:45:00,2024-12-05 04:30:00,2024-12-05 05:30:00,154066.6240157822,152809.95317084936,154267.67139589653,0.8156671524158998,0.03125,0.07291666666666667,True,-0.4875174061519161,0.07799504354077946,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U322,137590,137597,137628.0,2024-12-05 05:30:00,2024-12-05 07:15:00,2024-12-05 15:00:00,154267.67139589653,149760.31884172081,154422.0737883168,2.9217738968837503,0.07291666666666667,0.3958333333333333,True,-1.7472357994788301,0.059852737126586675,100.0,0.0,100.0,0.0,0.0,0.0,0.875,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U323,137628,137658,138621.0,2024-12-05 15:00:00,2024-12-05 22:30:00,2024-12-15 23:15:00,154422.0737883168,131658.07260145288,155244.97119153908,14.741416578868794,0.3125,10.34375,True,-8.818987576631375,0.318798172442869,100.0,0.0,100.0,0.0,0.0,0.0,2.3870967741935485,4.967741935483871,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U324,138623,138625,138626.0,2024-12-15 23:45:00,2024-12-16 00:15:00,2024-12-16 00:30:00,157218.77754246286,156880.7884605089,160043.91727841162,0.21498009794834738,0.020833333333333332,0.03125,True,-0.12953665074624254,1.0827543220309765,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U325,138627,138675,138686.0,2024-12-16 00:45:00,2024-12-16 12:45:00,2024-12-16 15:30:00,160162.15109748632,154520.10309400532,160533.06605310662,3.5227099316659682,0.5,0.6145833333333334,True,-2.138233147671287,0.14056999383647018,100.0,0.0,100.0,0.0,0.0,0.0,0.10204081632653061,5.0,0,0,0,0,mixed_trend_whipsaw,0
unlock_slowbear_24h_2p0,U326,138687,138688,138689.0,2024-12-16 15:45:00,2024-12-16 16:00:00,2024-12-16 16:15:00,161723.63571226993,161563.74567423854,162326.528414176,0.09886621539714202,0.010416666666666666,0.020833333333333332,True,-0.06023892581120682,0.2271411601960649,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,mixed_trend_whipsaw,0
