variant,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,return_2026_pct,mdd_2026_pct
case2_only,0.0,-100.0,-100.0,100.0,-1.0,,
lb4_delay9_capna_cd0_only,27038.184152886635,1251.909207644332,63.8550320207458,92.84062680030985,0.6877919098725074,-57.9509559328783,64.49566569197
case2_case3best_half_mix,13519.092076441379,575.9546038220689,43.673259017198404,92.84062680030988,0.4704110745733638,-57.9509559328784,64.49566569197
