study,symbol,initial_capital,entry_scale,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,profit_factor,touch_bars,entry_window_bars,reverse_events,stop_loss_events,reentry_events
33_backtest_btcusdt_live_nla_longonly,BTCUSDT,1000.0,0.5,0.0,-100.0,-99.9774906209129,100.0,-0.999774906209129,41,41,0,100.0,inf,162310,2000372,0,6,4
