variant,side,entry_time,exit_time,entry_price,exit_price,exit_reason,bars_held,hours_held,entry_capital,exit_capital,return_pct
long_only_best,LONG,2022-05-05 15:15:00,2022-05-07 15:15:00,37041.0,35983.6,time,192,48.0,1023.5175834599765,993.5042069899039,-2.932375266931242
long_only_best,LONG,2022-06-01 20:30:00,2022-06-02 10:45:00,29566.6,30157.932,tp,57,14.25,993.5042069899039,1012.5637538366849,1.9184163200000048
long_only_best,LONG,2022-06-03 14:45:00,2022-06-04 14:30:00,29315.1,29901.402,tp,95,23.75,1012.5637538366849,1031.9889421406924,1.9184163199999826
long_only_best,LONG,2022-06-11 11:45:00,2022-06-12 14:30:00,28772.5,27046.149999999998,stop,107,26.75,1031.9889421406924,969.2937051388978,-6.075184960000013
long_only_best,LONG,2022-07-07 17:30:00,2022-07-07 18:45:00,20835.3,21252.006,tp,5,1.25,969.2937051388978,987.8887937670153,1.9184163200000048
long_only_best,LONG,2022-07-11 00:30:00,2022-07-12 19:30:00,20703.6,19461.384,stop,172,43.0,987.8887937670153,927.8727223465562,-6.075184959999991
long_only_best,LONG,2022-07-13 23:30:00,2022-07-14 17:30:00,20108.2,20510.364,tp,72,18.0,927.8727223465562,945.6731840808808,1.9184163200000048
long_only_best,LONG,2022-08-19 12:30:00,2022-08-21 12:30:00,21320.6,21491.7,time,192,48.0,945.6731840808808,952.4998509739274,0.7218843685074638
long_only_best,LONG,2022-08-22 08:15:00,2022-08-22 16:00:00,20991.0,21410.82,tp,31,7.75,952.4998509739274,970.7727635629869,1.9184163200000048
long_only_best,LONG,2022-08-22 18:45:00,2022-08-23 00:00:00,20984.4,21404.088000000003,tp,21,5.25,970.7727635629869,989.3962266892944,1.9184163200000048
long_only_best,LONG,2022-08-23 05:45:00,2022-08-23 08:15:00,20991.7,21411.534,tp,10,2.5,989.3962266892944,1008.376965371566,1.9184163200000048
long_only_best,LONG,2022-08-26 15:15:00,2022-08-28 15:15:00,20655.8,19912.9,time,192,48.0,1008.376965371566,971.3324644294585,-3.6736758389217528
long_only_best,LONG,2022-08-30 14:00:00,2022-09-01 14:00:00,20284.5,19933.0,time,192,48.0,971.3324644294585,953.7372799582353,-1.8114482029135348
long_only_best,LONG,2022-09-01 21:30:00,2022-09-03 21:30:00,20035.7,19747.0,time,192,48.0,953.7372799582353,939.2427676913418,-1.519759431814205
long_only_best,LONG,2022-09-04 13:45:00,2022-09-06 01:15:00,19776.1,20171.622,tp,142,35.5,939.2427676913418,957.2613542311523,1.9184163200000048
long_only_best,LONG,2022-09-06 17:15:00,2022-09-08 17:15:00,19224.1,19203.2,time,192,48.0,957.2613542311523,955.4558181542234,-0.18861474653169008
long_only_best,LONG,2022-09-08 20:30:00,2022-09-09 03:30:00,19343.5,19730.37,tp,28,7.0,955.4558181542234,973.7854385000835,1.9184163200000048
long_only_best,LONG,2022-09-19 02:30:00,2022-09-19 14:00:00,18795.1,19171.002,tp,46,11.5,973.7854385000835,992.4666972740529,1.918416320000027
long_only_best,LONG,2022-09-19 17:30:00,2022-09-19 19:45:00,19077.7,19459.254,tp,9,2.25,992.4666972740529,1011.5063403651234,1.9184163200000048
long_only_best,LONG,2022-09-20 13:15:00,2022-09-21 14:30:00,19007.3,19387.446,tp,101,25.25,1011.5063403651234,1030.9112430765229,1.918416320000027
long_only_best,LONG,2022-09-21 18:00:00,2022-09-21 18:15:00,18801.8,19177.836,tp,1,0.25,1030.9112430765229,1050.6884126084178,1.9184163200000048
long_only_best,LONG,2022-09-21 20:45:00,2022-09-22 08:45:00,18856.5,19233.63,tp,48,12.0,1050.6884126084178,1070.844990588247,1.918416320000027
long_only_best,LONG,2022-09-22 16:15:00,2022-09-22 19:00:00,18797.5,19173.45,tp,11,2.75,1070.844990588247,1091.3882556495944,1.9184163200000048
long_only_best,LONG,2022-09-23 14:00:00,2022-09-23 22:00:00,18652.6,19025.652,tp,32,8.0,1091.3882556495944,1112.3256260605397,1.9184163200000048
long_only_best,LONG,2022-11-08 19:30:00,2022-11-08 19:45:00,17542.9,17893.758,tp,1,0.25,1112.3256260605397,1133.6646624024272,1.9184163200000048
long_only_best,LONG,2022-11-08 22:45:00,2022-11-09 10:15:00,18482.5,17373.55,stop,46,11.5,1133.6646624024272,1064.7924373353203,-6.075184959999991
long_only_best,LONG,2022-11-24 00:30:00,2022-11-26 00:30:00,16549.3,16518.4,time,192,48.0,1064.7924373353203,1061.9542383755831,-0.2665495039427479
long_only_best,LONG,2022-11-28 01:30:00,2022-11-29 05:15:00,16182.9,16506.558,tp,111,27.75,1061.9542383755831,1082.326941795512,1.9184163200000048
long_only_best,LONG,2023-03-09 19:15:00,2023-03-10 10:45:00,20912.3,19657.561999999998,stop,62,15.5,1082.326941795512,1016.5735782095232,-6.075184959999991
long_only_best,LONG,2023-05-12 19:30:00,2023-05-12 20:00:00,25948.3,26467.266,tp,2,0.5,1016.5735782095232,1036.0756916387027,1.9184163200000048
long_only_best,LONG,2023-08-17 21:45:00,2023-08-17 22:00:00,25787.0,26302.74,tp,1,0.25,1036.0756916387027,1055.9519367946525,1.9184163200000048
long_only_best,LONG,2023-08-24 16:00:00,2023-08-26 16:00:00,25985.4,26043.0,time,192,48.0,1055.9519367946525,1057.4461260914277,0.14150163892030498
long_only_best,LONG,2024-01-23 09:15:00,2024-01-24 01:00:00,39238.6,40023.371999999996,tp,63,15.75,1057.4461260914277,1077.7323451495733,1.9184163200000048
long_only_best,LONG,2024-04-17 15:15:00,2024-04-17 18:30:00,60646.6,61859.532,tp,13,3.25,1077.7323451495733,1098.4077383448416,1.9184163200000048
long_only_best,LONG,2024-04-17 19:30:00,2024-04-18 11:15:00,61073.3,62294.766,tp,63,15.75,1098.4077383448416,1119.479771657392,1.9184163200000048
long_only_best,LONG,2024-04-19 02:15:00,2024-04-19 03:30:00,60753.2,61968.263999999996,tp,5,1.25,1119.479771657392,1140.956054295966,1.9184163199999826
long_only_best,LONG,2024-04-30 19:15:00,2024-04-30 22:45:00,59864.6,61061.892,tp,14,3.5,1140.956054295966,1162.8443414456078,1.9184163200000048
long_only_best,LONG,2024-05-01 02:15:00,2024-05-03 02:15:00,59681.5,59888.0,time,192,48.0,1162.8443414456078,1165.9345144714136,0.2657426205440627
long_only_best,LONG,2024-05-03 10:45:00,2024-05-03 12:45:00,58880.0,60057.6,tp,8,2.0,1165.9345144714136,1188.301992477546,1.9184163200000048
long_only_best,LONG,2024-06-24 09:45:00,2024-06-25 19:15:00,61147.1,62370.042,tp,134,33.5,1188.301992477546,1211.0985718321203,1.9184163199999826
long_only_best,LONG,2024-07-04 02:00:00,2024-07-04 02:30:00,57729.3,58883.886000000006,tp,2,0.5,1211.0985718321203,1234.3324844854349,1.918416320000027
long_only_best,LONG,2024-07-07 00:45:00,2024-07-08 01:15:00,58026.4,54544.816,stop,98,24.5,1234.3324844854349,1159.3445030315813,-6.075184960000001
long_only_best,LONG,2024-07-08 09:45:00,2024-07-10 04:15:00,57405.4,58553.508,tp,170,42.5,1159.3445030315813,1181.5855571827622,1.9184163200000048
long_only_best,LONG,2024-07-12 01:30:00,2024-07-12 14:00:00,56656.8,57789.936,tp,50,12.5,1181.5855571827622,1204.253287346519,1.9184163199999826
long_only_best,LONG,2024-08-04 16:45:00,2024-08-05 01:15:00,58941.4,55404.916,stop,34,8.5,1204.253287346519,1131.0926727533376,-6.075184960000013
long_only_best,LONG,2024-08-08 10:45:00,2024-08-08 15:00:00,57404.7,58552.794,tp,17,4.25,1131.0926727533376,1152.791739181762,1.918416320000027
long_only_best,LONG,2024-09-06 14:15:00,2024-09-08 14:15:00,55022.7,54169.9,time,192,48.0,1152.791739181762,1134.0167954893966,-1.6286500895375644
long_only_best,LONG,2024-09-08 21:30:00,2024-09-09 09:15:00,54307.3,55393.446,tp,47,11.75,1134.0167954893966,1155.7719587656063,1.9184163200000048
long_only_best,LONG,2025-02-25 07:30:00,2025-02-26 18:45:00,89362.5,84000.75,stop,141,35.25,1155.7719587656063,1085.5566745547808,-6.075184960000001
long_only_best,LONG,2025-03-03 20:00:00,2025-03-04 19:15:00,85695.9,87409.818,tp,93,23.25,1085.5566745547808,1106.382170962289,1.9184163199999826
long_only_best,LONG,2025-03-07 00:45:00,2025-03-07 01:30:00,85560.0,87271.2,tp,3,0.75,1106.382170962289,1127.6071870915998,1.9184163200000048
long_only_best,LONG,2025-03-09 11:15:00,2025-03-10 14:30:00,84722.7,79639.33799999999,stop,109,27.25,1127.6071870915998,1059.1029648535316,-6.0751849600000245
long_only_best,LONG,2025-03-12 14:00:00,2025-03-13 02:15:00,82557.9,84209.05799999999,tp,49,12.25,1059.1029648535316,1079.4209689768854,1.9184163199999826
long_only_best,LONG,2025-03-13 08:30:00,2025-03-14 15:15:00,82691.0,84344.82,tp,123,30.75,1079.4209689768854,1100.1287570072402,1.9184163200000048
long_only_best,LONG,2025-04-06 22:00:00,2025-04-07 14:15:00,78604.2,80176.284,tp,65,16.25,1100.1287570072402,1121.2338066226805,1.918416320000027
long_only_best,LONG,2025-04-07 14:30:00,2025-04-07 14:45:00,78084.6,79646.292,tp,1,0.25,1121.2338066226805,1142.7437389542874,1.918416320000027
long_only_best,LONG,2025-04-07 15:15:00,2025-04-07 22:00:00,77863.5,79420.77,tp,27,6.75,1142.7437389542874,1164.6663213381648,1.9184163200000048
long_only_best,LONG,2025-04-08 16:45:00,2025-04-09 17:30:00,77610.1,79162.30200000001,tp,99,24.75,1164.6663213381648,1187.00947012026,1.9184163200000048
long_only_best,LONG,2025-10-17 07:45:00,2025-10-19 07:45:00,105757.1,106677.5,time,192,48.0,1187.00947012026,1196.382287779331,0.7896160810007213
long_only_best,LONG,2025-11-04 16:45:00,2025-11-06 16:45:00,102650.0,100572.6,time,192,48.0,1196.382287779331,1171.2327121852818,-2.1021354002766612
long_only_best,LONG,2025-11-06 19:30:00,2025-11-07 20:45:00,101588.5,103620.27,tp,101,25.25,1171.2327121852818,1193.701831681023,1.9184163200000048
long_only_best,LONG,2025-11-13 18:15:00,2025-11-15 18:15:00,99264.9,96234.3,time,192,48.0,1193.701831681023,1156.3319815202178,-3.130584972645911
long_only_best,LONG,2025-11-26 18:45:00,2025-11-27 02:45:00,89722.3,91516.746,tp,32,8.0,1156.3319815202178,1178.5152429670811,1.9184163200000048
long_only_best,LONG,2025-12-01 00:30:00,2025-12-02 15:15:00,88250.4,90015.408,tp,155,38.75,1178.5152429670811,1201.1240717218493,1.9184163200000048
long_only_best,LONG,2025-12-15 18:30:00,2025-12-16 10:45:00,85418.4,87126.768,tp,65,16.25,1201.1240717218493,1224.1666319372098,1.9184163200000048
long_only_best,LONG,2025-12-18 19:45:00,2025-12-19 03:15:00,84571.5,86262.93000000001,tp,30,7.5,1224.1666319372098,1247.6512443882875,1.9184163200000048
long_only_best,LONG,2026-01-30 01:45:00,2026-01-30 14:45:00,81901.8,83539.83600000001,tp,52,13.0,1247.6512443882875,1271.5863894773156,1.9184163200000048
long_only_best,LONG,2026-01-30 15:30:00,2026-01-30 19:15:00,82570.9,84222.318,tp,15,3.75,1271.5863894773156,1295.9807102959471,1.9184163200000048
long_only_best,LONG,2026-01-31 13:45:00,2026-01-31 18:45:00,82599.1,77643.154,stop,20,5.0,1295.9807102959471,1217.2474850995466,-6.075184960000001
long_only_best,LONG,2026-02-26 16:45:00,2026-02-27 04:30:00,66845.1,68182.00200000001,tp,47,11.75,1217.2474850995466,1240.599359508486,1.918416320000027
long_only_best,LONG,2026-02-27 10:45:00,2026-03-01 02:15:00,66759.0,68094.18000000001,tp,158,39.5,1240.599359508486,1264.3992200871126,1.918416320000027
long_only_best,LONG,2026-03-01 17:45:00,2026-03-02 15:15:00,65941.2,67260.024,tp,86,21.5,1264.3992200871126,1288.6556610752166,1.9184163200000048
short_only_best,SHORT,2022-02-08 06:15:00,2022-02-08 08:15:00,45288.04,44382.2792,tp,8,2.0,1000.0,1019.2001568000001,1.920015679999998
short_only_best,SHORT,2022-02-10 17:15:00,2022-02-10 19:15:00,45577.95,44666.390999999996,tp,8,2.0,1019.2001568000001,1038.7689596211446,1.920015679999998
short_only_best,SHORT,2022-03-01 13:00:00,2022-03-01 14:45:00,44578.1,43686.538,tp,7,1.75,1038.7689596211446,1058.7134865248433,1.920015679999998
short_only_best,SHORT,2022-03-02 15:00:00,2022-03-02 15:15:00,45333.0,44426.34,tp,1,0.25,1058.7134865248433,1079.0409514723951,1.92001568000002
short_only_best,SHORT,2022-03-25 14:00:00,2022-03-25 17:15:00,44991.9,44092.062,tp,13,3.25,1079.0409514723951,1099.7587069342862,1.920015679999998
short_only_best,SHORT,2022-03-27 20:45:00,2022-03-27 21:45:00,46111.0,46802.66499999999,stop,4,1.0,1099.7587069342862,1082.3826979655387,-1.579983759999981
short_only_best,SHORT,2022-03-31 15:00:00,2022-03-31 16:30:00,46774.2,45838.71599999999,tp,6,1.5,1082.3826979655387,1103.1646154840842,1.920015679999998
short_only_best,SHORT,2022-07-20 15:00:00,2022-07-20 16:45:00,24136.3,23653.574,tp,7,1.75,1103.1646154840842,1124.3455490775905,1.92001568000002
short_only_best,SHORT,2022-07-30 13:15:00,2022-07-30 19:45:00,24545.8,24054.884,tp,26,6.5,1124.3455490775905,1145.9331599172624,1.920015679999998
short_only_best,SHORT,2023-01-12 17:45:00,2023-01-12 20:00:00,18743.0,19024.144999999997,stop,9,2.25,1145.9331599172624,1127.827602090115,-1.579983759999981
short_only_best,SHORT,2023-01-13 01:00:00,2023-01-13 15:00:00,18778.8,19060.481999999996,stop,56,14.0,1127.827602090115,1110.0081091362938,-1.5799837600000033
short_only_best,SHORT,2023-02-04 05:45:00,2023-02-05 18:00:00,23306.4,22840.272,tp,145,36.25,1110.0081091362938,1131.320438880982,1.920015679999998
short_only_best,SHORT,2023-02-15 20:45:00,2023-02-15 22:30:00,24037.4,24397.961,stop,7,1.75,1131.320438880982,1113.445759673102,-1.579983759999981
short_only_best,SHORT,2023-02-17 16:15:00,2023-02-17 20:15:00,24229.9,24593.3485,stop,16,4.0,1113.445759673102,1095.8534974938584,-1.5799837599999922
short_only_best,SHORT,2023-02-17 22:30:00,2023-02-18 18:15:00,24492.4,24859.786,stop,79,19.75,1095.8534974938584,1078.5391902000636,-1.5799837599999922
short_only_best,SHORT,2023-02-20 09:45:00,2023-02-21 08:30:00,24842.3,25214.934499999996,stop,91,22.75,1078.5391902000636,1061.4984461496672,-1.579983759999981
short_only_best,SHORT,2023-03-14 11:00:00,2023-03-14 12:30:00,24645.6,25015.283999999996,stop,6,1.5,1061.4984461496672,1044.7269430878503,-1.579983759999981
short_only_best,SHORT,2023-03-14 20:00:00,2023-03-14 21:15:00,24995.3,24495.394,tp,5,1.25,1044.7269430878503,1064.7858642083215,1.920015679999998
short_only_best,SHORT,2023-03-14 23:00:00,2023-03-15 12:45:00,24734.5,25105.517499999998,stop,55,13.75,1064.7858642083215,1047.9624204750544,-1.5799837600000033
short_only_best,SHORT,2023-03-15 13:15:00,2023-03-15 14:45:00,25025.1,24524.597999999998,tp,6,1.5,1047.9624204750544,1068.083463268683,1.92001568000002
short_only_best,SHORT,2023-03-17 01:30:00,2023-03-17 02:00:00,25274.2,25653.313,stop,2,0.5,1068.083463268683,1051.2079180057924,-1.5799837599999922
short_only_best,SHORT,2023-03-25 19:45:00,2023-03-26 08:45:00,27263.6,27672.553999999996,stop,52,13.0,1051.2079180057924,1034.599003617467,-1.5799837599999922
short_only_best,SHORT,2023-03-29 06:30:00,2023-03-29 08:30:00,28087.3,28508.609499999995,stop,8,2.0,1034.599003617467,1018.2525073791892,-1.5799837599999922
short_only_best,SHORT,2023-03-30 20:45:00,2023-03-31 07:45:00,28123.0,27560.54,tp,44,11.0,1018.2525073791892,1037.8031151828627,1.920015679999998
short_only_best,SHORT,2023-03-31 13:30:00,2023-04-01 02:15:00,28285.4,28709.681,stop,51,12.75,1037.8031151828627,1021.4059945021994,-1.5799837600000033
short_only_best,SHORT,2023-04-01 16:15:00,2023-04-02 19:45:00,28412.7,27844.446,tp,110,27.5,1021.4059945021994,1041.0171497531016,1.920015679999998
short_only_best,SHORT,2023-04-10 22:15:00,2023-04-11 00:45:00,29529.9,29972.8485,stop,10,2.5,1041.0171497531016,1024.5692478481878,-1.5799837599999922
short_only_best,SHORT,2023-04-12 20:45:00,2023-04-13 09:15:00,29872.9,30320.993499999997,stop,50,12.5,1024.5692478481878,1008.3812201222325,-1.579983759999981
short_only_best,SHORT,2023-04-14 15:45:00,2023-04-16 15:45:00,30289.8,30329.2,time,192,48.0,1008.3812201222325,1006.2630067594995,-0.2100607707149038
short_only_best,SHORT,2023-06-21 15:00:00,2023-06-21 15:45:00,29561.6,30005.023999999994,stop,3,0.75,1006.2630067594995,990.3642146698119,-1.579983759999981
short_only_best,SHORT,2023-06-26 07:00:00,2023-06-27 14:15:00,30491.4,30948.770999999997,stop,125,31.25,990.3642146698119,974.7166209131774,-1.5799837599999922
short_only_best,SHORT,2023-06-27 16:45:00,2023-06-28 13:00:00,30692.4,30078.552,tp,81,20.25,974.7166209131774,993.4313328702766,1.920015679999998
short_only_best,SHORT,2023-06-30 04:45:00,2023-06-30 13:45:00,31159.8,30536.604,tp,36,9.0,993.4313328702766,1012.505370231419,1.920015679999998
short_only_best,SHORT,2023-10-16 13:30:00,2023-10-16 13:45:00,30105.9,29503.782,tp,1,0.25,1012.505370231419,1031.9456321007044,1.92001568000002
short_only_best,SHORT,2023-10-23 03:45:00,2023-10-23 06:15:00,30520.0,30977.799999999996,stop,10,2.5,1031.9456321007044,1015.6410587014841,-1.579983759999981
short_only_best,SHORT,2023-10-23 08:30:00,2023-10-23 16:45:00,30557.9,31016.2685,stop,33,8.25,1015.6410587014841,999.5940949141087,-1.579983759999981
short_only_best,SHORT,2023-11-07 02:45:00,2023-11-07 18:15:00,34898.9,35422.383499999996,stop,62,15.5,999.5940949141087,983.800670548547,-1.579983759999981
short_only_best,SHORT,2023-11-08 16:30:00,2023-11-08 19:30:00,35242.1,35770.731499999994,stop,12,3.0,983.800670548547,968.2567797231089,-1.5799837599999922
short_only_best,SHORT,2023-11-15 18:15:00,2023-11-15 20:15:00,37302.0,37861.53,stop,8,2.0,968.2567797231089,952.958479848385,-1.5799837599999922
short_only_best,SHORT,2023-11-16 12:45:00,2023-11-16 14:30:00,37223.3,36478.834,tp,7,1.75,952.958479848385,971.2554320853636,1.920015679999998
short_only_best,SHORT,2023-12-03 22:45:00,2023-12-04 01:30:00,39990.0,40589.85,stop,11,2.75,971.2554320853636,955.9097539902971,-1.5799837599999922
short_only_best,SHORT,2023-12-13 22:15:00,2023-12-14 13:30:00,43470.7,42601.28599999999,tp,61,15.25,955.9097539902971,974.2633711535603,1.92001568000002
short_only_best,SHORT,2024-01-08 18:45:00,2024-01-09 13:00:00,46802.5,45866.45,tp,73,18.25,974.2633711535603,992.9693806442053,1.920015679999998
short_only_best,SHORT,2024-01-10 23:15:00,2024-01-10 23:30:00,47546.6,46595.668,tp,1,0.25,992.9693806442053,1012.034548450173,1.920015679999998
short_only_best,SHORT,2024-01-11 14:15:00,2024-01-11 14:45:00,47754.1,48470.411499999995,stop,2,0.5,1012.034548450173,996.044566939071,-1.5799837599999922
short_only_best,SHORT,2024-02-09 12:00:00,2024-02-09 18:15:00,47120.7,47827.51049999999,stop,25,6.25,996.044566939071,980.3072245390715,-1.5799837599999922
short_only_best,SHORT,2024-02-10 01:30:00,2024-02-10 20:45:00,47198.0,47905.969999999994,stop,77,19.25,980.3072245390715,964.8185295932476,-1.579983759999981
short_only_best,SHORT,2024-02-12 13:00:00,2024-02-12 15:00:00,48037.1,48757.6565,stop,8,2.0,964.8185295932476,949.5745535122035,-1.5799837600000033
short_only_best,SHORT,2024-02-20 18:00:00,2024-02-20 20:00:00,51321.9,52091.7285,stop,8,2.0,949.5745535122035,934.5714297776182,-1.5799837599999922
short_only_best,SHORT,2024-02-21 23:45:00,2024-02-23 16:15:00,51768.8,50733.424,tp,162,40.5,934.5714297776182,952.5153477701487,1.920015679999998
short_only_best,SHORT,2024-02-26 16:15:00,2024-02-26 19:15:00,53408.8,54209.932,stop,12,3.0,952.5153477701487,937.4657599638728,-1.5799837600000033
short_only_best,SHORT,2024-03-15 09:30:00,2024-03-15 10:00:00,67183.0,68190.745,stop,2,0.5,937.4657599638728,922.653953200883,-1.5799837599999922
short_only_best,SHORT,2024-03-16 19:15:00,2024-03-16 21:30:00,67526.6,66176.068,tp,9,2.25,922.653953200883,940.36905377448,1.92001568000002
short_only_best,SHORT,2024-03-17 15:45:00,2024-03-17 22:45:00,67862.4,68880.33599999998,stop,28,7.0,940.36905377448,925.5113754407778,-1.57998375999997
short_only_best,SHORT,2024-03-18 03:00:00,2024-03-18 05:45:00,67901.3,68919.8195,stop,11,2.75,925.5113754407778,910.8884460118609,-1.5799837600000033
short_only_best,SHORT,2024-03-18 09:00:00,2024-03-18 17:15:00,68000.0,66640.0,tp,33,8.25,910.8884460118609,928.377647002597,1.920015679999998
short_only_best,SHORT,2024-03-25 15:00:00,2024-03-25 17:15:00,69710.0,70755.65,stop,9,2.25,928.377647002597,913.709430948486,-1.579983759999981
short_only_best,SHORT,2024-03-26 17:30:00,2024-03-27 13:15:00,70059.2,71110.08799999999,stop,79,19.75,913.709430948486,899.2729703259116,-1.5799837599999922
short_only_best,SHORT,2024-03-28 08:30:00,2024-03-29 15:45:00,70586.0,69174.28,tp,125,31.25,899.2729703259116,916.5391523621709,1.920015679999998
short_only_best,SHORT,2024-05-20 23:30:00,2024-05-21 16:00:00,71300.1,69874.098,tp,66,16.5,916.5391523621709,934.1368478008637,1.92001568000002
short_only_best,SHORT,2024-10-29 15:30:00,2024-10-29 18:45:00,71931.6,73010.574,stop,13,3.25,934.1368478008637,919.3776373094344,-1.579983759999981
short_only_best,SHORT,2024-10-29 20:45:00,2024-10-31 14:45:00,72176.0,70732.48,tp,168,42.0,919.3776373094344,937.029832104189,1.920015679999998
short_only_best,SHORT,2024-11-06 03:15:00,2024-11-06 06:15:00,74020.0,75130.29999999999,stop,12,3.0,937.029832104189,922.2249129305877,-1.579983759999981
short_only_best,SHORT,2024-11-06 09:15:00,2024-11-06 18:30:00,73862.4,74970.33599999998,stop,37,9.25,922.2249129305877,907.6539090756105,-1.579983759999981
short_only_best,SHORT,2024-11-26 12:15:00,2024-11-26 16:30:00,92600.0,93988.99999999999,stop,17,4.25,907.6539090756105,893.3131247152108,-1.579983759999981
short_only_best,SHORT,2024-11-26 18:45:00,2024-11-27 10:45:00,92540.0,93928.09999999999,stop,64,16.0,893.3131247152108,879.198922418762,-1.5799837600000033
short_only_best,SHORT,2024-12-02 14:45:00,2024-12-02 18:00:00,96675.2,94741.696,tp,13,3.25,879.198922418762,896.0796795875932,1.920015679999998
short_only_best,SHORT,2024-12-04 20:15:00,2024-12-05 02:45:00,98339.5,99814.59249999998,stop,26,6.5,896.0796795875932,881.9217661734493,-1.579983759999981
short_only_best,SHORT,2024-12-05 20:45:00,2024-12-05 22:30:00,99204.0,97219.92,tp,7,1.75,881.9217661734493,898.8548023693124,1.920015679999998
short_only_best,SHORT,2024-12-06 08:45:00,2024-12-06 17:45:00,98730.7,100211.66049999998,stop,36,9.0,898.8548023693124,884.6530424658973,-1.579983759999981
short_only_best,SHORT,2024-12-07 06:00:00,2024-12-08 23:30:00,99177.9,100665.56849999998,stop,166,41.5,884.6530424658973,870.6756680625904,-1.579983759999981
short_only_best,SHORT,2024-12-11 20:30:00,2024-12-12 19:45:00,101459.4,99430.212,tp,93,23.25,870.6756680625904,887.3927774113369,1.920015679999998
short_only_best,SHORT,2024-12-15 23:15:00,2024-12-15 23:30:00,103812.3,105369.48449999999,stop,1,0.25,887.3927774113369,873.3721156408249,-1.5799837599999922
short_only_best,SHORT,2024-12-16 12:15:00,2024-12-16 15:00:00,104033.0,105593.495,stop,11,2.75,873.3721156408249,859.5729780493314,-1.5799837600000033
short_only_best,SHORT,2024-12-18 02:15:00,2024-12-18 07:00:00,105286.8,103181.064,tp,19,4.75,859.5729780493314,876.0769140089216,1.920015679999998
short_only_best,SHORT,2025-01-20 07:00:00,2025-01-20 12:30:00,108239.3,106074.514,tp,22,5.5,876.0769140089216,892.8977281267529,1.920015679999998
short_only_best,SHORT,2025-01-20 13:45:00,2025-01-20 16:00:00,107730.0,105575.4,tp,9,2.25,892.8977281267529,910.0415045131504,1.920015679999998
short_only_best,SHORT,2025-04-22 22:00:00,2025-04-23 13:45:00,93185.5,94583.28249999999,stop,63,15.75,910.0415045131504,895.6629965325831,-1.579983759999981
short_only_best,SHORT,2025-04-23 16:45:00,2025-04-24 08:45:00,93606.2,91734.076,tp,64,16.0,895.6629965325831,912.8598665059666,1.920015679999998
short_only_best,SHORT,2025-04-25 12:00:00,2025-04-27 12:00:00,94669.7,93871.0,time,192,48.0,912.8598665059666,919.8312496431894,0.7636860150185276
short_only_best,SHORT,2025-05-08 15:30:00,2025-05-08 20:45:00,100480.8,101988.01199999999,stop,21,5.25,919.8312496431894,905.2980652794221,-1.579983759999981
short_only_best,SHORT,2025-05-12 14:45:00,2025-05-12 18:45:00,103308.4,101242.23199999999,tp,16,4.0,905.2980652794221,922.6799300835237,1.920015679999998
short_only_best,SHORT,2025-05-13 11:45:00,2025-05-15 08:00:00,103757.9,101682.742,tp,177,44.25,922.6799300835237,940.3955294173403,1.920015679999998
short_only_best,SHORT,2025-05-21 06:30:00,2025-05-21 16:45:00,107881.9,109500.12849999998,stop,41,10.25,940.3955294173403,925.5374327727806,-1.57998375999997
short_only_best,SHORT,2025-05-21 19:45:00,2025-05-21 23:30:00,108024.7,109645.07049999999,stop,15,3.75,925.5374327727806,910.9140916422499,-1.579983759999981
short_only_best,SHORT,2025-05-23 14:00:00,2025-05-23 23:00:00,109801.7,107605.666,tp,36,9.0,910.9140916422499,928.4037850331107,1.920015679999998
short_only_best,SHORT,2025-07-11 05:45:00,2025-07-13 05:45:00,117968.4,117696.5,time,192,48.0,928.4037850331107,929.8010458679719,0.15050141515864368
short_only_best,SHORT,2025-07-14 02:30:00,2025-07-14 03:45:00,119775.6,121572.234,stop,5,1.25,929.8010458679719,915.1103403429479,-1.5799837599999922
short_only_best,SHORT,2025-07-14 17:00:00,2025-07-15 03:15:00,120214.8,117810.504,tp,41,10.25,915.1103403429479,932.6806023668339,1.920015679999998
buy_hold,LONG,2022-01-01 00:00:00,2026-03-15 05:30:00,46246.66,71666.9,final,147191,36797.75,1000.0,1548.4270203881533,54.84270203881534
