max_entries,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,profit_factor
2,1098.8549478436885,119.77098956873769,21.10411631665412,50.93636765191114,0.4143231504231985,349,283,66,85.67335243553008,2.099998741738774
3,1543.722526430971,208.74450528619417,31.54025195147252,53.009460827713326,0.5949928835153006,408,342,66,87.74509803921569,2.4101703390133524
4,3292.400154220014,558.4800308440027,58.14290986940984,47.78073572767474,1.2168692880912109,443,377,66,88.71331828442437,2.815753632815365
5,13975.14936635697,2695.029873271394,124.76367963290818,68.13628282936308,1.83109019823344,664,598,66,92.46987951807229,2.93274167298082
6,2096.5199950114393,319.30399900228787,41.704606128144285,61.43855028409176,0.6788019237970664,467,401,66,89.29336188436831,2.2239027449339246
7,2002.5847591991483,300.5169518398297,40.133767862400305,86.88208121047319,0.46193377625445725,477,411,66,89.51781970649894,2.0417919345085056
