variant,rebalance_mode,w1,w2,w3,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,rebalance_count,fee_paid,deferred_due_bars,flat_rebalance_hits
weekly_due_allflat_w5_60_35,weekly_due_allflat,0.05,0.6,0.35,161469.10099533098,7973.45504976655,132.78183417073956,55.53057762937321,2.391148081638248,2,24.746321729651797,181803,2
weekly_due_allflat_w5_25_70,weekly_due_allflat,0.05,0.25,0.7,198646.8662281366,9832.34331140683,142.25070992192937,59.521565250239576,2.389902035067144,2,23.58112480802732,181803,2
no_rebalance_w5_15_80,no_rebalance,0.05,0.15,0.8,212278.49442446858,10513.924721223428,145.36426739048528,60.926990904200466,2.3858763617433714,0,0.0,0,0
monthly_due_allflat_w5_15_80,monthly_due_allflat,0.05,0.15,0.8,212260.4407208026,10513.02203604013,145.3602519968665,60.926990904200466,2.3858104567387226,1,18.053703665976887,179339,1
weekly_due_allflat_w5_20_75,weekly_due_allflat,0.05,0.2,0.75,203698.321598805,10084.916079940249,143.42405784342134,60.25702452654086,2.380204780610245,2,21.463429995561956,181803,2
weekly_due_allflat_w0_5_95,weekly_due_allflat,0.0,0.05,0.95,235597.02114904797,11679.851057452399,150.33455572457763,63.24831670742932,2.3768941775950685,2,4.6928235637660904,181803,2
no_rebalance_w0_5_95,no_rebalance,0.0,0.05,0.95,234981.5839455044,11649.07919727522,150.20859506909088,63.24831670742932,2.3749026517799323,0,0.0,0,0
monthly_due_allflat_w0_5_95,monthly_due_allflat,0.0,0.05,0.95,234977.39952043703,11648.869976021851,150.20773773735993,63.24831670742932,2.3748890967673155,1,4.184425067359233,179339,1
no_rebalance_w5_10_85,no_rebalance,0.05,0.1,0.85,217784.31688152094,10789.215844076047,146.57616873627438,61.724399058658776,2.3746876595263102,0,0.0,0,0
monthly_due_allflat_w5_10_85,monthly_due_allflat,0.05,0.1,0.85,217768.87878064663,10788.443939032331,146.57280538377398,61.724399058658776,2.37463316968839,1,15.438100874304418,179339,1
weekly_due_allflat_w5_15_80,weekly_due_allflat,0.05,0.15,0.8,208684.75830264634,10334.237915132317,144.55947802291456,60.96942141952108,2.3710160709615944,2,18.881971654912796,181803,2
weekly_due_allflat_w5_10_85,weekly_due_allflat,0.05,0.1,0.85,213606.2783156879,10580.313915784394,145.65883171260964,61.724399058658776,2.359825837659191,2,15.843733181628787,181803,2
no_rebalance_w5_5_90,no_rebalance,0.05,0.05,0.9,223290.1393385733,11064.506966928664,147.76357443514837,62.71180249025259,2.3562322970722382,0,0.0,0,0
monthly_due_allflat_w5_5_90,monthly_due_allflat,0.05,0.05,0.9,223277.75730628724,11063.887865314362,147.7609307413493,62.71180249025259,2.3561901408321995,1,12.382032286068707,179339,1
no_rebalance_w5_60_35,no_rebalance,0.05,0.6,0.35,162726.09231099952,8036.304615549976,133.12942842812245,56.59541389479876,2.3523006418079633,0,0.0,0,0
monthly_due_allflat_w5_60_35,monthly_due_allflat,0.05,0.6,0.35,162704.31914305387,8035.215957152694,133.1234260054497,56.59541389479876,2.3521945833438638,1,21.77316794563608,179339,1
no_rebalance_w0_65_35,no_rebalance,0.0,0.65,0.35,168911.7144608879,8345.585723044394,134.8089985909496,57.436311916876434,2.3471040199455926,0,0.0,0,0
monthly_due_allflat_w0_65_35,monthly_due_allflat,0.0,0.65,0.35,168891.67326714422,8344.58366335721,134.80363765099275,57.436311916876434,2.3470106828252595,1,20.04119374366735,179339,1
no_rebalance_w0_0_100,no_rebalance,0.0,0.0,1.0,240487.40640258876,11924.370320129437,151.3261304708384,64.58087249455677,2.3432035620700695,0,0.0,0,0
weekly_due_allflat_w0_0_100,weekly_due_allflat,0.0,0.0,1.0,240487.40640258876,11924.370320129437,151.3261304708384,64.58087249455677,2.3432035620700695,2,0.0,181803,2
monthly_due_allflat_w0_0_100,monthly_due_allflat,0.0,0.0,1.0,240487.40640258876,11924.370320129437,151.3261304708384,64.58087249455677,2.3432035620700695,1,0.0,179339,1
no_rebalance_w10_50_40,no_rebalance,0.1,0.5,0.4,162046.29261818854,8002.314630909427,132.9417145954787,56.792577135425404,2.340829053741847,0,0.0,0,0
monthly_due_allflat_w10_50_40,monthly_due_allflat,0.1,0.5,0.4,162021.19146177755,8001.059573088876,132.93477122007582,56.792577135425404,2.3407067952398894,1,25.101156410998062,179339,1
no_rebalance_w10_45_45,no_rebalance,0.1,0.45,0.45,167552.11507522585,8277.605753761292,134.44414080229504,57.438759153733685,2.3406519009656526,0,0.0,0,0
monthly_due_allflat_w10_45_45,monthly_due_allflat,0.1,0.45,0.45,167525.85837034803,8276.292918517402,134.43707113856703,57.438759153733685,2.340528819202882,1,26.256704877839436,179339,1
weekly_due_allflat_w5_5_90,weekly_due_allflat,0.05,0.05,0.9,218462.87379313592,10823.143689656796,146.7238096252165,62.71180249025259,2.339652247246793,2,12.356559392222648,181803,2
no_rebalance_w10_40_50,no_rebalance,0.1,0.4,0.5,173057.93753229434,8552.896876614717,135.90721095362147,58.09854326526438,2.3392533326197333,0,0.0,0,0
monthly_due_allflat_w10_40_50,monthly_due_allflat,0.1,0.4,0.5,173030.9657447462,8551.54828723731,135.90013592276696,58.09854326526438,2.3391315562298813,1,26.97178754811777,179339,1
no_rebalance_w10_35_55,no_rebalance,0.1,0.35,0.55,178563.7599893245,8828.187999466225,137.33316026881926,58.76192271319185,2.337111413782729,0,0.0,0,0
monthly_due_allflat_w10_35_55,monthly_due_allflat,0.1,0.35,0.55,178536.51358490268,8826.825679245134,137.32619171528125,58.76192271319185,2.336992824172038,1,27.246404421819033,179339,1
no_rebalance_w10_55_35,no_rebalance,0.1,0.55,0.35,156540.4701611222,7727.023508056111,131.3974808310402,56.230580114046305,2.3367619641223896,0,0.0,0,0
monthly_due_allflat_w10_55_35,monthly_due_allflat,0.1,0.55,0.35,156516.96501897462,7725.848250948731,131.39079488618358,56.230580114046305,2.336643061830379,1,23.505142147601727,179339,1
no_rebalance_w10_30_60,no_rebalance,0.1,0.3,0.6,184069.58244638256,9103.479122319128,138.72403277630866,59.405426765835244,2.3352080833142077,0,0.0,0,0
monthly_due_allflat_w10_30_60,monthly_due_allflat,0.1,0.3,0.6,184042.50189088358,9102.125094544179,138.7172744513835,59.405426765835244,2.3350943171939544,1,27.080555498966255,179339,1
no_rebalance_w10_25_65,no_rebalance,0.1,0.25,0.65,189575.40490343806,9378.770245171903,140.08170283812467,60.02993546465862,2.333530791826269,0,0.0,0,0
monthly_due_allflat_w10_25_65,monthly_due_allflat,0.1,0.25,0.65,189548.93066265853,9377.446533132927,140.07525124963433,60.02993546465862,2.333423318972261,1,26.474240779540235,179339,1
no_rebalance_w10_20_70,no_rebalance,0.1,0.2,0.7,195081.22736048512,9654.061368024255,141.4078937024784,60.69939481739848,2.3296425627944837,0,0.0,0,0
monthly_due_allflat_w10_20_70,monthly_due_allflat,0.1,0.2,0.7,195055.79990022155,9652.789995011079,141.40183885213813,60.69939481739848,2.3295428113824888,1,25.427460263560242,179339,1
no_rebalance_w10_15_75,no_rebalance,0.1,0.15,0.75,200587.0498175305,9929.352490876525,142.70419356613658,61.40098111368876,2.3241353961740208,0,0.0,0,0
monthly_due_allflat_w10_15_75,monthly_due_allflat,0.1,0.15,0.75,200563.10960357948,9928.155480178973,142.69861959224528,61.40098111368876,2.3240446162908626,1,23.9402139510118,179339,1
no_rebalance_w10_10_80,no_rebalance,0.1,0.1,0.8,206092.87227458885,10204.643613729442,143.9720695394701,62.07880318951469,2.3191824285006106,0,0.0,0,0
monthly_due_allflat_w10_10_80,monthly_due_allflat,0.1,0.1,0.8,206070.85977274695,10203.542988637348,143.9670552793779,62.07880318951469,2.319101656001229,1,22.012501841899898,179339,1
no_rebalance_w5_0_95,no_rebalance,0.05,0.0,0.95,228795.96179562347,11339.798089781174,148.9275656999608,64.25665362485518,2.317698748668636,0,0.0,0,0
monthly_due_allflat_w5_0_95,monthly_due_allflat,0.05,0.0,0.95,228787.0762977222,11339.35381488611,148.92570552069714,64.25665362485518,2.31766979946013,1,8.885497901268735,179339,1
no_rebalance_w10_5_85,no_rebalance,0.1,0.05,0.85,211598.69473164002,10479.934736582001,145.21287983625876,62.734048353597906,2.3147379078386954,0,0.0,0,0
monthly_due_allflat_w10_5_85,monthly_due_allflat,0.1,0.05,0.85,211579.0504077038,10478.95252038519,145.20849932053048,62.734048353597906,2.3146680810724773,1,19.64432393622344,179339,1
weekly_due_allflat_w10_50_40,weekly_due_allflat,0.1,0.5,0.4,156745.2955456641,7737.264777283204,131.45570831419883,56.826347561718315,2.3132880073178486,2,27.0038480155623,181803,2
weekly_due_allflat_w10_45_45,weekly_due_allflat,0.1,0.45,0.45,162023.45523503522,8001.172761751761,132.93539745107,57.48046226947224,2.312705782146636,2,28.00759926487437,181803,2
weekly_due_allflat_w10_40_50,weekly_due_allflat,0.1,0.4,0.5,167236.64382745215,8261.832191372609,134.35914034444139,58.14995545558075,2.31056308283976,2,28.513634374556645,181803,2
weekly_due_allflat_w10_55_35,weekly_due_allflat,0.1,0.55,0.35,151402.16195100662,7470.108097550332,129.9162351364632,56.258254487094014,2.3092830789171885,2,25.49476979860303,181803,2
weekly_due_allflat_w10_35_55,weekly_due_allflat,0.1,0.35,0.55,172384.95241798743,8519.24762089937,135.73041197434668,58.82470651928323,2.3073708311634857,2,28.528815491646693,181803,2
weekly_due_allflat_w10_30_60,weekly_due_allflat,0.1,0.3,0.6,177468.37316212745,8773.418658106373,137.05232437688255,59.481192851432006,2.3041287137465845,2,28.060987118842455,181803,2
weekly_due_allflat_w10_25_65,weekly_due_allflat,0.1,0.25,0.65,182486.89821537692,9024.344910768847,138.3276972256068,60.120223176626666,2.300851359437158,2,27.117993758857786,181803,2
weekly_due_allflat_w5_0_95,weekly_due_allflat,0.05,0.0,0.95,223254.5368901603,11062.726844508015,147.75597261965942,64.25665362485518,2.299465725095055,2,8.428295103203974,181803,2
weekly_due_allflat_w10_20_70,weekly_due_allflat,0.1,0.2,0.7,187440.5197332311,9272.025986661554,139.55909370651662,60.805505919359604,2.2951719847804606,2,25.707679914392916,181803,2
weekly_due_allflat_w0_70_30,weekly_due_allflat,0.0,0.7,0.3,166126.7725577252,8206.33862788626,134.05906413592243,58.42749159203435,2.2944518151143636,2,22.17474812090179,181803,2
no_rebalance_w10_0_90,no_rebalance,0.1,0.0,0.9,217104.51718869238,10755.225859434619,146.4278844538866,63.921812568334516,2.2907342356312315,0,0.0,0,0
monthly_due_allflat_w10_0_90,monthly_due_allflat,0.1,0.0,0.9,217087.6815084584,10754.384075422919,146.4242073420464,63.921812568334516,2.2906767104814825,1,16.83568023398297,179339,1
weekly_due_allflat_w10_15_75,weekly_due_allflat,0.1,0.15,0.75,192329.2298711822,9516.46149355911,140.74885099699648,61.5241047015987,2.2877025465002685,2,23.837890088155493,181803,2
weekly_due_allflat_w5_65_30,weekly_due_allflat,0.05,0.65,0.3,155898.8705859618,7694.94352929809,131.2146886653036,57.431593788142536,2.2847126470029204,2,22.863368996595568,181803,2
weekly_due_allflat_w10_10_80,weekly_due_allflat,0.1,0.1,0.8,197153.02078473335,9757.651039236667,141.89910629975947,62.22019050793042,2.2805958185176785,2,21.516468782851167,181803,2
weekly_due_allflat_w10_60_30,weekly_due_allflat,0.1,0.6,0.3,145994.2506866653,7199.7125343332655,128.3127531828385,56.35142647076788,2.27700985084025,2,23.470646578076554,181803,2
weekly_due_allflat_w10_5_85,weekly_due_allflat,0.1,0.05,0.85,201911.88462938427,9995.594231469213,143.0118191920447,62.894888132356996,2.273822618001774,2,18.75126050118609,181803,2
no_rebalance_w15_20_65,no_rebalance,0.15,0.2,0.65,183389.78275355152,9069.489137677576,138.55413594743715,61.24166881730635,2.2624160742707096,0,0.0,0,0
monthly_due_allflat_w15_20_65,monthly_due_allflat,0.15,0.2,0.65,183360.09198925406,9068.004599462702,138.5467039907895,61.24166881730635,2.262294719696427,1,29.69076429748123,179339,1
no_rebalance_w15_25_60,no_rebalance,0.15,0.25,0.6,177883.96029651165,8794.198014825583,137.15903721017443,60.63531238370439,2.2620323342646063,0,0.0,0,0
monthly_due_allflat_w15_25_60,monthly_due_allflat,0.15,0.25,0.6,177853.91064238074,8792.695532119036,137.15132793451326,60.63531238370439,2.261905192581681,1,30.04965413090429,179339,1
no_rebalance_w15_30_55,no_rebalance,0.15,0.3,0.55,172378.13783944372,8518.906891972187,135.72861887736985,60.01051272422126,2.261747362518159,0,0.0,0,0
monthly_due_allflat_w15_30_55,monthly_due_allflat,0.15,0.3,0.55,172348.16976127596,8517.408488063798,135.72073279894704,60.01051272422126,2.26161595090268,1,29.968078167766574,179339,1
no_rebalance_w15_35_50,no_rebalance,0.15,0.35,0.5,166872.31538241287,8243.615769120643,134.26081454529378,59.366415377094015,2.261561754949703,0,0.0,0,0
monthly_due_allflat_w15_35_50,monthly_due_allflat,0.15,0.35,0.5,166842.8693460048,8242.143467300239,134.25286001150232,59.366415377094015,2.2614277644815077,1,29.44603640807036,179339,1
no_rebalance_w15_15_70,no_rebalance,0.15,0.15,0.7,188895.605210604,9344.7802605302,139.91580934062574,61.891589265020095,2.2606595015924627,0,0.0,0,0
no_rebalance_w15_40_45,no_rebalance,0.15,0.4,0.45,161366.49292534715,7968.324646267358,132.75336372763812,58.72578023921231,2.260563643205479,0,0.0,0,0
monthly_due_allflat_w15_15_70,monthly_due_allflat,0.15,0.15,0.7,188866.7138019365,9343.335690096825,139.90874821177707,61.891589265020095,2.2605454129265787,1,28.89140866749367,179339,1
monthly_due_allflat_w15_40_45,monthly_due_allflat,0.15,0.4,0.45,161338.00939649536,7966.900469824767,132.74545787093567,58.72578023921231,2.2604290199332087,1,28.483528851795768,179339,1
no_rebalance_w15_45_40,no_rebalance,0.15,0.45,0.4,155860.67046829418,7693.03352341471,131.2037862754214,58.09831191431767,2.258306342341209,0,0.0,0,0
monthly_due_allflat_w15_45_40,monthly_due_allflat,0.15,0.45,0.4,155833.5899127952,7691.67949563976,131.19605612358436,58.09831191431767,2.2581732893904025,1,27.08055549896426,179339,1
no_rebalance_w15_10_75,no_rebalance,0.15,0.1,0.75,194401.42766765176,9620.071383382588,141.24579838027813,62.57263663153283,2.257309360512048,0,0.0,0,0
monthly_due_allflat_w15_10_75,monthly_due_allflat,0.15,0.1,0.75,194373.7760804108,9618.68880402054,141.23919529507242,62.57263663153283,2.257203833790446,1,27.651587240939048,179339,1
no_rebalance_w15_5_80,no_rebalance,0.15,0.05,0.8,199907.25012470892,9895.362506235446,142.54570714299638,63.23061547482889,2.254377979283494,0,0.0,0,0
monthly_due_allflat_w15_5_80,monthly_due_allflat,0.15,0.05,0.8,199881.2788246911,9894.063941234555,142.53964364689216,63.23061547482889,2.2542820843430653,1,25.971300017823054,179339,1
weekly_due_allflat_w10_0_90,weekly_due_allflat,0.1,0.0,0.9,206605.81356063057,10230.290678031528,144.08879090222877,63.921812568334516,2.254141193949923,2,15.550109745864935,181803,2
no_rebalance_w10_60_30,no_rebalance,0.1,0.6,0.3,151034.64770406854,7451.732385203427,129.8087423255239,57.612391407997855,2.253139283982293,0,0.0,0,0
monthly_due_allflat_w10_60_30,monthly_due_allflat,0.1,0.6,0.3,151013.1790419809,7450.658952099046,129.80245651261762,57.612391407997855,2.253030178757659,1,21.468662087638492,179339,1
no_rebalance_w0_70_30,no_rebalance,0.0,0.7,0.3,163405.89200383204,8070.294600191602,133.3165100279556,59.17812709946677,2.2528004274937055,0,0.0,0,0
monthly_due_allflat_w0_70_30,monthly_due_allflat,0.0,0.7,0.3,163387.39244037634,8069.369622018818,133.31142725539635,59.17812709946677,2.2527145381151743,1,18.49956345569524,179339,1
no_rebalance_w15_50_35,no_rebalance,0.15,0.5,0.35,150354.84801125672,7417.742400562835,129.6093523866413,57.55246245387673,2.2520209711358894,0,0.0,0,0
no_rebalance_w5_65_30,no_rebalance,0.05,0.65,0.3,157220.26985395688,7761.013492697844,131.59049727698124,58.4343481355619,2.2519374558898875,0,0.0,0,0
monthly_due_allflat_w15_50_35,monthly_due_allflat,0.15,0.5,0.35,150329.61089490715,7416.480544745357,129.60193616181658,57.55246245387673,2.251892110883721,1,25.23711634956407,179339,1
monthly_due_allflat_w5_65_30,monthly_due_allflat,0.05,0.65,0.3,157200.28574118522,7760.014287059261,131.58483278529508,58.4343481355619,2.251840518183437,1,19.984112771665288,179339,1
no_rebalance_w15_0_85,no_rebalance,0.15,0.0,0.85,205413.0725817601,10170.653629088005,143.8170169967257,63.86667834518241,2.2518317959082355,0,0.0,0,0
monthly_due_allflat_w15_0_85,monthly_due_allflat,0.15,0.0,0.85,205389.22203476194,10169.461101738098,143.8115695094622,63.86667834518241,2.251746501238078,1,23.85054699814179,179339,1
no_rebalance_w15_55_30,no_rebalance,0.15,0.55,0.3,144849.0255541922,7142.45127770961,127.96704725305226,56.996895936944966,2.2451581818529345,0,0.0,0,0
monthly_due_allflat_w15_55_30,monthly_due_allflat,0.15,0.55,0.3,144826.0723427886,7141.30361713943,127.9600959003301,56.996895936944966,2.2450362216547886,1,22.953211403608805,179339,1
weekly_due_allflat_w15_35_50,weekly_due_allflat,0.15,0.35,0.5,157004.04975972895,7750.2024879864475,131.52917883110837,59.49059969136115,2.210923734396448,2,29.649820700750762,181803,2
weekly_due_allflat_w15_40_45,weekly_due_allflat,0.15,0.4,0.45,151953.41878421148,7497.670939210573,130.07707568887713,58.835601936394944,2.210856546169083,2,28.974626723820265,181803,2
weekly_due_allflat_w15_30_55,weekly_due_allflat,0.15,0.3,0.55,161989.79035440215,7999.489517720107,132.92608395572495,60.15054269987674,2.2098900190969903,2,29.847154685348148,181803,2
weekly_due_allflat_w15_45_40,weekly_due_allflat,0.15,0.45,0.4,146837.9052720386,7241.895263601929,128.56602661357618,58.19532777080103,2.209215611258796,2,27.81372856566447,181803,2
weekly_due_allflat_w15_25_60,weekly_due_allflat,0.15,0.25,0.6,166910.63272404432,8245.531636202217,134.2711638708122,60.79266456032171,2.2086737740797857,2,29.574472866519177,181803,2
weekly_due_allflat_w15_20_65,weekly_due_allflat,0.15,0.2,0.65,171766.56902445792,8488.328451222895,135.56746524768556,61.41775435633539,2.2073009127156644,2,28.839619433159207,181803,2
weekly_due_allflat_w15_15_70,weekly_due_allflat,0.15,0.15,0.7,176557.5914114705,8727.879570573525,136.81774977200934,62.08744320999449,2.203629956370714,2,27.65043857417288,181803,2
weekly_due_allflat_w15_50_35,weekly_due_allflat,0.15,0.5,0.35,141657.5170673988,6982.87585336994,126.99184992238695,57.6381945224886,2.2032586373405354,2,26.15928203737635,181803,2
weekly_due_allflat_w0_75_25,weekly_due_allflat,0.0,0.75,0.25,160329.42714888512,7916.471357444256,132.46478757961583,60.222258599050974,2.1995984651047826,2,19.896981682843126,181803,2
weekly_due_allflat_w15_10_75,weekly_due_allflat,0.15,0.1,0.75,181283.69204087867,8964.184602043933,138.0245289357548,62.78919359990084,2.1982210794943664,2,26.014774478458047,181803,2
weekly_due_allflat_w15_55_30,weekly_due_allflat,0.15,0.55,0.3,136412.26201448313,6720.6131007241565,125.3498593988803,57.07317813411665,2.196300670418595,2,24.003442950054733,181803,2
no_rebalance_w20_10_70,no_rebalance,0.2,0.1,0.7,182709.98306072332,9035.499153036166,138.3837297521314,63.083783712641726,2.1936498036087184,0,0.0,0,0
monthly_due_allflat_w20_10_70,monthly_due_allflat,0.2,0.1,0.7,182677.6277036519,9033.881385182594,138.37560643946762,63.083783712641726,2.1935210333894055,1,32.35535707142686,179339,1
no_rebalance_w20_15_65,no_rebalance,0.2,0.15,0.65,177204.16060366842,8760.208030183421,136.9843759314342,62.45340216995399,2.1933853268499224,0,0.0,0,0
monthly_due_allflat_w20_15_65,monthly_due_allflat,0.2,0.15,0.65,177171.253315853,8758.562665792651,136.97590732324417,62.45340216995399,2.193249728021103,1,32.90728781542044,179339,1
weekly_due_allflat_w15_5_80,weekly_due_allflat,0.15,0.05,0.8,185944.8630684916,9197.24315342458,139.1900936205619,63.46900163168707,2.1930405401409505,2,23.94047133491435,181803,2
no_rebalance_w20_5_75,no_rebalance,0.2,0.05,0.75,188215.80551776988,9310.790275888494,139.74943299710327,63.744292149376925,2.192344259931817,0,0.0,0,0
monthly_due_allflat_w20_5_75,monthly_due_allflat,0.2,0.05,0.75,188184.442557239,9309.22212786195,139.74174542228556,63.744292149376925,2.1922236597249825,1,31.362960530868175,179339,1
no_rebalance_w20_0_80,no_rebalance,0.2,0.0,0.8,193721.62797482705,9586.081398741353,141.08324464792963,64.3824277601431,2.1913315411704515,0,0.0,0,0
monthly_due_allflat_w20_0_80,monthly_due_allflat,0.2,0.0,0.8,193691.6978766333,9584.584893831665,141.07607718034467,64.3824277601431,2.1912202147133057,1,29.93009819374747,179339,1
no_rebalance_w20_20_60,no_rebalance,0.2,0.2,0.6,171698.33814662314,8484.916907331157,135.54945710676648,61.86519800157373,2.191045393620471,0,0.0,0,0
monthly_due_allflat_w20_20_60,monthly_due_allflat,0.2,0.2,0.6,171665.3193938603,8483.265969693015,135.54074040897603,61.86519800157373,2.1909044953760293,1,33.018752762850774,179339,1
no_rebalance_w20_25_55,no_rebalance,0.2,0.25,0.55,166192.51568957084,8209.625784478541,134.07688416547373,61.259102735250615,2.18868507991256,0,0.0,0,0
monthly_due_allflat_w20_25_55,monthly_due_allflat,0.2,0.25,0.55,166159.82593765712,8207.991296882856,134.06802414409665,61.259102735250615,2.1885404479969512,1,32.68975191371064,179339,1
weekly_due_allflat_w15_0_85,weekly_due_allflat,0.15,0.0,0.85,190541.0966501331,9427.054832506656,140.31653938626394,64.12796359013177,2.1880710306518503,2,21.4353733324448,181803,2
no_rebalance_w20_30_50,no_rebalance,0.2,0.3,0.5,160686.69323253012,7934.334661626505,132.56437096534603,60.634287488923654,2.1862938686228017,0,0.0,0,0
monthly_due_allflat_w20_30_50,monthly_due_allflat,0.2,0.3,0.5,160654.7729472621,7932.738647363105,132.55548086930048,60.634287488923654,2.1861472503245793,1,31.92028526802346,179339,1
weekly_due_allflat_w5_70_25,weekly_due_allflat,0.05,0.7,0.25,150263.85990590687,7413.192995295342,129.5826097335539,59.30573642045465,2.184992844787619,2,20.44452659841954,181803,2
no_rebalance_w20_35_45,no_rebalance,0.2,0.35,0.45,155180.8707754637,7659.043538773184,131.00940825449112,60.012801324690855,2.1830243775104425,0,0.0,0,0
monthly_due_allflat_w20_35_45,monthly_due_allflat,0.2,0.35,0.45,155150.16042263794,7657.508021131897,131.00061089013977,60.012801324690855,2.182877786047335,1,30.710352825753816,179339,1
no_rebalance_w20_40_40,no_rebalance,0.2,0.4,0.4,149675.0483184135,7383.752415920675,129.40923307492588,59.40404669320998,2.178458207456053,0,0.0,0,0
monthly_due_allflat_w20_40_40,monthly_due_allflat,0.2,0.4,0.4,149645.98836382656,7382.299418191327,129.40066206397276,59.40404669320998,2.1783139241718286,1,29.059954586926075,179339,1
weekly_due_allflat_w10_65_25,weekly_due_allflat,0.1,0.65,0.25,140521.56175327793,6926.078087663896,126.64046407846388,58.31223240728045,2.1717649770968546,2,20.923632574513842,181803,2
no_rebalance_w20_45_35,no_rebalance,0.2,0.45,0.35,144169.2258613604,7108.4612930680205,127.76079266952429,58.874344793707365,2.1700588451080254,0,0.0,0,0
monthly_due_allflat_w20_45_35,monthly_due_allflat,0.2,0.45,0.35,144142.25677080886,7107.112838540444,127.75259392997688,58.874344793707365,2.1699195868355785,1,26.969090551535047,179339,1
no_rebalance_w0_75_25,no_rebalance,0.0,0.75,0.25,157900.0695467911,7795.0034773395555,131.78284090397113,60.88034985022167,2.164620295845611,0,0.0,0,0
monthly_due_allflat_w0_75_25,monthly_due_allflat,0.0,0.75,0.25,157883.55207941995,7794.177603970998,131.77817535937004,60.88034985022167,2.164543661190709,1,16.517467371159526,179339,1
no_rebalance_w20_50_30,no_rebalance,0.2,0.5,0.3,138663.40340432472,6833.170170216236,126.06070165314036,58.33520720954786,2.1609711816110204,0,0.0,0,0
monthly_due_allflat_w20_50_30,monthly_due_allflat,0.2,0.5,0.3,138638.96564360516,6831.948282180258,126.05303515359138,58.33520720954786,2.160839760126197,1,24.437760719576996,179339,1
weekly_due_allflat_w15_60_25,weekly_due_allflat,0.15,0.6,0.25,131102.14795747536,6455.107397873768,123.63477826485614,57.2316224276491,2.160252899018412,2,21.338367114805752,181803,2
no_rebalance_w5_70_25,no_rebalance,0.05,0.7,0.25,151714.44739690583,7485.722369845291,130.00740881492501,60.22942017504518,2.1585366161102595,0,0.0,0,0
monthly_due_allflat_w5_70_25,monthly_due_allflat,0.05,0.7,0.25,151696.69280510469,7484.834640255233,130.00222931676214,60.22942017504518,2.158450619961736,1,17.754591801136584,179339,1
no_rebalance_w10_65_25,no_rebalance,0.1,0.65,0.25,145528.82524703068,7176.4412623515345,128.17252158243653,59.51093032163679,2.153764373867232,0,0.0,0,0
monthly_due_allflat_w10_65_25,monthly_due_allflat,0.1,0.65,0.25,145509.83353079957,7175.4916765399785,128.16679173577447,59.51093032163679,2.15366809161066,1,18.991716231111617,179339,1
no_rebalance_w15_60_25,no_rebalance,0.15,0.6,0.25,139343.20309714333,6867.160154857166,126.27352914065138,58.71378643742213,2.150662336779033,0,0.0,0,0
monthly_due_allflat_w15_60_25,monthly_due_allflat,0.15,0.6,0.25,139322.97425648224,6866.148712824112,126.26720813764783,58.71378643742213,2.1505546788781023,1,20.228840661089095,179339,1
no_rebalance_w20_55_25,no_rebalance,0.2,0.55,0.25,133157.580947265,6557.87904736325,124.30519086762013,57.84724517729683,2.148852386775471,0,0.0,0,0
monthly_due_allflat_w20_55_25,monthly_due_allflat,0.2,0.55,0.25,133136.11498217392,6556.805749108697,124.29823271900378,57.84724517729683,2.148732101901143,1,21.465965091064753,179339,1
no_rebalance_w25_0_75,no_rebalance,0.25,0.0,0.75,182030.18336789095,9001.509168394547,138.21281075953684,64.91594766722099,2.1291041065603475,0,0.0,0,0
monthly_due_allflat_w25_0_75,monthly_due_allflat,0.25,0.0,0.75,181995.10903407016,8999.755451703508,138.20397820122898,64.91594766722099,2.128968045105108,1,35.07433382079554,179339,1
no_rebalance_w25_5_70,no_rebalance,0.25,0.05,0.7,176524.36091084438,8726.218045542219,136.8091726946013,64.27597816026332,2.1284650441800577,0,0.0,0,0
monthly_due_allflat_w25_5_70,monthly_due_allflat,0.25,0.05,0.7,176488.541605369,8724.427080268451,136.79992596404338,64.27597816026332,2.1283211843614662,1,35.81930547535905,179339,1
no_rebalance_w25_10_65,no_rebalance,0.25,0.1,0.65,171018.5384537907,8450.926922689536,135.36972155811742,63.6651355226016,2.126277128712938,0,0.0,0,0
monthly_due_allflat_w25_10_65,monthly_due_allflat,0.25,0.1,0.65,170982.41464245736,8449.120732122867,135.36015447392623,63.6651355226016,2.126126856760909,1,36.123811333356855,179339,1
no_rebalance_w25_15_60,no_rebalance,0.25,0.15,0.6,165512.715996743,8175.6357998371495,133.89234518866994,63.09508361944292,2.1220725531681626,0,0.0,0,0
monthly_due_allflat_w25_15_60,monthly_due_allflat,0.25,0.15,0.6,165476.7281453482,8173.83640726741,133.88255884918118,63.09508361944292,2.1219174485399193,1,35.98785139479324,179339,1
no_rebalance_w25_20_55,no_rebalance,0.25,0.2,0.55,160006.8935396853,7900.344676984264,132.37473139150185,62.5076927462801,2.1177350430900304,0,0.0,0,0
monthly_due_allflat_w25_20_55,monthly_due_allflat,0.25,0.2,0.55,159971.48211402562,7898.574105701282,132.3648350650037,62.5076927462801,2.117576721352923,1,35.411425659660274,179339,1
weekly_due_allflat_w20_15_65,weekly_due_allflat,0.2,0.15,0.65,161369.70318200573,7968.485159100287,132.75425469225053,62.713227247559836,2.116846166570322,2,30.38952417184901,181803,2
