variant,bullish_close_bars,shallow_gap_pct,case1_final_equity,case1_cagr_pct,case1_mdd_pct,case1_calmar_ratio,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,dca_signal_events,hedge_open_events,hedge_close_events,hedge_topup_events,bullish_hold_bars,early_release_events
shallow5_else2bull,2,0.05,23403.458241218992,115.26613889266181,47.29250514469662,2.437302455008302,40373.382179607666,1918.6691089803833,107.5765896684314,52.241617709852015,2.059212451381344,3843,64,64,0,38,30
release1bull,1,-1.0,21156.19003628643,110.04592915721285,52.773253137527064,2.0852595323322825,38126.11397467511,1806.3056987337554,104.70734554000711,52.241617709852015,2.0042898771157467,3843,66,66,0,0,0
release2bull,2,-1.0,19902.162197909478,106.94791990826059,45.80811118997291,2.334693946771391,36872.08613629815,1743.6043068149074,103.05017280260019,54.37027293363096,1.8953403623408718,3843,63,63,0,65,0
shallow2_else2bull,2,0.02,19217.143048501268,105.19275020266643,47.29250514469657,2.224300655692012,36187.06698688994,1709.3533493444972,102.1268443154601,54.37027293363096,1.8783581322117866,3843,64,64,0,54,15
release3bull,3,-1.0,20285.2741116924,107.9096807209171,49.66135056185565,2.1729107142688417,37255.198050081075,1762.7599025040538,103.5609150725318,56.80681517567711,1.8230368090917606,3843,58,58,0,127,0
