timestamp,variant,equity,spread_side,gross_exposure,pair
2022-01-16 00:00:00,eth_btc_mr_42_e15_x03_s30,991.2699303915597,-1,1.0,ETHUSDT/BTCUSDT
2022-01-16 04:00:00,eth_btc_mr_42_e15_x03_s30,990.9019238897808,-1,1.0,ETHUSDT/BTCUSDT
2022-01-16 08:00:00,eth_btc_mr_42_e15_x03_s30,991.4932637252273,-1,1.0,ETHUSDT/BTCUSDT
2022-01-16 12:00:00,eth_btc_mr_42_e15_x03_s30,988.1426124568258,-1,1.0,ETHUSDT/BTCUSDT
2022-01-16 16:00:00,eth_btc_mr_42_e15_x03_s30,988.482148076106,-1,1.0,ETHUSDT/BTCUSDT
2022-01-16 20:00:00,eth_btc_mr_42_e15_x03_s30,987.387451109293,-1,1.0,ETHUSDT/BTCUSDT
2022-01-17 00:00:00,eth_btc_mr_42_e15_x03_s30,995.716314766885,-1,1.0,ETHUSDT/BTCUSDT
2022-01-17 04:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-17 08:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-17 12:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-17 16:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-17 20:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-18 00:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-18 04:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-18 08:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-18 12:00:00,eth_btc_mr_42_e15_x03_s30,993.2477813237197,0,0.0,ETHUSDT/BTCUSDT
2022-01-18 16:00:00,eth_btc_mr_42_e15_x03_s30,992.8504822111902,1,1.0,ETHUSDT/BTCUSDT
2022-01-18 20:00:00,eth_btc_mr_42_e15_x03_s30,990.2296202778585,1,1.0,ETHUSDT/BTCUSDT
2022-01-19 00:00:00,eth_btc_mr_42_e15_x03_s30,988.0669079418406,1,1.0,ETHUSDT/BTCUSDT
2022-01-19 04:00:00,eth_btc_mr_42_e15_x03_s30,987.0725697712382,1,1.0,ETHUSDT/BTCUSDT
2022-01-19 08:00:00,eth_btc_mr_42_e15_x03_s30,987.1308168470564,1,1.0,ETHUSDT/BTCUSDT
2022-01-19 12:00:00,eth_btc_mr_42_e15_x03_s30,988.696412831488,1,1.0,ETHUSDT/BTCUSDT
2022-01-19 16:00:00,eth_btc_mr_42_e15_x03_s30,990.8161883958884,1,1.0,ETHUSDT/BTCUSDT
2022-01-19 20:00:00,eth_btc_mr_42_e15_x03_s30,986.1910767317644,1,1.0,ETHUSDT/BTCUSDT
2022-01-20 00:00:00,eth_btc_mr_42_e15_x03_s30,989.7845844455167,1,1.0,ETHUSDT/BTCUSDT
2022-01-20 04:00:00,eth_btc_mr_42_e15_x03_s30,990.479990145365,1,1.0,ETHUSDT/BTCUSDT
2022-01-20 08:00:00,eth_btc_mr_42_e15_x03_s30,991.5987063073601,1,1.0,ETHUSDT/BTCUSDT
2022-01-20 12:00:00,eth_btc_mr_42_e15_x03_s30,995.2391999635189,1,1.0,ETHUSDT/BTCUSDT
2022-01-20 16:00:00,eth_btc_mr_42_e15_x03_s30,992.4033412309958,1,1.0,ETHUSDT/BTCUSDT
2022-01-20 20:00:00,eth_btc_mr_42_e15_x03_s30,985.2745321873998,1,1.0,ETHUSDT/BTCUSDT
2022-01-21 00:00:00,eth_btc_mr_42_e15_x03_s30,985.1837649431038,1,1.0,ETHUSDT/BTCUSDT
2022-01-21 04:00:00,eth_btc_mr_42_e15_x03_s30,984.3511314241997,1,1.0,ETHUSDT/BTCUSDT
2022-01-21 08:00:00,eth_btc_mr_42_e15_x03_s30,981.6642829812399,1,1.0,ETHUSDT/BTCUSDT
2022-01-21 12:00:00,eth_btc_mr_42_e15_x03_s30,979.2922288658707,1,1.0,ETHUSDT/BTCUSDT
2022-01-21 16:00:00,eth_btc_mr_42_e15_x03_s30,974.6643773685018,1,1.0,ETHUSDT/BTCUSDT
2022-01-21 20:00:00,eth_btc_mr_42_e15_x03_s30,963.5994088327313,1,1.0,ETHUSDT/BTCUSDT
2022-01-22 00:00:00,eth_btc_mr_42_e15_x03_s30,964.3939253128169,0,0.0,ETHUSDT/BTCUSDT
2022-01-22 04:00:00,eth_btc_mr_42_e15_x03_s30,964.0081677426917,1,1.0,ETHUSDT/BTCUSDT
2022-01-22 08:00:00,eth_btc_mr_42_e15_x03_s30,957.7769880086684,1,1.0,ETHUSDT/BTCUSDT
2022-01-22 12:00:00,eth_btc_mr_42_e15_x03_s30,956.5492804645954,1,1.0,ETHUSDT/BTCUSDT
2022-01-22 16:00:00,eth_btc_mr_42_e15_x03_s30,951.0073394893066,1,1.0,ETHUSDT/BTCUSDT
2022-01-22 20:00:00,eth_btc_mr_42_e15_x03_s30,958.8790907178188,1,1.0,ETHUSDT/BTCUSDT
2022-01-23 00:00:00,eth_btc_mr_42_e15_x03_s30,959.8337730717795,1,1.0,ETHUSDT/BTCUSDT
2022-01-23 04:00:00,eth_btc_mr_42_e15_x03_s30,966.8323176000515,1,1.0,ETHUSDT/BTCUSDT
2022-01-23 08:00:00,eth_btc_mr_42_e15_x03_s30,967.457045879542,1,1.0,ETHUSDT/BTCUSDT
2022-01-23 12:00:00,eth_btc_mr_42_e15_x03_s30,960.0766326621077,1,1.0,ETHUSDT/BTCUSDT
2022-01-23 16:00:00,eth_btc_mr_42_e15_x03_s30,957.293139259841,1,1.0,ETHUSDT/BTCUSDT
2022-01-23 20:00:00,eth_btc_mr_42_e15_x03_s30,968.455863575893,1,1.0,ETHUSDT/BTCUSDT
2022-01-24 00:00:00,eth_btc_mr_42_e15_x03_s30,965.2964187600851,1,1.0,ETHUSDT/BTCUSDT
2022-01-24 04:00:00,eth_btc_mr_42_e15_x03_s30,957.0084834897044,1,1.0,ETHUSDT/BTCUSDT
2022-01-24 08:00:00,eth_btc_mr_42_e15_x03_s30,943.7869112570427,1,1.0,ETHUSDT/BTCUSDT
2022-01-24 12:00:00,eth_btc_mr_42_e15_x03_s30,943.9566439939252,1,1.0,ETHUSDT/BTCUSDT
2022-01-24 16:00:00,eth_btc_mr_42_e15_x03_s30,940.1330629803259,1,1.0,ETHUSDT/BTCUSDT
2022-01-24 20:00:00,eth_btc_mr_42_e15_x03_s30,944.3841305138062,1,1.0,ETHUSDT/BTCUSDT
2022-01-25 00:00:00,eth_btc_mr_42_e15_x03_s30,943.0199602319896,1,1.0,ETHUSDT/BTCUSDT
2022-01-25 04:00:00,eth_btc_mr_42_e15_x03_s30,941.4861412646671,1,1.0,ETHUSDT/BTCUSDT
2022-01-25 08:00:00,eth_btc_mr_42_e15_x03_s30,944.7540373798884,1,1.0,ETHUSDT/BTCUSDT
2022-01-25 12:00:00,eth_btc_mr_42_e15_x03_s30,942.1756842006556,1,1.0,ETHUSDT/BTCUSDT
2022-01-25 16:00:00,eth_btc_mr_42_e15_x03_s30,944.6080270039074,1,1.0,ETHUSDT/BTCUSDT
2022-01-25 20:00:00,eth_btc_mr_42_e15_x03_s30,944.5210145650567,1,1.0,ETHUSDT/BTCUSDT
2022-01-26 00:00:00,eth_btc_mr_42_e15_x03_s30,942.3148664623756,1,1.0,ETHUSDT/BTCUSDT
2022-01-26 04:00:00,eth_btc_mr_42_e15_x03_s30,940.0894296225517,1,1.0,ETHUSDT/BTCUSDT
2022-01-26 08:00:00,eth_btc_mr_42_e15_x03_s30,947.1231546007543,1,1.0,ETHUSDT/BTCUSDT
2022-01-26 12:00:00,eth_btc_mr_42_e15_x03_s30,959.267619059573,1,1.0,ETHUSDT/BTCUSDT
2022-01-26 16:00:00,eth_btc_mr_42_e15_x03_s30,958.6476095868245,1,1.0,ETHUSDT/BTCUSDT
2022-01-26 20:00:00,eth_btc_mr_42_e15_x03_s30,947.7102951617852,1,1.0,ETHUSDT/BTCUSDT
2022-01-27 00:00:00,eth_btc_mr_42_e15_x03_s30,942.4915234459489,1,1.0,ETHUSDT/BTCUSDT
2022-01-27 04:00:00,eth_btc_mr_42_e15_x03_s30,944.53341314681,1,1.0,ETHUSDT/BTCUSDT
2022-01-27 08:00:00,eth_btc_mr_42_e15_x03_s30,948.1400261680218,1,1.0,ETHUSDT/BTCUSDT
2022-01-27 12:00:00,eth_btc_mr_42_e15_x03_s30,953.3105410934689,1,1.0,ETHUSDT/BTCUSDT
2022-01-27 16:00:00,eth_btc_mr_42_e15_x03_s30,942.5796496294499,1,1.0,ETHUSDT/BTCUSDT
2022-01-27 20:00:00,eth_btc_mr_42_e15_x03_s30,936.1191764329194,1,1.0,ETHUSDT/BTCUSDT
2022-01-28 00:00:00,eth_btc_mr_42_e15_x03_s30,937.8529481019217,1,1.0,ETHUSDT/BTCUSDT
2022-01-28 04:00:00,eth_btc_mr_42_e15_x03_s30,934.0295785828727,1,1.0,ETHUSDT/BTCUSDT
2022-01-28 08:00:00,eth_btc_mr_42_e15_x03_s30,939.6790287371126,1,1.0,ETHUSDT/BTCUSDT
2022-01-28 12:00:00,eth_btc_mr_42_e15_x03_s30,939.4282892467173,1,1.0,ETHUSDT/BTCUSDT
2022-01-28 16:00:00,eth_btc_mr_42_e15_x03_s30,942.4002600963239,1,1.0,ETHUSDT/BTCUSDT
2022-01-28 20:00:00,eth_btc_mr_42_e15_x03_s30,952.161655752299,1,1.0,ETHUSDT/BTCUSDT
2022-01-29 00:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-29 04:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-29 08:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-29 12:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-29 16:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-29 20:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-30 00:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-30 04:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-30 08:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-30 12:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-30 16:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-30 20:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-31 00:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-31 04:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-31 08:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-31 12:00:00,eth_btc_mr_42_e15_x03_s30,950.9186240878345,0,0.0,ETHUSDT/BTCUSDT
2022-01-31 16:00:00,eth_btc_mr_42_e15_x03_s30,950.5382566381993,-1,1.0,ETHUSDT/BTCUSDT
2022-01-31 20:00:00,eth_btc_mr_42_e15_x03_s30,948.661171427074,-1,1.0,ETHUSDT/BTCUSDT
2022-02-01 00:00:00,eth_btc_mr_42_e15_x03_s30,938.9455164664643,-1,1.0,ETHUSDT/BTCUSDT
2022-02-01 04:00:00,eth_btc_mr_42_e15_x03_s30,939.5440970127135,-1,1.0,ETHUSDT/BTCUSDT
2022-02-01 08:00:00,eth_btc_mr_42_e15_x03_s30,935.3541909799625,-1,1.0,ETHUSDT/BTCUSDT
2022-02-01 12:00:00,eth_btc_mr_42_e15_x03_s30,936.3235523161432,-1,1.0,ETHUSDT/BTCUSDT
2022-02-01 16:00:00,eth_btc_mr_42_e15_x03_s30,936.3026205111876,-1,1.0,ETHUSDT/BTCUSDT
2022-02-01 20:00:00,eth_btc_mr_42_e15_x03_s30,933.992061916307,-1,1.0,ETHUSDT/BTCUSDT
2022-02-02 00:00:00,eth_btc_mr_42_e15_x03_s30,933.5863277937949,-1,1.0,ETHUSDT/BTCUSDT
2022-02-02 04:00:00,eth_btc_mr_42_e15_x03_s30,935.3655662868352,-1,1.0,ETHUSDT/BTCUSDT
2022-02-02 08:00:00,eth_btc_mr_42_e15_x03_s30,935.0276902571674,-1,1.0,ETHUSDT/BTCUSDT
2022-02-02 12:00:00,eth_btc_mr_42_e15_x03_s30,939.5313540187245,-1,1.0,ETHUSDT/BTCUSDT
2022-02-02 16:00:00,eth_btc_mr_42_e15_x03_s30,933.5820239873512,-1,1.0,ETHUSDT/BTCUSDT
2022-02-02 20:00:00,eth_btc_mr_42_e15_x03_s30,930.2059869402486,-1,1.0,ETHUSDT/BTCUSDT
2022-02-03 00:00:00,eth_btc_mr_42_e15_x03_s30,932.7105308722237,-1,1.0,ETHUSDT/BTCUSDT
2022-02-03 04:00:00,eth_btc_mr_42_e15_x03_s30,933.046462687671,-1,1.0,ETHUSDT/BTCUSDT
2022-02-03 08:00:00,eth_btc_mr_42_e15_x03_s30,938.6375434400439,-1,1.0,ETHUSDT/BTCUSDT
2022-02-03 12:00:00,eth_btc_mr_42_e15_x03_s30,936.8631160507284,-1,1.0,ETHUSDT/BTCUSDT
2022-02-03 16:00:00,eth_btc_mr_42_e15_x03_s30,939.9670423325088,-1,1.0,ETHUSDT/BTCUSDT
2022-02-03 20:00:00,eth_btc_mr_42_e15_x03_s30,931.9468379061583,-1,1.0,ETHUSDT/BTCUSDT
2022-02-04 00:00:00,eth_btc_mr_42_e15_x03_s30,933.9496265366138,-1,1.0,ETHUSDT/BTCUSDT
2022-02-04 04:00:00,eth_btc_mr_42_e15_x03_s30,920.015448805849,-1,1.0,ETHUSDT/BTCUSDT
2022-02-04 08:00:00,eth_btc_mr_42_e15_x03_s30,915.2366176249191,-1,1.0,ETHUSDT/BTCUSDT
2022-02-04 12:00:00,eth_btc_mr_42_e15_x03_s30,928.7263191798801,-1,1.0,ETHUSDT/BTCUSDT
2022-02-04 16:00:00,eth_btc_mr_42_e15_x03_s30,929.069852687227,-1,1.0,ETHUSDT/BTCUSDT
2022-02-04 20:00:00,eth_btc_mr_42_e15_x03_s30,933.0861514228985,-1,1.0,ETHUSDT/BTCUSDT
2022-02-05 00:00:00,eth_btc_mr_42_e15_x03_s30,931.2701817372239,-1,1.0,ETHUSDT/BTCUSDT
2022-02-05 04:00:00,eth_btc_mr_42_e15_x03_s30,929.9031473477394,-1,1.0,ETHUSDT/BTCUSDT
2022-02-05 08:00:00,eth_btc_mr_42_e15_x03_s30,929.0915385903451,-1,1.0,ETHUSDT/BTCUSDT
2022-02-05 12:00:00,eth_btc_mr_42_e15_x03_s30,926.5784501050034,-1,1.0,ETHUSDT/BTCUSDT
2022-02-05 16:00:00,eth_btc_mr_42_e15_x03_s30,930.2970971747285,-1,1.0,ETHUSDT/BTCUSDT
2022-02-05 20:00:00,eth_btc_mr_42_e15_x03_s30,928.267157506797,-1,1.0,ETHUSDT/BTCUSDT
2022-02-06 00:00:00,eth_btc_mr_42_e15_x03_s30,929.5151094365144,-1,1.0,ETHUSDT/BTCUSDT
2022-02-06 04:00:00,eth_btc_mr_42_e15_x03_s30,930.9535087639395,-1,1.0,ETHUSDT/BTCUSDT
2022-02-06 08:00:00,eth_btc_mr_42_e15_x03_s30,930.8479266914195,-1,1.0,ETHUSDT/BTCUSDT
2022-02-06 12:00:00,eth_btc_mr_42_e15_x03_s30,932.9686531582896,-1,1.0,ETHUSDT/BTCUSDT
2022-02-06 16:00:00,eth_btc_mr_42_e15_x03_s30,933.63068223394,-1,1.0,ETHUSDT/BTCUSDT
2022-02-06 20:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-07 00:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-07 04:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-07 08:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-07 12:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-07 16:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-07 20:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-08 00:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-08 04:00:00,eth_btc_mr_42_e15_x03_s30,932.2920122630089,0,0.0,ETHUSDT/BTCUSDT
2022-02-08 08:00:00,eth_btc_mr_42_e15_x03_s30,931.9190954581037,1,1.0,ETHUSDT/BTCUSDT
2022-02-08 12:00:00,eth_btc_mr_42_e15_x03_s30,933.7306376978474,1,1.0,ETHUSDT/BTCUSDT
2022-02-08 16:00:00,eth_btc_mr_42_e15_x03_s30,934.4422496725546,1,1.0,ETHUSDT/BTCUSDT
2022-02-08 20:00:00,eth_btc_mr_42_e15_x03_s30,933.1175690710567,1,1.0,ETHUSDT/BTCUSDT
2022-02-09 00:00:00,eth_btc_mr_42_e15_x03_s30,934.434842941755,1,1.0,ETHUSDT/BTCUSDT
2022-02-09 04:00:00,eth_btc_mr_42_e15_x03_s30,933.7456882756014,1,1.0,ETHUSDT/BTCUSDT
2022-02-09 08:00:00,eth_btc_mr_42_e15_x03_s30,942.0208986090677,1,1.0,ETHUSDT/BTCUSDT
2022-02-09 12:00:00,eth_btc_mr_42_e15_x03_s30,943.7293970006491,0,0.0,ETHUSDT/BTCUSDT
2022-02-09 16:00:00,eth_btc_mr_42_e15_x03_s30,943.7293970006491,0,0.0,ETHUSDT/BTCUSDT
2022-02-09 20:00:00,eth_btc_mr_42_e15_x03_s30,943.7293970006491,0,0.0,ETHUSDT/BTCUSDT
2022-02-10 00:00:00,eth_btc_mr_42_e15_x03_s30,943.7293970006491,0,0.0,ETHUSDT/BTCUSDT
2022-02-10 04:00:00,eth_btc_mr_42_e15_x03_s30,943.7293970006491,0,0.0,ETHUSDT/BTCUSDT
2022-02-10 08:00:00,eth_btc_mr_42_e15_x03_s30,943.7293970006491,0,0.0,ETHUSDT/BTCUSDT
2022-02-10 12:00:00,eth_btc_mr_42_e15_x03_s30,943.7293970006491,0,0.0,ETHUSDT/BTCUSDT
2022-02-10 16:00:00,eth_btc_mr_42_e15_x03_s30,943.7293970006491,0,0.0,ETHUSDT/BTCUSDT
2022-02-10 20:00:00,eth_btc_mr_42_e15_x03_s30,943.3519052418488,1,1.0,ETHUSDT/BTCUSDT
2022-02-11 00:00:00,eth_btc_mr_42_e15_x03_s30,946.4994415911194,1,1.0,ETHUSDT/BTCUSDT
2022-02-11 04:00:00,eth_btc_mr_42_e15_x03_s30,948.8328942851805,1,1.0,ETHUSDT/BTCUSDT
2022-02-11 08:00:00,eth_btc_mr_42_e15_x03_s30,947.328748915034,1,1.0,ETHUSDT/BTCUSDT
2022-02-11 12:00:00,eth_btc_mr_42_e15_x03_s30,946.0665869705158,1,1.0,ETHUSDT/BTCUSDT
2022-02-11 16:00:00,eth_btc_mr_42_e15_x03_s30,939.4265196793466,1,1.0,ETHUSDT/BTCUSDT
2022-02-11 20:00:00,eth_btc_mr_42_e15_x03_s30,933.0021356826934,1,1.0,ETHUSDT/BTCUSDT
2022-02-12 00:00:00,eth_btc_mr_42_e15_x03_s30,935.1099769077501,1,1.0,ETHUSDT/BTCUSDT
2022-02-12 04:00:00,eth_btc_mr_42_e15_x03_s30,934.8370605225878,1,1.0,ETHUSDT/BTCUSDT
2022-02-12 08:00:00,eth_btc_mr_42_e15_x03_s30,933.4504568212953,1,1.0,ETHUSDT/BTCUSDT
2022-02-12 12:00:00,eth_btc_mr_42_e15_x03_s30,928.5049312001292,1,1.0,ETHUSDT/BTCUSDT
2022-02-12 16:00:00,eth_btc_mr_42_e15_x03_s30,934.1077084305031,1,1.0,ETHUSDT/BTCUSDT
2022-02-12 20:00:00,eth_btc_mr_42_e15_x03_s30,933.5088000819177,1,1.0,ETHUSDT/BTCUSDT
2022-02-13 00:00:00,eth_btc_mr_42_e15_x03_s30,933.4445346253897,1,1.0,ETHUSDT/BTCUSDT
2022-02-13 04:00:00,eth_btc_mr_42_e15_x03_s30,932.1742141333139,1,1.0,ETHUSDT/BTCUSDT
2022-02-13 08:00:00,eth_btc_mr_42_e15_x03_s30,932.6816079146902,1,1.0,ETHUSDT/BTCUSDT
2022-02-13 12:00:00,eth_btc_mr_42_e15_x03_s30,929.898334859142,1,1.0,ETHUSDT/BTCUSDT
2022-02-13 16:00:00,eth_btc_mr_42_e15_x03_s30,925.6877782313909,1,1.0,ETHUSDT/BTCUSDT
