variant,case3_name,w1,w2,w3,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,rebalance_count,fee_paid
compression_case3_w74_18_8,compression_case3,0.74,0.18,0.08,41248.77788586983,1962.4388942934913,108.66157852242124,48.002985096165865,2.2636421111048852,9013,191.71987952049483
regime_hold_case3_w78_18_4,regime_hold_case3,0.78,0.18,0.04,46443.02104955262,2222.151052477631,114.76686579386835,50.746943397108105,2.2615522849482304,9012,197.02265923593103
compression_case3_w68_16_16,compression_case3,0.68,0.16,0.16,35316.866956530066,1665.843347826503,100.934636381431,44.70390347274383,2.2578483877357893,9013,200.0847199477117
compression_case3_w76_18_6,compression_case3,0.76,0.18,0.06,42672.38488913827,2033.6192444569135,110.38938879217532,49.083259726698905,2.2490231783063273,9013,184.2172794384156
regime_hold_case3_w72_14_14,regime_hold_case3,0.72,0.14,0.14,42974.163012336285,2048.7081506168142,110.7529353160169,49.25478371824994,2.248572157976619,9012,261.37587722299
regime_hold_case3_w76_16_8,regime_hold_case3,0.76,0.16,0.08,45061.149349382,2153.0574674691,113.19598445814192,50.354839658488494,2.2479663370164276,9012,224.71421669489047
compression_case3_w70_16_14,compression_case3,0.7,0.16,0.14,36636.500555361315,1731.8250277680659,102.73410618593081,45.837324609605965,2.241276231998959,9013,197.26059605988343
regime_hold_case3_w68_12_20,regime_hold_case3,0.68,0.12,0.2,40567.43649953847,1928.3718249769233,107.82144078090745,48.18575707168041,2.2376205612067874,9012,284.8151422702639
regime_hold_case3_w80_18_2,regime_hold_case3,0.8,0.18,0.02,46765.95490987018,2238.297745493509,115.12885866153404,51.483249221474935,2.2362391729834905,9012,175.22604296435094
compression_case3_w78_18_4,compression_case3,0.78,0.18,0.04,44112.6912619211,2105.634563096055,112.0936179020343,50.14515470112578,2.235382831504511,9013,175.14377955500674
regime_hold_case3_w74_14_12,regime_hold_case3,0.74,0.14,0.12,43505.39267812107,2075.2696339060535,111.38317525245456,49.985815958281556,2.228295629812577,9012,247.0678470177928
compression_case3_w72_16_12,compression_case3,0.72,0.16,0.12,37977.79595353568,1798.8897976767837,104.51351749512123,46.95181293897217,2.22597405623011,9013,193.23336616062772
regime_hold_case3_w78_16_6,regime_hold_case3,0.78,0.16,0.06,45471.15927021313,2173.5579635106565,113.66583559391698,51.08651655101626,2.224967433048747,9012,205.56748445509814
compression_case3_w80_18_2,compression_case3,0.8,0.18,0.02,45568.17265039619,2178.4086325198095,113.77353666118336,51.18890150278761,2.2226211800030042,9013,164.38539821179089
regime_hold_case3_w70_12_18,regime_hold_case3,0.7,0.12,0.18,41200.92616555119,1960.0463082775593,108.60555746182258,48.91503681178227,2.2202898033118217,9012,275.2507666516298
compression_case3_w66_14_20,compression_case3,0.66,0.14,0.2,32326.598045866496,1516.329902293325,96.6603551813493,43.618937848218934,2.2160180864031784,9013,194.75526095202898
compression_case3_w74_16_10,compression_case3,0.74,0.16,0.1,39339.55367282708,1866.977683641354,106.27205529245268,48.047585147090345,2.211808459615962,9013,187.89619251677647
regime_hold_case3_w76_14_10,regime_hold_case3,0.76,0.14,0.1,43993.65018613315,2099.6825093066577,111.95731694472472,50.712493824576434,2.2076870708035985,9012,230.9249362839635
regime_hold_case3_w72_12_16,regime_hold_case3,0.72,0.12,0.16,41797.58220623025,1989.8791103115122,109.33578049545139,49.640339505859664,2.202559079648219,9012,263.91938830575134
regime_hold_case3_w80_16_4,regime_hold_case3,0.8,0.16,0.04,45832.61984341166,2191.630992170583,114.07739911003789,51.81355327996728,2.2016903278884703,9012,184.7473192318164
compression_case3_w68_14_18,compression_case3,0.68,0.14,0.18,33577.63078198563,1578.8815390992816,98.48354186001333,44.767910971021465,2.199869051825141,9013,193.59336469701122
compression_case3_w76_16_8,compression_case3,0.76,0.16,0.08,40720.4152811181,1936.020764055905,108.00882218003491,49.12485636242597,2.1986592975088555,9013,181.18079891777768
regime_hold_case3_w78_14_8,regime_hold_case3,0.78,0.14,0.08,44437.34558741625,2121.8672793708124,112.47488990375194,51.434719298994146,2.186750339783647,9012,212.9235075157316
compression_case3_w78_16_6,compression_case3,0.78,0.16,0.06,42118.95496050258,2005.9477480251292,109.72295996934282,50.183842306197654,2.186420069229975,9013,172.96778925650102
compression_case3_w70_14_16,compression_case3,0.7,0.14,0.16,34851.84584413562,1642.592292206781,100.28839854730873,45.89782854377682,2.18503580080384,9013,191.34727024750842
regime_hold_case3_w74_12_14,regime_hold_case3,0.74,0.12,0.14,42355.4106191639,2017.770530958195,110.01138130927669,50.361542145672544,2.184432339086537,9012,250.79565381888065
compression_case3_w80_16_4,compression_case3,0.8,0.16,0.04,43533.478300423936,2076.673915021197,111.41340748717421,51.22476672145848,2.174991017392027,9013,163.16413046940582
compression_case3_w72_14_14,compression_case3,0.72,0.14,0.14,36148.19521612623,1707.4097608063116,102.07405415806994,47.008915618116134,2.1713764892447975,9013,187.92405908856364
regime_hold_case3_w70_10_20,regime_hold_case3,0.7,0.1,0.2,39960.451515325374,1898.0225757662688,107.0613871421338,49.326057325429794,2.1704833701950643,9012,275.4993934597355
regime_hold_case3_w76_12_12,regime_hold_case3,0.76,0.12,0.12,42872.52670526415,2043.6263352632075,110.63168479870886,51.07854582602689,2.165912968147517,9012,235.80788902197602
regime_hold_case3_w80_14_6,regime_hold_case3,0.8,0.14,0.06,44834.77120144796,2141.7385600723983,112.93517815538054,52.15239143958159,2.1654841712525426,9012,193.09214622755493
compression_case3_w74_14_12,compression_case3,0.74,0.14,0.12,37465.49277668544,1773.2746388342719,103.83957948702047,48.101389762846566,2.158764642746892,9013,183.2508665506705
regime_hold_case3_w72_10_18,regime_hold_case3,0.72,0.1,0.18,40578.17677324739,1928.9088386623696,107.83481178518919,50.03443307868265,2.15521202399978,9012,265.35775881453975
compression_case3_w76_14_10,compression_case3,0.76,0.14,0.1,38802.527613043676,1840.126380652184,105.58414183856794,49.17547362748256,2.1470894746921245,9013,177.24136403370636
regime_hold_case3_w78_12_10,regime_hold_case3,0.78,0.12,0.1,43347.07060315855,2067.3535301579273,111.1959574090852,51.79126957857238,2.147001962181872,9012,218.98906234385066
compression_case3_w68_12_20,compression_case3,0.68,0.12,0.2,31878.86053000131,1493.9430265000656,95.99486613389536,44.84163744049587,2.140752916556158,9013,186.43643154757189
regime_hold_case3_w74_10_16,regime_hold_case3,0.74,0.1,0.16,41159.50485649827,1957.9752428249137,108.55456717704493,50.74561883634055,2.1391909226123293,9012,253.3891825943885
compression_case3_w78_14_8,compression_case3,0.78,0.14,0.08,40158.00021718261,1907.9000108591306,107.30691342226902,50.23137539885069,2.136252741841591,9013,169.80114868052914
regime_hold_case3_w80_12_8,regime_hold_case3,0.8,0.12,0.08,43777.480969733675,2088.8740484866835,111.70372181357165,52.49959136808491,2.1277065002353064,9012,200.3135548530532
compression_case3_w70_12_18,compression_case3,0.7,0.12,0.18,33107.209291299274,1555.3604645649639,97.80410558208266,45.96786870405918,2.127662394176785,9013,184.71480573608318
compression_case3_w80_14_6,compression_case3,0.8,0.14,0.06,41530.4814087977,1976.5240704398848,109.0070208280213,51.26931146392701,2.1261651018020484,9013,160.8535767721236
regime_hold_case3_w76_10_14,regime_hold_case3,0.76,0.1,0.14,41702.514669738244,1985.1257334869122,109.21996193909429,51.452882570167425,2.1227180380059103,9012,239.55520810246233
compression_case3_w72_12_16,compression_case3,0.72,0.12,0.16,34357.939681961274,1617.8969840980637,99.59483150454551,47.07537387329253,2.1156461077210706,9013,181.8830762601264
regime_hold_case3_w78_10_12,regime_hold_case3,0.78,0.1,0.12,42205.3364131259,2010.2668206562948,109.83028791127568,52.156007082920354,2.1058032248646206,9012,223.89112630034822
compression_case3_w74_12_14,compression_case3,0.74,0.12,0.14,35630.08536006264,1681.5042680031322,101.36629319110608,48.16437623765798,2.1045905939056144,9013,177.851008086745
compression_case3_w76_12_12,compression_case3,0.76,0.12,0.12,36922.499438893334,1746.1249719446666,103.11760969740634,49.23508832494772,2.0943927025546945,9013,172.5216702524584
regime_hold_case3_w80_10_10,regime_hold_case3,0.8,0.1,0.1,42666.19451975814,2033.3097259879069,110.38486295698466,52.85487854298594,2.0884517380398595,9012,206.34451393169027
compression_case3_w78_12_10,compression_case3,0.78,0.12,0.1,38233.938876069806,1811.6969438034903,104.84789752682282,50.28772523995124,2.084960037992056,9013,165.8109227793963
compression_case3_w80_12_8,compression_case3,0.8,0.12,0.08,39563.12654881661,1878.1563274408306,106.5563504103228,51.32250255331312,2.0762111181081537,9013,157.6242883704026
compression_case3_w70_10_20,compression_case3,0.7,0.1,0.2,31405.248523044258,1470.2624261522128,95.28317342755335,46.0474043191646,2.069240923269527,9013,177.46044754662825
compression_case3_w72_10_18,compression_case3,0.72,0.1,0.18,32609.982239222772,1530.4991119611386,97.07796226990585,47.15115327503347,2.0588671862096026,9013,175.17044859305201
compression_case3_w74_10_16,compression_case3,0.74,0.1,0.16,33836.47125272855,1591.8235626364276,98.85432054869736,48.236501383441386,2.049367547676914,9013,171.73072403577817
compression_case3_w76_10_14,compression_case3,0.76,0.1,0.14,35083.6359721974,1654.18179860987,100.61132676616671,49.30366877899988,2.040645843560845,9013,167.0606459726135
compression_case3_w78_10_12,compression_case3,0.78,0.1,0.12,36350.31781616311,1717.5158908081553,102.34808101640454,50.3528663912528,2.032616777387359,9013,161.0647243822202
compression_case3_w80_10_10,compression_case3,0.8,0.1,0.1,37635.364602523,1781.7682301261498,104.06381575403087,51.3843077015857,2.025206145782509,9013,153.64097038024843
