variant,case3_name,w1,w2,w3,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,rebalance_count,fee_paid
compression_case3_w64_16_20,compression_case3,0.64,0.16,0.2,32747.142999241758,1537.357149962088,97.27910231578242,42.379350711573636,2.2954363547909638,9013,202.3952379132169
regime_hold_case3_w72_16_12,regime_hold_case3,0.72,0.16,0.12,44102.38014771655,2105.1190073858274,112.08451521643839,48.877816072846194,2.2931571870844354,9012,257.5715927858064
regime_hold_case3_w68_14_18,regime_hold_case3,0.68,0.14,0.18,41790.01037636866,1989.5005188184327,109.32656322487864,47.78013717894952,2.288117399400113,9012,284.5660675181872
regime_hold_case3_w76_18_6,regime_hold_case3,0.76,0.18,0.06,46069.61370136496,2203.480685068248,114.34591156078389,50.00582163959073,2.2866519899405806,9012,217.17144158372489
compression_case3_w78_20_2,compression_case3,0.78,0.2,0.02,46135.18750747324,2206.759375373662,114.41699856336803,50.11534846695134,2.2830729918763417,9013,176.19352707050396
compression_case3_w72_18_10,compression_case3,0.72,0.18,0.1,39843.47113250075,1892.1735566250377,106.9111229587516,46.90410310420305,2.27935544831197,9013,197.75305175525008
compression_case3_w66_16_18,compression_case3,0.66,0.16,0.18,34020.0641369021,1601.003206845105,99.11601061330808,43.55132104772458,2.275843952120175,9013,201.76856895229386
regime_hold_case3_w74_16_10,regime_hold_case3,0.74,0.16,0.1,44604.32875752796,2130.216437876398,112.66866361912311,49.61857989949641,2.2706950470435894,9012,242.05556986007505
regime_hold_case3_w80_20_0,regime_hold_case3,0.8,0.2,0.0,47629.76371450057,2281.4881857250284,116.08793197004968,51.161752920363014,2.2690374223641046,9012,164.6940472800775
compression_case3_w80_20_0,compression_case3,0.8,0.2,0.0,47629.76371450057,2281.4881857250284,116.08485454629718,51.161752920363014,2.268977271497943,9013,164.6940472800775
regime_hold_case3_w70_14_16,regime_hold_case3,0.7,0.14,0.16,42401.71427515766,2020.085713757883,110.06715752013743,48.51953409414299,2.2685122513042457,9012,273.8773270661608
