label,variant,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,peak_ts,peak_equity,trough_ts,trough_equity,return_2026_pct,mdd_2026_pct,rebalance_count,fee_paid,trades,long_entries,short_entries
row3_study120_portfolio,lv3p0_g12_body25_tp20_lb5_none_case3_rb30min_w46_24_30,70794.69872084066,3439.7349360420335,137.96058802919072,43.40852250179328,3.1781912877475,2025-07-24 18:15:00,77550.82754060987,2022-03-16 18:15:00,1483.7535042813472,18.82759109710821,15.754457754850048,72128.0,1510.1540354804786,,,
row6_study126_case3,lb4_delay8_capna_cd0,88853.73998268622,4342.686999134311,151.47206628486347,55.54926681520054,2.726805860260509,2025-07-14 07:45:00,97761.13214277563,2023-06-07 00:45:00,3507.8262332206173,24.825735926206562,22.40491271641255,,,97.0,51.0,46.0
