timestamp,variant,equity,gross_exposure,long_asset,short_asset,side_change
2022-01-13 00:00:00,relmom_1d_7d_4h,1001.3952828747754,1.0,ETHUSDT,XRPUSDT,True
2022-01-13 04:00:00,relmom_1d_7d_4h,999.0073573885262,1.0,ETHUSDT,XRPUSDT,False
2022-01-13 08:00:00,relmom_1d_7d_4h,1003.272557936736,1.0,ETHUSDT,XRPUSDT,False
2022-01-13 12:00:00,relmom_1d_7d_4h,1004.0007717147694,1.0,ETHUSDT,XRPUSDT,False
2022-01-13 16:00:00,relmom_1d_7d_4h,1005.3332485561939,1.0,ETHUSDT,XRPUSDT,False
2022-01-13 20:00:00,relmom_1d_7d_4h,999.5650041153009,1.0,ETHUSDT,XRPUSDT,False
2022-01-14 00:00:00,relmom_1d_7d_4h,1001.776982998443,1.0,ETHUSDT,XRPUSDT,False
2022-01-14 04:00:00,relmom_1d_7d_4h,994.9733033104397,1.0,ETHUSDT,XRPUSDT,False
2022-01-14 08:00:00,relmom_1d_7d_4h,1000.0956437783166,1.0,ETHUSDT,XRPUSDT,False
2022-01-14 12:00:00,relmom_1d_7d_4h,1000.8908330618757,1.0,BTCUSDT,XRPUSDT,True
2022-01-14 16:00:00,relmom_1d_7d_4h,1000.9354184426613,1.0,XRPUSDT,ETHUSDT,True
2022-01-14 20:00:00,relmom_1d_7d_4h,1002.0193884027917,1.0,XRPUSDT,ETHUSDT,False
2022-01-15 00:00:00,relmom_1d_7d_4h,1001.399567900559,1.0,XRPUSDT,BTCUSDT,True
2022-01-15 04:00:00,relmom_1d_7d_4h,1003.7831100764777,1.0,XRPUSDT,ETHUSDT,True
2022-01-15 08:00:00,relmom_1d_7d_4h,1000.7234959176799,1.0,XRPUSDT,BTCUSDT,True
2022-01-15 12:00:00,relmom_1d_7d_4h,1002.8074210505672,1.0,XRPUSDT,BTCUSDT,False
2022-01-15 16:00:00,relmom_1d_7d_4h,999.7293810338374,1.0,XRPUSDT,ETHUSDT,True
2022-01-15 20:00:00,relmom_1d_7d_4h,999.3825694286328,1.0,BTCUSDT,ETHUSDT,True
2022-01-16 00:00:00,relmom_1d_7d_4h,999.9227808940537,1.0,BTCUSDT,ETHUSDT,False
2022-01-16 04:00:00,relmom_1d_7d_4h,999.5515620429983,1.0,BTCUSDT,ETHUSDT,False
2022-01-16 08:00:00,relmom_1d_7d_4h,1000.1480637168455,1.0,BTCUSDT,ETHUSDT,False
2022-01-16 12:00:00,relmom_1d_7d_4h,996.7681644266664,1.0,BTCUSDT,ETHUSDT,False
2022-01-16 16:00:00,relmom_1d_7d_4h,997.1106638713022,1.0,BTCUSDT,ETHUSDT,False
2022-01-16 20:00:00,relmom_1d_7d_4h,996.006411233618,1.0,BTCUSDT,ETHUSDT,False
2022-01-17 00:00:00,relmom_1d_7d_4h,1004.4079780065525,1.0,BTCUSDT,ETHUSDT,False
2022-01-17 04:00:00,relmom_1d_7d_4h,1002.31882412695,1.0,BTCUSDT,ETHUSDT,False
2022-01-17 08:00:00,relmom_1d_7d_4h,1004.9030913466223,1.0,BTCUSDT,ETHUSDT,False
2022-01-17 12:00:00,relmom_1d_7d_4h,1005.604327675749,1.0,BTCUSDT,ETHUSDT,False
2022-01-17 16:00:00,relmom_1d_7d_4h,1005.5177329595132,1.0,BTCUSDT,ETHUSDT,False
2022-01-17 20:00:00,relmom_1d_7d_4h,1006.3171732962763,1.0,BTCUSDT,ETHUSDT,False
2022-01-18 00:00:00,relmom_1d_7d_4h,1008.945785945611,1.0,BTCUSDT,ETHUSDT,False
2022-01-18 04:00:00,relmom_1d_7d_4h,1008.2764623056637,1.0,BTCUSDT,ETHUSDT,False
2022-01-18 08:00:00,relmom_1d_7d_4h,1008.3676698287817,1.0,BTCUSDT,ETHUSDT,False
2022-01-18 12:00:00,relmom_1d_7d_4h,1013.829442933335,1.0,BTCUSDT,ETHUSDT,False
2022-01-18 16:00:00,relmom_1d_7d_4h,1013.3260789089829,1.0,BTCUSDT,ETHUSDT,False
2022-01-18 20:00:00,relmom_1d_7d_4h,1015.5945905903363,1.0,BTCUSDT,XRPUSDT,True
2022-01-19 00:00:00,relmom_1d_7d_4h,1013.9251953107643,1.0,BTCUSDT,ETHUSDT,True
2022-01-19 04:00:00,relmom_1d_7d_4h,1014.1335994466247,1.0,XRPUSDT,BTCUSDT,True
2022-01-19 08:00:00,relmom_1d_7d_4h,1010.7010234489084,1.0,BTCUSDT,XRPUSDT,True
2022-01-19 12:00:00,relmom_1d_7d_4h,1008.9957631564814,1.0,XRPUSDT,BTCUSDT,True
2022-01-19 16:00:00,relmom_1d_7d_4h,1011.3789929051554,1.0,ETHUSDT,BTCUSDT,True
2022-01-19 20:00:00,relmom_1d_7d_4h,1006.657894449438,1.0,ETHUSDT,BTCUSDT,False
2022-01-20 00:00:00,relmom_1d_7d_4h,1010.3259796655421,1.0,ETHUSDT,BTCUSDT,False
2022-01-20 04:00:00,relmom_1d_7d_4h,1011.0358173979189,1.0,ETHUSDT,BTCUSDT,False
2022-01-20 08:00:00,relmom_1d_7d_4h,1012.1777507237127,1.0,ETHUSDT,BTCUSDT,False
2022-01-20 12:00:00,relmom_1d_7d_4h,1015.8937970002723,1.0,ETHUSDT,BTCUSDT,False
2022-01-20 16:00:00,relmom_1d_7d_4h,1012.9990845576306,1.0,ETHUSDT,BTCUSDT,False
2022-01-20 20:00:00,relmom_1d_7d_4h,1005.7223284896882,1.0,ETHUSDT,BTCUSDT,False
2022-01-21 00:00:00,relmom_1d_7d_4h,1005.6296775164805,1.0,ETHUSDT,BTCUSDT,False
2022-01-21 04:00:00,relmom_1d_7d_4h,1004.7797640212522,1.0,ETHUSDT,BTCUSDT,False
2022-01-21 08:00:00,relmom_1d_7d_4h,1001.6363394765556,1.0,XRPUSDT,BTCUSDT,True
2022-01-21 12:00:00,relmom_1d_7d_4h,997.7224562620273,1.0,XRPUSDT,BTCUSDT,False
2022-01-21 16:00:00,relmom_1d_7d_4h,997.5549524380784,1.0,XRPUSDT,BTCUSDT,False
2022-01-21 20:00:00,relmom_1d_7d_4h,995.3770101994796,1.0,ETHUSDT,BTCUSDT,True
2022-01-22 00:00:00,relmom_1d_7d_4h,996.5963668073103,1.0,ETHUSDT,BTCUSDT,False
2022-01-22 04:00:00,relmom_1d_7d_4h,989.2584318691958,1.0,ETHUSDT,BTCUSDT,False
2022-01-22 08:00:00,relmom_1d_7d_4h,982.8640388561062,1.0,ETHUSDT,BTCUSDT,False
2022-01-22 12:00:00,relmom_1d_7d_4h,981.6041739706379,1.0,ETHUSDT,BTCUSDT,False
2022-01-22 16:00:00,relmom_1d_7d_4h,975.9170729457956,1.0,ETHUSDT,BTCUSDT,False
2022-01-22 20:00:00,relmom_1d_7d_4h,983.9950089394468,1.0,ETHUSDT,BTCUSDT,False
2022-01-23 00:00:00,relmom_1d_7d_4h,984.9746972865113,1.0,ETHUSDT,BTCUSDT,False
2022-01-23 04:00:00,relmom_1d_7d_4h,992.1565546784634,1.0,ETHUSDT,BTCUSDT,False
2022-01-23 08:00:00,relmom_1d_7d_4h,992.7976464646048,1.0,ETHUSDT,BTCUSDT,False
2022-01-23 12:00:00,relmom_1d_7d_4h,985.2239180976326,1.0,ETHUSDT,BTCUSDT,False
2022-01-23 16:00:00,relmom_1d_7d_4h,982.36751665791,1.0,ETHUSDT,BTCUSDT,False
2022-01-23 20:00:00,relmom_1d_7d_4h,993.8226261909997,1.0,ETHUSDT,BTCUSDT,False
2022-01-24 00:00:00,relmom_1d_7d_4h,990.5804260430673,1.0,ETHUSDT,BTCUSDT,False
2022-01-24 04:00:00,relmom_1d_7d_4h,982.075404899721,1.0,ETHUSDT,BTCUSDT,False
2022-01-24 08:00:00,relmom_1d_7d_4h,968.5075200504098,1.0,ETHUSDT,BTCUSDT,False
2022-01-24 12:00:00,relmom_1d_7d_4h,968.6816985965506,1.0,ETHUSDT,BTCUSDT,False
2022-01-24 16:00:00,relmom_1d_7d_4h,964.7579665326459,1.0,ETHUSDT,BTCUSDT,False
2022-01-24 20:00:00,relmom_1d_7d_4h,969.1203822700437,1.0,ETHUSDT,BTCUSDT,False
2022-01-25 00:00:00,relmom_1d_7d_4h,967.7204802785985,1.0,ETHUSDT,BTCUSDT,False
2022-01-25 04:00:00,relmom_1d_7d_4h,966.1464859939467,1.0,ETHUSDT,BTCUSDT,False
2022-01-25 08:00:00,relmom_1d_7d_4h,969.4999781059742,1.0,ETHUSDT,BTCUSDT,False
2022-01-25 12:00:00,relmom_1d_7d_4h,966.854090126762,1.0,ETHUSDT,BTCUSDT,False
2022-01-25 16:00:00,relmom_1d_7d_4h,969.3501432804895,1.0,ETHUSDT,BTCUSDT,False
2022-01-25 20:00:00,relmom_1d_7d_4h,969.2608517249915,1.0,ETHUSDT,BTCUSDT,False
2022-01-26 00:00:00,relmom_1d_7d_4h,966.9969179892017,1.0,ETHUSDT,BTCUSDT,False
2022-01-26 04:00:00,relmom_1d_7d_4h,964.7131902864135,1.0,ETHUSDT,BTCUSDT,False
2022-01-26 08:00:00,relmom_1d_7d_4h,971.9311496097552,1.0,ETHUSDT,BTCUSDT,False
2022-01-26 12:00:00,relmom_1d_7d_4h,984.3937140033266,1.0,ETHUSDT,BTCUSDT,False
2022-01-26 16:00:00,relmom_1d_7d_4h,983.7574646236234,1.0,ETHUSDT,BTCUSDT,False
2022-01-26 20:00:00,relmom_1d_7d_4h,972.533669142398,1.0,ETHUSDT,BTCUSDT,False
2022-01-27 00:00:00,relmom_1d_7d_4h,967.1782021488139,1.0,ETHUSDT,BTCUSDT,False
2022-01-27 04:00:00,relmom_1d_7d_4h,969.2735750627731,1.0,ETHUSDT,BTCUSDT,False
2022-01-27 08:00:00,relmom_1d_7d_4h,972.9746560920735,1.0,ETHUSDT,BTCUSDT,False
2022-01-27 12:00:00,relmom_1d_7d_4h,978.2806023052485,1.0,ETHUSDT,BTCUSDT,False
2022-01-27 16:00:00,relmom_1d_7d_4h,967.2686366212737,1.0,ETHUSDT,BTCUSDT,False
2022-01-27 20:00:00,relmom_1d_7d_4h,960.6389442624444,1.0,ETHUSDT,BTCUSDT,False
2022-01-28 00:00:00,relmom_1d_7d_4h,962.4181286095154,1.0,ETHUSDT,BTCUSDT,False
2022-01-28 04:00:00,relmom_1d_7d_4h,958.4946135798373,1.0,ETHUSDT,BTCUSDT,False
2022-01-28 08:00:00,relmom_1d_7d_4h,964.2920397713531,1.0,ETHUSDT,BTCUSDT,False
2022-01-28 12:00:00,relmom_1d_7d_4h,964.034732661957,1.0,ETHUSDT,BTCUSDT,False
2022-01-28 16:00:00,relmom_1d_7d_4h,967.0845483384436,1.0,ETHUSDT,BTCUSDT,False
2022-01-28 20:00:00,relmom_1d_7d_4h,977.101624212496,1.0,ETHUSDT,BTCUSDT,False
2022-01-29 00:00:00,relmom_1d_7d_4h,976.2165204301515,1.0,ETHUSDT,BTCUSDT,False
2022-01-29 04:00:00,relmom_1d_7d_4h,979.8319318797504,1.0,ETHUSDT,BTCUSDT,False
2022-01-29 08:00:00,relmom_1d_7d_4h,978.6363913279142,1.0,ETHUSDT,BTCUSDT,False
2022-01-29 12:00:00,relmom_1d_7d_4h,978.8351917101309,1.0,ETHUSDT,BTCUSDT,False
2022-01-29 16:00:00,relmom_1d_7d_4h,984.167307236075,1.0,ETHUSDT,BTCUSDT,False
2022-01-29 20:00:00,relmom_1d_7d_4h,981.6871347003128,1.0,XRPUSDT,BTCUSDT,True
2022-01-30 00:00:00,relmom_1d_7d_4h,983.313636508059,1.0,XRPUSDT,BTCUSDT,False
2022-01-30 04:00:00,relmom_1d_7d_4h,983.5332260405506,1.0,XRPUSDT,BTCUSDT,False
2022-01-30 08:00:00,relmom_1d_7d_4h,984.0501928506204,1.0,XRPUSDT,BTCUSDT,False
2022-01-30 12:00:00,relmom_1d_7d_4h,982.4359256919411,1.0,XRPUSDT,BTCUSDT,False
2022-01-30 16:00:00,relmom_1d_7d_4h,976.4444133489826,1.0,XRPUSDT,BTCUSDT,False
2022-01-30 20:00:00,relmom_1d_7d_4h,972.2717902246095,1.0,XRPUSDT,BTCUSDT,False
2022-01-31 00:00:00,relmom_1d_7d_4h,971.0813101301371,1.0,XRPUSDT,BTCUSDT,False
2022-01-31 04:00:00,relmom_1d_7d_4h,972.5874327210054,1.0,XRPUSDT,BTCUSDT,False
2022-01-31 08:00:00,relmom_1d_7d_4h,971.0238258331952,1.0,XRPUSDT,ETHUSDT,True
2022-01-31 12:00:00,relmom_1d_7d_4h,964.7497361948205,1.0,XRPUSDT,ETHUSDT,False
2022-01-31 16:00:00,relmom_1d_7d_4h,962.9638278145799,1.0,XRPUSDT,ETHUSDT,False
2022-01-31 20:00:00,relmom_1d_7d_4h,969.0657028824435,1.0,XRPUSDT,ETHUSDT,False
2022-02-01 00:00:00,relmom_1d_7d_4h,964.3177374347695,1.0,XRPUSDT,ETHUSDT,False
2022-02-01 04:00:00,relmom_1d_7d_4h,960.4850497137459,1.0,XRPUSDT,ETHUSDT,False
2022-02-01 08:00:00,relmom_1d_7d_4h,958.9893570794442,1.0,XRPUSDT,ETHUSDT,False
2022-02-01 12:00:00,relmom_1d_7d_4h,958.9265022559313,1.0,XRPUSDT,ETHUSDT,False
2022-02-01 16:00:00,relmom_1d_7d_4h,960.919262694429,1.0,XRPUSDT,ETHUSDT,False
2022-02-01 20:00:00,relmom_1d_7d_4h,959.4303620799301,1.0,XRPUSDT,ETHUSDT,False
2022-02-02 00:00:00,relmom_1d_7d_4h,958.6901142283632,1.0,XRPUSDT,ETHUSDT,False
2022-02-02 04:00:00,relmom_1d_7d_4h,961.6767300857431,1.0,XRPUSDT,ETHUSDT,False
2022-02-02 08:00:00,relmom_1d_7d_4h,961.3748261331247,1.0,XRPUSDT,ETHUSDT,False
2022-02-02 12:00:00,relmom_1d_7d_4h,967.3479724137146,1.0,XRPUSDT,ETHUSDT,False
2022-02-02 16:00:00,relmom_1d_7d_4h,960.788514543458,1.0,XRPUSDT,ETHUSDT,False
2022-02-02 20:00:00,relmom_1d_7d_4h,956.562401078407,1.0,XRPUSDT,ETHUSDT,False
2022-02-03 00:00:00,relmom_1d_7d_4h,960.3164977308843,1.0,XRPUSDT,ETHUSDT,False
2022-02-03 04:00:00,relmom_1d_7d_4h,961.085718434284,1.0,XRPUSDT,ETHUSDT,False
2022-02-03 08:00:00,relmom_1d_7d_4h,964.8770119572922,1.0,XRPUSDT,ETHUSDT,False
2022-02-03 12:00:00,relmom_1d_7d_4h,966.3817671206319,1.0,XRPUSDT,ETHUSDT,False
2022-02-03 16:00:00,relmom_1d_7d_4h,969.7676336649248,1.0,XRPUSDT,ETHUSDT,False
2022-02-03 20:00:00,relmom_1d_7d_4h,960.6011288067136,1.0,XRPUSDT,ETHUSDT,False
2022-02-04 00:00:00,relmom_1d_7d_4h,961.4168810704351,1.0,XRPUSDT,ETHUSDT,False
2022-02-04 04:00:00,relmom_1d_7d_4h,946.4611477187542,1.0,BTCUSDT,ETHUSDT,True
2022-02-04 08:00:00,relmom_1d_7d_4h,941.168331809632,1.0,XRPUSDT,ETHUSDT,True
2022-02-04 12:00:00,relmom_1d_7d_4h,942.002260459751,1.0,XRPUSDT,ETHUSDT,False
2022-02-04 16:00:00,relmom_1d_7d_4h,939.1959114572315,1.0,BTCUSDT,ETHUSDT,True
2022-02-04 20:00:00,relmom_1d_7d_4h,943.2559843794378,1.0,BTCUSDT,ETHUSDT,False
2022-02-05 00:00:00,relmom_1d_7d_4h,941.4202221930071,1.0,BTCUSDT,ETHUSDT,False
2022-02-05 04:00:00,relmom_1d_7d_4h,940.0382883096595,1.0,BTCUSDT,ETHUSDT,False
2022-02-05 08:00:00,relmom_1d_7d_4h,938.842146584472,1.0,XRPUSDT,ETHUSDT,True
2022-02-05 12:00:00,relmom_1d_7d_4h,934.6784810939516,1.0,XRPUSDT,ETHUSDT,False
2022-02-05 16:00:00,relmom_1d_7d_4h,932.8169143373827,1.0,XRPUSDT,ETHUSDT,False
2022-02-05 20:00:00,relmom_1d_7d_4h,934.7400138495293,1.0,XRPUSDT,ETHUSDT,False
2022-02-06 00:00:00,relmom_1d_7d_4h,938.2627323261084,1.0,XRPUSDT,ETHUSDT,False
2022-02-06 04:00:00,relmom_1d_7d_4h,937.4943809858374,1.0,XRPUSDT,ETHUSDT,False
2022-02-06 08:00:00,relmom_1d_7d_4h,937.3479550367755,1.0,XRPUSDT,ETHUSDT,False
2022-02-06 12:00:00,relmom_1d_7d_4h,939.1695955397886,1.0,XRPUSDT,ETHUSDT,False
2022-02-06 16:00:00,relmom_1d_7d_4h,940.7665393284545,1.0,XRPUSDT,ETHUSDT,False
2022-02-06 20:00:00,relmom_1d_7d_4h,940.0987883286409,1.0,XRPUSDT,ETHUSDT,False
2022-02-07 00:00:00,relmom_1d_7d_4h,966.0381848900383,1.0,BTCUSDT,ETHUSDT,True
2022-02-07 04:00:00,relmom_1d_7d_4h,963.4437304740233,1.0,BTCUSDT,ETHUSDT,False
2022-02-07 08:00:00,relmom_1d_7d_4h,965.0759367704873,1.0,BTCUSDT,ETHUSDT,False
2022-02-07 12:00:00,relmom_1d_7d_4h,969.1354666921536,1.0,BTCUSDT,ETHUSDT,False
2022-02-07 16:00:00,relmom_1d_7d_4h,966.8820874501412,1.0,BTCUSDT,ETHUSDT,False
2022-02-07 20:00:00,relmom_1d_7d_4h,966.5485906207992,1.0,BTCUSDT,ETHUSDT,False
2022-02-08 00:00:00,relmom_1d_7d_4h,969.3679841388885,1.0,BTCUSDT,ETHUSDT,False
2022-02-08 04:00:00,relmom_1d_7d_4h,972.0119572400216,1.0,BTCUSDT,XRPUSDT,True
2022-02-08 08:00:00,relmom_1d_7d_4h,982.4568022218862,1.0,BTCUSDT,XRPUSDT,False
2022-02-08 12:00:00,relmom_1d_7d_4h,990.4778992994484,1.0,ETHUSDT,XRPUSDT,True
2022-02-08 16:00:00,relmom_1d_7d_4h,997.7793976664611,1.0,ETHUSDT,XRPUSDT,False
2022-02-08 20:00:00,relmom_1d_7d_4h,970.8299066998939,1.0,ETHUSDT,XRPUSDT,False
2022-02-09 00:00:00,relmom_1d_7d_4h,979.8398768031681,1.0,ETHUSDT,XRPUSDT,False
2022-02-09 04:00:00,relmom_1d_7d_4h,977.234017347693,1.0,ETHUSDT,XRPUSDT,False
2022-02-09 08:00:00,relmom_1d_7d_4h,987.0843351093581,1.0,ETHUSDT,XRPUSDT,False
2022-02-09 12:00:00,relmom_1d_7d_4h,975.0897289115928,1.0,ETHUSDT,XRPUSDT,False
2022-02-09 16:00:00,relmom_1d_7d_4h,981.6231649314227,1.0,ETHUSDT,XRPUSDT,False
2022-02-09 20:00:00,relmom_1d_7d_4h,993.0801362138344,1.0,ETHUSDT,XRPUSDT,False
2022-02-10 00:00:00,relmom_1d_7d_4h,987.5950536343462,1.0,ETHUSDT,XRPUSDT,False
2022-02-10 04:00:00,relmom_1d_7d_4h,983.626811892688,1.0,ETHUSDT,XRPUSDT,False
2022-02-10 08:00:00,relmom_1d_7d_4h,984.4435420170496,1.0,ETHUSDT,XRPUSDT,False
2022-02-10 12:00:00,relmom_1d_7d_4h,990.5047146203038,1.0,BTCUSDT,XRPUSDT,True
2022-02-10 16:00:00,relmom_1d_7d_4h,992.8219503085895,1.0,BTCUSDT,XRPUSDT,False
2022-02-10 20:00:00,relmom_1d_7d_4h,996.901305558708,1.0,BTCUSDT,XRPUSDT,False
2022-02-11 00:00:00,relmom_1d_7d_4h,996.9350903537795,1.0,BTCUSDT,XRPUSDT,False
2022-02-11 04:00:00,relmom_1d_7d_4h,998.980220263058,1.0,BTCUSDT,XRPUSDT,False
2022-02-11 08:00:00,relmom_1d_7d_4h,1001.0484520361944,1.0,ETHUSDT,XRPUSDT,True
2022-02-11 12:00:00,relmom_1d_7d_4h,1000.5994931435112,1.0,ETHUSDT,XRPUSDT,False
2022-02-11 16:00:00,relmom_1d_7d_4h,1001.1885300008004,1.0,ETHUSDT,XRPUSDT,False
2022-02-11 20:00:00,relmom_1d_7d_4h,1009.7874448273789,1.0,ETHUSDT,XRPUSDT,False
2022-02-12 00:00:00,relmom_1d_7d_4h,1002.6564625062754,1.0,ETHUSDT,XRPUSDT,False
2022-02-12 04:00:00,relmom_1d_7d_4h,1005.1263165777915,1.0,ETHUSDT,XRPUSDT,False
2022-02-12 08:00:00,relmom_1d_7d_4h,1000.8366652184159,1.0,ETHUSDT,XRPUSDT,False
2022-02-12 12:00:00,relmom_1d_7d_4h,973.5719275996369,1.0,ETHUSDT,XRPUSDT,False
2022-02-12 16:00:00,relmom_1d_7d_4h,968.1419162007437,1.0,ETHUSDT,XRPUSDT,False
2022-02-12 20:00:00,relmom_1d_7d_4h,967.425319682467,1.0,ETHUSDT,XRPUSDT,False
2022-02-13 00:00:00,relmom_1d_7d_4h,966.9986503177673,1.0,ETHUSDT,XRPUSDT,False
2022-02-13 04:00:00,relmom_1d_7d_4h,964.7045847408596,1.0,ETHUSDT,XRPUSDT,False
2022-02-13 08:00:00,relmom_1d_7d_4h,961.3217566681591,1.0,ETHUSDT,XRPUSDT,False
2022-02-13 12:00:00,relmom_1d_7d_4h,967.248397503932,1.0,ETHUSDT,XRPUSDT,False
2022-02-13 16:00:00,relmom_1d_7d_4h,970.0347654333561,1.0,ETHUSDT,XRPUSDT,False
2022-02-13 20:00:00,relmom_1d_7d_4h,969.6076206729463,1.0,ETHUSDT,XRPUSDT,False
2022-02-14 00:00:00,relmom_1d_7d_4h,976.289519343129,1.0,ETHUSDT,XRPUSDT,False
2022-02-14 04:00:00,relmom_1d_7d_4h,976.2067583954095,1.0,ETHUSDT,XRPUSDT,False
2022-02-14 08:00:00,relmom_1d_7d_4h,980.8216342415851,1.0,ETHUSDT,XRPUSDT,False
2022-02-14 12:00:00,relmom_1d_7d_4h,982.4301528045697,1.0,ETHUSDT,XRPUSDT,False
2022-02-14 16:00:00,relmom_1d_7d_4h,981.5249467800344,1.0,ETHUSDT,XRPUSDT,False
2022-02-14 20:00:00,relmom_1d_7d_4h,982.0574706490261,1.0,ETHUSDT,XRPUSDT,False
2022-02-15 00:00:00,relmom_1d_7d_4h,984.1158166441912,1.0,ETHUSDT,XRPUSDT,False
2022-02-15 04:00:00,relmom_1d_7d_4h,985.888973140143,1.0,XRPUSDT,BTCUSDT,True
2022-02-15 08:00:00,relmom_1d_7d_4h,982.8591621247402,1.0,XRPUSDT,BTCUSDT,False
2022-02-15 12:00:00,relmom_1d_7d_4h,979.5192269725846,1.0,XRPUSDT,BTCUSDT,False
2022-02-15 16:00:00,relmom_1d_7d_4h,981.3508809130797,1.0,ETHUSDT,BTCUSDT,True
2022-02-15 20:00:00,relmom_1d_7d_4h,987.1621415734146,1.0,ETHUSDT,BTCUSDT,False
2022-02-16 00:00:00,relmom_1d_7d_4h,986.2752984466638,1.0,XRPUSDT,BTCUSDT,True
2022-02-16 04:00:00,relmom_1d_7d_4h,985.7458830425833,1.0,XRPUSDT,BTCUSDT,False
2022-02-16 08:00:00,relmom_1d_7d_4h,979.8609202048306,1.0,XRPUSDT,BTCUSDT,False
2022-02-16 12:00:00,relmom_1d_7d_4h,979.3442028893621,1.0,XRPUSDT,BTCUSDT,False
2022-02-16 16:00:00,relmom_1d_7d_4h,983.1262519845426,1.0,XRPUSDT,BTCUSDT,False
2022-02-16 20:00:00,relmom_1d_7d_4h,988.2203781972989,1.0,XRPUSDT,BTCUSDT,False
2022-02-17 00:00:00,relmom_1d_7d_4h,983.117109762042,1.0,XRPUSDT,BTCUSDT,False
2022-02-17 04:00:00,relmom_1d_7d_4h,982.9427683171581,1.0,XRPUSDT,BTCUSDT,False
2022-02-17 08:00:00,relmom_1d_7d_4h,983.4999995003718,1.0,XRPUSDT,BTCUSDT,False
2022-02-17 12:00:00,relmom_1d_7d_4h,989.1814920048348,1.0,XRPUSDT,BTCUSDT,False
2022-02-17 16:00:00,relmom_1d_7d_4h,986.1323888500099,1.0,XRPUSDT,BTCUSDT,False
2022-02-17 20:00:00,relmom_1d_7d_4h,985.118084579049,1.0,XRPUSDT,ETHUSDT,True
2022-02-18 00:00:00,relmom_1d_7d_4h,993.7174831793194,1.0,BTCUSDT,ETHUSDT,True
2022-02-18 04:00:00,relmom_1d_7d_4h,992.9280809896413,1.0,XRPUSDT,BTCUSDT,True
2022-02-18 08:00:00,relmom_1d_7d_4h,984.3553577064166,1.0,ETHUSDT,BTCUSDT,True
