variant,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,return_2026_pct,mdd_2026_pct
case2_only,130370.95726152141,6418.547863076072,123.39424119209012,73.7105098808292,1.6740386329111905,12.167109495461336,35.30994433461754
lb4_delay8_capna_cd0_only,335648.47505459667,16682.423752729832,167.97731613586654,64.58087249455677,2.601038196720315,-11.57638712131418,33.147253725078954
case2_case3best_half_mix,233009.7161580506,11550.485807902529,149.80321319056188,55.562799041604926,2.696106311677901,-6.0104874587761925,33.46853384225892
