entry_time,exit_time,side,avg_entry,exit_price,quantity,num_entries,entry_scale_used,pnl,return_pct,reason
2022-04-03 22:48:00,2022-04-05 12:21:00,LONG,46437.3,47031.2,0.07479123653533079,5,0.6,43.011506736836346,4.301150673683635,Take Profit
2022-04-05 12:41:00,2022-04-06 05:10:00,LONG,44815.825,45360.3,0.06205340410636115,4,0.6,32.66062279029704,3.2660622790297045,Take Profit
2022-04-06 07:35:00,2022-04-10 17:35:00,LONG,42704.2912,43286.9,0.07521323203129211,5,0.6,42.51759179642666,4.251759179642665,Take Profit
2022-04-07 00:00:00,2022-04-21 12:00:00,SHORT,43199.9,42472.1,0.07521323203129211,1,0.6,52.16272306654068,5.2162723066540675,Trend Up
2022-04-21 20:00:00,2022-07-18 08:00:00,SHORT,41217.9,22249.4,0.07521323203129211,1,0.6,1424.7727594810444,142.47727594810445,Trend Up
2022-07-18 12:08:00,2022-07-18 12:57:00,LONG,21997.2,22280.7,0.04667566880207859,1,0.4,12.81656547583789,1.281656547583789,Take Profit
2022-07-18 14:11:00,2022-07-18 15:39:00,LONG,22028.0,22376.0,0.05151924857326711,1,0.44,17.467580621066784,1.7467580621066785,Take Profit
2022-07-18 16:44:00,2022-07-18 23:39:00,LONG,22013.250000000004,22294.0,0.11247667471883856,2,0.48,30.5748044328408,3.0574804432840796,Take Profit
2022-07-18 20:00:00,2022-07-19 00:00:00,SHORT,21595.7,22368.5,0.2811916867970964,1,0.48,-222.24988257946984,-22.224988257946983,Trend Up
2022-07-19 16:17:00,2022-07-19 16:24:00,LONG,22957.3,23250.0,0.041836976978706,1,0.4,11.856599275765312,1.1856599275765312,Take Profit
2022-07-19 19:54:00,2022-07-19 21:33:00,LONG,23270.000000000004,23560.2,0.18158013021468525,4,0.44,50.983328114747515,5.0983328114747515,Take Profit
2022-07-19 22:24:00,2022-07-20 02:34:00,LONG,23144.539999999994,23450.9,0.2523973351124089,5,0.48,74.95686971864454,7.495686971864454,Take Profit
2022-07-20 07:38:00,2022-07-20 10:23:00,LONG,23434.76666666667,23735.7,0.16788706994139385,3,0.52,48.9288487306265,4.89288487306265,Take Profit
2022-07-20 11:45:00,2022-07-20 13:16:00,LONG,23581.6,23875.2,0.06131325066603408,1,0.56,17.416023946627064,1.7416023946627064,Take Profit
2022-07-20 16:15:00,2022-07-20 21:42:00,LONG,23206.639999999996,23488.6,0.2599291013012824,4,0.6,70.84746112738019,7.084746112738019,Take Profit
2022-07-20 22:53:00,2022-07-22 00:33:00,LONG,23015.84,23338.8,0.3177594673457007,5,0.6,99.65714771137208,9.965714771137208,Take Profit
2022-07-22 02:11:00,2022-07-22 07:26:00,LONG,22952.3,23266.5,0.13375191369705608,2,0.6,40.780075723602096,4.078007572360209,Take Profit
2022-07-22 07:44:00,2022-07-22 09:05:00,LONG,23074.9,23393.4,0.06774529002143355,1,0.6,20.942957804791625,2.0942957804791624,Take Profit
2022-07-22 10:59:00,2022-07-22 13:50:00,LONG,23427.1,23711.0,0.06724717936100501,1,0.6,18.4536750726579,1.8453675072657902,Take Profit
2022-07-25 04:00:00,2022-07-27 20:00:00,SHORT,21856.3,22752.7,0.3373547835231665,1,0.6,-308.4244517654409,-30.842445176544086,Trend Up
2022-07-22 15:04:00,2022-07-28 02:46:00,LONG,22773.459999999995,23209.1,0.3373547835231665,5,0.6,143.83335753152627,14.383335753152625,Take Profit
2022-07-28 03:30:00,2022-07-28 15:19:00,LONG,22981.05,23269.1,0.15736409894356038,4,0.4,43.864040318801415,4.386404031880142,Take Profit
2022-07-28 18:07:00,2022-07-28 20:35:00,LONG,23748.25,24065.0,0.08562925614964571,2,0.44,26.29879966570379,2.6298799665703787,Take Profit
2022-07-28 20:46:00,2022-07-28 20:53:00,LONG,23808.9,24103.6,0.047232632359614404,1,0.48,13.464066165440947,1.3464066165440947,Take Profit
2022-07-28 21:19:00,2022-07-29 05:37:00,LONG,23803.42,24100.9,0.2556518216839265,5,0.52,73.58672831884641,7.3586728318846415,Take Profit
2022-07-29 06:58:00,2022-07-29 14:11:00,LONG,23760.739999999998,24063.0,0.28356755547384643,5,0.56,82.98173488257854,8.298173488257854,Take Profit
2022-07-29 15:00:00,2022-07-29 23:14:00,LONG,23792.719999999998,24093.4,0.3135537831160745,5,0.6,91.25752082009097,9.125752082009097,Take Profit
2022-07-29 23:35:00,2022-07-30 12:29:00,LONG,23848.86,24170.0,0.32459031183998793,5,0.6,101.10079360942453,10.110079360942454,Take Profit
2022-07-30 14:35:00,2022-08-08 06:31:00,LONG,23414.492,23735.7,0.33068324414640515,5,0.6,103.07850417454495,10.307850417454494,Take Profit
2022-08-08 10:24:00,2022-08-10 12:30:00,LONG,23113.992,23458.8,0.32230812107916795,5,0.6,108.11003391275723,10.811003391275722,Take Profit
2022-08-10 14:13:00,2022-08-10 21:25:00,LONG,23685.700000000004,23977.2,0.31133670848565126,5,0.6,87.76865751288535,8.776865751288536,Take Profit
2022-08-11 02:43:00,2022-08-11 05:09:00,LONG,24253.9,24558.5,0.06349478542839747,1,0.6,18.716776966312455,1.8716776966312454,Take Profit
2022-08-11 06:35:00,2022-08-11 12:57:00,LONG,24479.0,24782.5,0.06335457508065218,1,0.6,18.600079634203432,1.860007963420343,Take Profit
2022-08-11 13:14:00,2022-08-12 18:42:00,LONG,23927.668,24229.3,0.3162683355041174,5,0.6,92.3314664222053,9.23314664222053,Take Profit
2022-08-12 20:23:00,2022-08-12 23:15:00,LONG,24069.8,24370.1,0.062138194218541734,1,0.6,18.054374121057922,1.8054374121057921,Take Profit
2022-08-13 01:32:00,2022-08-13 03:27:00,LONG,24433.6,24737.2,0.0616416563558527,1,0.6,18.104470076994613,1.8104470076994612,Take Profit
2022-08-13 06:47:00,2022-08-14 07:03:00,LONG,24471.06,24771.3,0.30716905646744513,5,0.6,89.1808467743963,8.91808467743963,Take Profit
2022-08-14 08:45:00,2022-08-15 02:29:00,LONG,24504.16,24800.0,0.3175162213983598,5,0.6,90.78423802221907,9.078423802221907,Take Profit
2022-08-15 03:40:00,2022-08-17 06:00:00,LONG,23984.683999999997,24371.9,0.32534814298897347,5,0.6,122.80826557317447,12.280826557317447,Take Profit
2022-08-19 04:00:00,2022-09-09 16:00:00,SHORT,22764.4,21235.4,0.3270156770836394,1,0.6,494.2515205054667,49.42515205054667,Trend Up
2022-09-13 16:00:00,2022-10-04 16:00:00,SHORT,20739.4,20101.7,0.3270156770836394,1,0.6,203.19562528850082,20.31956252885008,Trend Up
2022-10-07 16:00:00,2022-10-14 04:00:00,SHORT,19554.0,19798.9,0.3270156770836394,1,0.6,-85.23374541326567,-8.523374541326568,Trend Up
2022-10-14 12:00:00,2022-10-25 16:00:00,SHORT,19600.0,19745.9,0.3270156770836394,1,0.6,-52.85827773808953,-5.285827773808953,Trend Up
2022-11-08 08:00:00,2022-12-13 12:00:00,SHORT,19779.3,17442.8,0.3270156770836394,1,0.6,759.2032454123334,75.92032454123334,Trend Up
2022-12-16 12:00:00,2023-01-08 16:00:00,SHORT,17009.2,16998.9,0.3270156770836394,1,0.6,-1.08021126517,-0.10802112651700001,Trend Up
2022-08-17 07:25:00,2023-01-21 08:44:00,LONG,22486.927200000002,22757.9,0.3270156770836394,5,0.6,85.63547763224875,8.563547763224875,Take Profit
2023-01-21 10:25:00,2023-01-21 15:30:00,LONG,22963.550000000003,23240.5,0.13192462508013364,2,0.4,35.31012721627269,3.531012721627269,Take Profit
2023-01-21 15:58:00,2023-01-21 17:11:00,LONG,22993.8,23284.8,0.07341741010498438,1,0.44,20.68066245622544,2.068066245622544,Take Profit
2023-01-21 18:09:00,2023-01-23 14:50:00,LONG,22690.640000000003,22973.6,0.40014170587530107,5,0.48,109.54701889683466,10.954701889683466,Take Profit
2023-01-23 14:59:00,2023-01-23 16:04:00,LONG,22635.7,22909.1,0.09103140055350892,1,0.52,24.05380592796098,2.405380592796098,Take Profit
2023-01-23 18:53:00,2023-01-25 21:36:00,LONG,22887.0,23221.9,0.4839706449245374,5,0.56,157.58628181747903,15.758628181747902,Take Profit
2023-01-25 22:47:00,2023-01-26 00:54:00,LONG,22975.8,23259.8,0.4296297784254718,4,0.6,118.01761598474567,11.801761598474569,Take Profit
2023-01-26 03:34:00,2023-01-27 15:15:00,LONG,22817.7,23104.9,0.5512750665332118,5,0.6,153.23133699444156,15.323133699444154,Take Profit
2023-01-27 15:54:00,2023-01-27 17:56:00,LONG,22948.7,23230.1,0.11507236317076869,1,0.6,31.312105994776744,3.131210599477675,Take Profit
2023-01-27 20:46:00,2023-01-29 01:17:00,LONG,23038.375,23325.5,0.45947331186868884,4,0.6,127.63929677590005,12.763929677590005,Take Profit
2023-01-29 01:52:00,2023-01-29 10:05:00,LONG,23145.5,23441.7,0.4698730180318396,4,0.6,134.77053901031246,13.477053901031248,Take Profit
2023-01-29 12:15:00,2023-01-29 18:38:00,LONG,23389.1,23672.2,0.12019316226942478,1,0.6,32.888589608124704,3.2888589608124708,Take Profit
2023-01-29 20:02:00,2023-02-01 19:52:00,LONG,23144.749999999996,23438.4,0.2381719181562937,2,0.6,67.70623629199106,6.770623629199106,Take Profit
2023-02-02 01:30:00,2023-02-02 18:17:00,LONG,23831.14,24129.1,0.539331080620719,5,0.6,155.4936593507868,15.54936593507868,Take Profit
2023-02-13 12:00:00,2023-02-14 16:00:00,SHORT,21593.3,22063.1,0.5582871092373521,1,0.6,-272.0324060619914,-27.20324060619914,Trend Up
2023-02-02 19:03:00,2023-02-15 20:07:00,LONG,23123.768,23401.9,0.5582871092373521,5,0.6,150.0515186257394,15.005151862573939,Take Profit
2023-02-15 22:57:00,2023-02-16 00:11:00,LONG,24142.7,24564.0,0.06577030209822914,1,0.4,27.062795593687525,2.7062795593687525,Take Profit
2023-02-16 04:15:00,2023-02-16 15:46:00,LONG,24571.066666666662,24870.0,0.21385163028271426,3,0.44,61.79998466112792,6.179998466112792,Take Profit
2023-02-16 19:14:00,2023-02-17 15:41:00,LONG,23946.539999999997,24252.1,0.3904633108759853,5,0.48,115.52214716658838,11.552214716658838,Take Profit
2023-02-17 16:20:00,2023-02-17 17:11:00,LONG,24072.7,24381.8,0.0848173368245641,1,0.52,25.389839075276978,2.5389839075276974,Take Profit
2023-02-17 19:09:00,2023-02-17 20:00:00,LONG,24294.2,24588.0,0.09107537733562186,1,0.56,25.86220131003433,2.586220131003433,Take Profit
2023-02-17 21:31:00,2023-02-17 23:01:00,LONG,24444.559999999998,24745.7,0.48318375764987753,5,0.6,140.72326865401496,14.072326865401497,Take Profit
2023-02-18 01:05:00,2023-02-18 18:13:00,LONG,24504.9,24847.2,0.40114170742613464,4,0.6,133.32390715886214,13.332390715886214,Take Profit
2023-02-18 18:35:00,2023-02-19 15:19:00,LONG,24626.05,24924.1,0.206147255901638,2,0.6,59.38697569315585,5.938697569315584,Take Profit
2023-02-19 16:33:00,2023-02-20 09:52:00,LONG,24608.19,24910.2,0.20647049671312512,2,0.6,60.29886616544202,6.029886616544202,Take Profit
2023-02-20 10:28:00,2023-02-21 08:25:00,LONG,24819.8,25136.1,0.0975754960177368,1,0.6,29.882062420229502,2.98820624202295,Take Profit
2023-02-21 08:38:00,2023-02-23 02:32:00,LONG,24000.076,24309.2,0.4900119934914452,5,0.6,146.7097476551765,14.67097476551765,Take Profit
2023-02-23 03:49:00,2023-02-27 15:07:00,LONG,23545.532,23829.9,0.47978605643404476,5,0.6,131.86249979755044,13.186249979755043,Take Profit
2023-02-27 15:34:00,2023-03-01 08:54:00,LONG,23609.28,23957.9,0.47325799631172927,5,0.6,160.45189557426158,16.04518955742616,Take Profit
2023-03-03 04:00:00,2023-03-13 08:00:00,SHORT,22260.0,22463.6,0.49441478873310707,1,0.6,-109.50765468421348,-10.950765468421347,Trend Up
2023-03-01 10:21:00,2023-03-13 14:08:00,LONG,22377.8416,23042.5,0.49441478873310707,5,0.6,324.0599213079321,32.40599213079321,Take Profit
2023-03-13 12:00:00,2023-03-13 16:00:00,SHORT,22113.2,24062.7,0.49441478873310707,1,0.6,-972.9936497724167,-97.29936497724167,Trend Up
2023-03-13 20:30:00,2023-03-14 01:56:00,LONG,24086.2,24383.2,0.047071251330152615,1,0.4,13.521062550881977,1.3521062550881977,Take Profit
2023-03-14 07:26:00,2023-03-14 10:55:00,LONG,24220.399999999998,24512.7,0.10317957115475818,2,0.44,29.14770469899802,2.914770469899802,Take Profit
2023-03-14 13:19:00,2023-03-14 13:38:00,LONG,25754.0,26083.8,0.05359573641991936,1,0.48,17.11668168343741,1.711668168343741,Take Profit
2023-03-14 13:53:00,2023-03-14 14:55:00,LONG,25755.0,26079.6,0.05839423606515072,1,0.52,18.345609699193957,1.8345609699193959,Take Profit
2023-03-14 16:21:00,2023-03-15 12:31:00,LONG,24744.832000000006,25197.6,0.31500196654063756,5,0.56,139.44789296582735,13.944789296582735,Take Profit
2023-03-15 12:45:00,2023-03-15 12:52:00,LONG,24442.5,24767.5,0.06913961563398628,1,0.6,21.785408908959642,2.1785408908959645,Take Profit
2023-03-15 14:43:00,2023-03-15 15:19:00,LONG,24491.5,24816.9,0.06951843348369244,1,0.6,21.931205450825043,2.1931205450825044,Take Profit
2023-03-15 16:13:00,2023-03-15 18:31:00,LONG,24180.8,24471.3,0.07093896026455157,1,0.6,19.913380525523465,1.9913380525523467,Take Profit
2023-03-15 19:41:00,2023-03-15 22:11:00,LONG,24283.3,24582.8,0.0711145994195968,1,0.6,20.59954413632442,2.059954413632442,Take Profit
2023-03-15 22:35:00,2023-03-16 06:56:00,LONG,24277.2,24574.8,0.14288234542625683,2,0.6,41.11726397390135,4.111726397390135,Take Profit
2023-03-16 08:56:00,2023-03-16 09:43:00,LONG,24464.499999999996,24842.4,0.2870440779131706,4,0.6,105.62161152292857,10.562161152292857,Take Profit
2023-03-16 13:19:00,2023-03-16 14:46:00,LONG,24581.0,24935.1,0.0742186187299284,1,0.6,25.54055342031048,2.5540553420310483,Take Profit
2023-03-16 15:03:00,2023-03-16 19:24:00,LONG,24704.95,25132.4,0.14844967418749178,2,0.6,61.962454594823576,6.196245459482358,Take Profit
2023-03-16 20:47:00,2023-03-16 21:44:00,LONG,24756.100000000002,25067.9,0.15114263567565658,2,0.6,45.6107424129281,4.561074241292809,Take Profit
2023-03-17 00:30:00,2023-03-17 01:29:00,LONG,24903.8,25352.1,0.07637469279441687,1,0.6,33.464271240059695,3.3464271240059698,Take Profit
2023-03-17 03:42:00,2023-03-17 06:34:00,LONG,25639.2,25991.7,0.07494938033713124,1,0.6,25.640431845275316,2.5640431845275318,Take Profit
2023-03-17 08:33:00,2023-03-17 09:53:00,LONG,25925.5,26270.8,0.07469731412433238,1,0.6,25.00803928717291,2.500803928717291,Take Profit
2023-03-17 12:08:00,2023-03-17 19:05:00,LONG,26401.800000000003,26733.0,0.3650883696812476,5,0.6,117.01330508375261,11.70133050837526,Take Profit
2023-03-17 20:42:00,2023-03-17 21:42:00,LONG,26641.5,27096.7,0.07578401706631754,1,0.6,33.67548585849145,3.367548585849145,Take Profit
2023-03-17 23:41:00,2023-03-18 00:55:00,LONG,27184.6,27587.7,0.14955842470536343,2,0.6,58.63661181743466,5.863661181743466,Take Profit
2023-03-18 01:21:00,2023-03-18 16:46:00,LONG,27042.45,27410.1,0.3029188680218691,4,0.6,108.04690724249303,10.804690724249303,Take Profit
2023-03-18 17:29:00,2023-03-18 19:39:00,LONG,27086.1,27415.9,0.07885184536049268,1,0.6,25.140620877003226,2.5140620877003226,Take Profit
2023-03-18 19:54:00,2023-03-19 15:04:00,LONG,27083.433333333334,27543.3,0.23619609610937609,3,0.6,106.01646342391027,10.601646342391028,Take Profit
2023-03-19 20:38:00,2023-03-19 21:08:00,LONG,27825.3,28166.6,0.0795116440632627,1,0.6,26.241495049322584,2.6241495049322583,Take Profit
2023-03-19 23:45:00,2023-03-20 08:06:00,LONG,27921.7,28258.8,0.396350662248097,5,0.6,129.12965060609832,12.912965060609832,Take Profit
2023-03-20 09:36:00,2023-03-21 09:45:00,LONG,27645.179999999997,28024.7,0.41016382251381495,5,0.6,151.06748668972355,15.106748668972356,Take Profit
2023-03-21 13:39:00,2023-03-21 16:32:00,LONG,27800.966666666667,28142.1,0.2567376523186045,3,0.6,84.6917164534933,8.46917164534933,Take Profit
2023-03-21 17:06:00,2023-03-22 13:28:00,LONG,27996.725,28348.8,0.34643757646177165,4,0.6,118.04357390573871,11.80435739057387,Take Profit
2023-03-22 15:48:00,2023-03-22 18:05:00,LONG,28384.925,28752.2,0.35209626758597495,4,0.6,125.26673975568528,12.526673975568528,Take Profit
2023-03-22 18:35:00,2023-03-22 21:08:00,LONG,27065.62631578947,27400.1,0.3492147235226737,4,0.6,112.97572781879298,11.297572781879298,Take Profit
2023-03-22 21:39:00,2023-03-23 00:20:00,LONG,27034.199999999997,27376.0,0.2756685234818232,3,0.6,91.20482072655261,9.120482072655262,Take Profit
2023-03-23 01:15:00,2023-03-23 05:43:00,LONG,27230.1,27557.8,0.09356316852406081,1,0.6,29.62929229111385,2.962929229111385,Take Profit
2023-03-23 07:21:00,2023-03-23 14:59:00,LONG,27459.249999999996,28043.6,0.18603221451014998,2,0.6,106.62111934467181,10.66211193446718,Take Profit
2023-03-23 17:10:00,2023-03-23 19:50:00,LONG,28059.199999999997,28398.5,0.37066150840883133,4,0.6,121.55495746449827,12.155495746449828,Take Profit
2023-03-23 21:16:00,2023-03-24 14:31:00,LONG,27828.175,28178.4,0.384326039557685,4,0.6,130.26871005486217,13.026871005486218,Take Profit
2023-03-24 16:30:00,2023-03-26 12:02:00,LONG,27598.580000000005,27951.7,0.4969164853131304,5,0.6,169.91528508475946,16.991528508475945,Take Profit
2023-03-26 14:11:00,2023-03-29 04:32:00,LONG,27185.199999999997,27568.1,0.5127212574109902,5,0.6,190.6670691040961,19.066706910409607,Take Profit
2023-03-29 09:53:00,2023-03-30 02:19:00,LONG,28175.775,28571.0,0.39007919706520594,4,0.6,149.71106956435545,14.971106956435545,Take Profit
2023-03-30 03:06:00,2023-03-30 07:35:00,LONG,28372.074999999997,28739.0,0.39819066449018375,4,0.6,141.5286689653485,14.15286689653485,Take Profit
2023-03-30 09:05:00,2023-03-31 14:50:00,LONG,28298.58,28638.6,0.5141399374339393,5,0.6,168.92816232140814,16.892816232140813,Take Profit
2023-03-31 15:15:00,2023-04-01 02:01:00,LONG,28337.75,28778.0,0.21325869458019137,2,0.6,91.43227680387774,9.143227680387774,Take Profit
2023-04-01 02:39:00,2023-04-03 22:17:00,LONG,27502.235,27833.6,0.4332489041370795,4,0.6,138.73997244010653,13.873997244010653,Take Profit
2023-04-03 23:34:00,2023-04-04 07:08:00,LONG,27765.1,28125.1,0.10563935344520395,1,0.6,36.84172028844074,3.684172028844074,Take Profit
2023-04-04 07:21:00,2023-04-04 11:07:00,LONG,28026.6,28382.8,0.10541729298536158,1,0.6,36.3528245840479,3.63528245840479,Take Profit
2023-04-04 11:24:00,2023-04-05 00:34:00,LONG,28051.299999999996,28452.1,0.31623262884755876,3,0.6,123.14704469040902,12.314704469040901,Take Profit
2023-04-05 03:09:00,2023-04-09 22:01:00,LONG,28155.379999999997,28500.4,0.5350302109383929,5,0.6,178.49669336843505,17.849669336843505,Take Profit
2023-04-09 23:37:00,2023-04-10 16:40:00,LONG,28251.6,28616.0,0.22248187656708132,2,0.6,78.52577926910732,7.852577926910732,Take Profit
2023-04-10 19:24:00,2023-04-10 22:02:00,LONG,29065.7,29499.9,0.1099729160943524,1,0.6,46.452564157171174,4.6452564157171174,Take Profit
2023-04-10 23:52:00,2023-04-11 00:40:00,LONG,29591.4,29951.5,0.10893516968676586,1,0.6,37.922445910254964,3.7922445910254967,Take Profit
2023-04-11 02:40:00,2023-04-11 19:15:00,LONG,30027.300000000003,30414.2,0.3230244938652028,3,0.6,121.04836405192025,12.104836405192025,Take Profit
2023-04-11 19:42:00,2023-04-12 12:34:00,LONG,30010.64,30405.5,0.5484891144693453,5,0.6,209.90557743136696,20.990557743136694,Take Profit
2023-04-12 13:46:00,2023-04-13 09:12:00,LONG,29915.533333333336,30288.1,0.3435047009122837,3,0.6,123.81675951053771,12.38167595105377,Take Profit
2023-04-13 11:39:00,2023-04-14 00:36:00,LONG,30159.0,30588.6,0.11637128991115687,1,0.6,48.56925221040226,4.856925221040226,Take Profit
2023-04-14 02:39:00,2023-04-18 09:39:00,LONG,29531.915999999997,29887.2,0.5763977585183884,5,0.6,197.89413520209268,19.78941352020927,Take Profit
2023-04-18 10:42:00,2023-04-18 11:38:00,LONG,29866.3,30260.5,0.11332173328130521,1,0.6,43.29975833550702,4.3299758335507015,Take Profit
2023-04-21 16:00:00,2023-04-26 00:00:00,SHORT,28035.9,28305.6,0.5629283802082381,1,0.6,-164.50827587556114,-16.450827587556113,Trend Up
2023-04-18 12:43:00,2023-04-26 12:29:00,LONG,29209.332000000002,29738.5,0.5629283802082381,5,0.6,291.1874268441026,29.118742684410257,Take Profit
2023-04-26 14:18:00,2023-04-26 20:56:00,LONG,27858.908,28240.6,0.3614955197883823,5,0.4,133.89640778861255,13.389640778861256,Take Profit
2023-04-26 20:00:00,2023-04-27 00:00:00,SHORT,27598.2,28375.8,0.3614955197883823,1,0.4,-289.1926562772995,-28.919265627729946,Trend Up
2023-04-27 06:51:00,2023-04-27 15:20:00,LONG,28812.575,29253.0,0.26944195383981717,4,0.4,115.51617832963082,11.551617832963082,Take Profit
