variant,bullish_close_bars,shallow_gap_pct,case1_final_equity,case1_cagr_pct,case1_mdd_pct,case1_calmar_ratio,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,dca_signal_events,hedge_open_events,hedge_close_events,hedge_topup_events,bullish_hold_bars,early_release_events
shallow5_else2bull,2,0.05,19783.814639867822,106.64798986854404,60.44961030689143,1.764246110555751,36753.738578256496,1737.6869289128247,102.89158689622732,50.86497451650818,2.0228376770902337,5408,64,64,0,42,26
release1bull,1,-1.0,18733.804462108084,103.92562300071724,64.88016380643353,1.6018088873938994,35703.728400496766,1685.1864200248383,101.4673658152283,50.338739340819494,2.0156914365344227,5408,66,66,0,0,0
release2bull,2,-1.0,17632.151465508854,100.94224381192882,58.473295769147605,1.7262964654916748,34602.07540389753,1630.1037701948765,99.93859534123368,52.596305027251056,1.9001067715584539,5408,63,63,0,65,0
shallow2_else2bull,2,0.02,16371.10850520724,97.348744734935,60.44961030689143,1.610411452459553,33341.03244359592,1567.0516221797961,98.14272663433879,52.596305027251056,1.865962382404797,5408,64,64,0,54,13
