max_entries,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,profit_factor
3,1997.530171298493,299.50603425969865,40.04767380829448,56.92807447517589,0.7034784537769271,1304,655,649,99.61656441717791,3918.4357433327687
4,3850.417174612535,670.083434922507,64.27992797985647,66.1940519478952,0.9710831424922372,1362,675,687,99.63289280469897,5808.198997233046
5,2567.0863465971584,413.4172693194317,48.856979079906516,73.97277254327538,0.6604724603410574,1385,699,686,99.63898916967509,7063.7564593447205
6,1343.2512869479583,168.65025738959164,27.165101076570906,80.54922019365331,0.33724846759858906,1422,717,705,99.64838255977496,7781.345422648141
7,800.9109566875494,60.182191337509884,12.139140270037462,89.63891609312937,0.1354226579159618,1434,734,700,99.65132496513249,8319.838000225658
