period_start,period_end,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,long_win_rate_pct,short_win_rate_pct,profit_factor,avg_holding_hours,mode,long_sl_enabled
2022-01-01 03:20:00,2026-02-12,27950.29873271394,2695.029873271394,124.76367963290818,68.13628282936308,1.83109019823344,664,598,66,92.46987951807229,99.83277591973244,25.757575757575758,2.93274167298082,69.53119979919678,case_17_baseline,on
2022-01-01 03:20:00,2026-02-12,5623.931600552882,462.3931600552882,52.19190689255058,65.18639989906943,0.8006563788360959,224,158,66,77.67857142857143,99.36708860759494,25.757575757575758,1.2850298690615969,232.27247023809522,case_no_long_sl,off
