variant,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,peak_ts,peak_equity,trough_ts,trough_equity,return_2026_pct,mdd_2026_pct,post_peak_trough_equity,post_peak_drop_pct
raw_case3,27038.184152886635,1251.909207644332,63.8550320207458,92.84062680030985,0.6877919098725074,2024-03-12 00:15:00,124248.92401136734,2021-01-02 21:00:00,1841.6387490684824,-57.9509559328783,64.49566569197002,8895.44416657322,-92.84062680030985
seed_vault_overlay,17904.784395824467,795.2392197912234,51.53560935199521,31.814692428392867,1.6198682249715075,2025-10-07 13:30:00,20170.664686842167,2021-01-02 21:00:00,1841.6387490684824,-6.305952531342696,8.893957949758558,17750.377185522142,-11.99904682813373
