label,variant,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,peak_ts,peak_equity,trough_ts,trough_equity,return_2026_pct,mdd_2026_pct
row3_2021plus_study120_mix,study120_current_mix,105840.59469100257,5192.0297345501285,114.61231016419333,64.49416503373529,1.7770958055545412,2025-07-24 18:15:00,139500.86669610807,2021-02-02 01:30:00,1038.5977918725705,-1.2406194427232897,23.755570412397088
row6_2021plus_study126_case3,lb4_delay8_capna_cd0,334014.3554925088,16600.71777462544,167.72723041286014,64.58087249455677,2.5971657541015274,2025-07-14 07:45:00,521328.0199213451,2021-01-27 00:30:00,1258.1135718069145,-12.006881422031746,33.147253725078954
