case_id,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,profit_factor,reentry_ema_block_count
A_baseline_35,5984.143338179289,498.4143338179289,54.50696199144256,49.53863686012603,1.1002919225521839,430,364,66,88.37209302325581,2.056101769045214,0
B_touch_prev_only,6051.885224642441,505.1885224642441,54.93047967181119,49.53863686012603,1.108841162240883,430,364,66,88.37209302325581,2.0542997008760904,0
C_B_plus_reentry_above_ema,4968.620428716837,396.8620428716837,47.67523776138967,61.50488865171473,0.7751455015447866,409,343,66,87.77506112469437,2.075469476485527,117630
