final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,variant,entry_type,trades,fee_paid,avg_gross_exposure
996.2330302881501,-0.3766969711849977,-0.09005394564511882,21.237154526527704,-0.004240396025401183,flow_follow_dual_48h_x100,follow,430,163.9398041278685,0.03558777045070576
912.3679991037855,-8.76320008962146,-2.1641452802542593,26.072367286619368,-0.08300532346999127,flow_follow_dual_24h_x100,follow,596,206.61552157210528,0.03973095147323131
705.5987878386924,-29.440121216130766,-7.982275360280555,32.06302254769753,-0.2489557978635975,flow_reclaim_dual_24h_x100,reclaim,570,187.88654812478714,0.03869614944719787
642.6197221231838,-35.73802778768162,-10.011931834290799,38.69869112848551,-0.25871499894013655,flow_reclaim_dual_24h_x125,reclaim,570,223.23038324534164,0.04837018680899733
