variant,overlay_name,core_weight,overlay_weight,rebalance_hours,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,fee_paid,rebalance_count,delta_cagr_vs_core85,delta_mdd_vs_core85,delta_calmar_vs_core85,meets_cagr_floor,is_live_overlay
study111_proxy_w7_rb24h,study111_proxy,0.9299999999999999,0.07,24,44487.7201230741,2124.386006153705,112.5511774803158,41.30689700080246,2.7247550809282357,33.89713586173865,1503,-8.085184141656669,-2.5489016571519016,-0.02599545408891668,True,True
study111_proxy_w6_rb168h,study111_proxy,0.94,0.06,168,45424.82599708181,2171.2412998540904,113.63088443595078,41.73024052876997,2.722986567920943,12.589888830054182,215,-7.005477186021693,-2.125558129184391,-0.02776396709620954,True,True
study111_exact_w5_rb168h,study111_exact,0.95,0.05,168,46279.29551008986,2213.964775504493,114.60078205734496,42.088459207624965,2.722855248561422,10.875784527030774,215,-6.035579564627511,-1.7673394503293949,-0.02789528645573025,True,True
gap12_reference_w12_rb168h,gap12_reference,0.88,0.12,168,39689.304545010506,1884.4652272505255,106.73568721313589,39.20586138960396,2.7224420897799355,22.697193279261004,215,-13.90067440883658,-4.649937268350399,-0.028308445237216873,True,True
study111_exact_w6_rb24h,study111_exact,0.94,0.06,24,45237.742279568694,2161.8871139784346,113.41668792963473,41.675783494306295,2.7214050563711565,29.703052845329644,1503,-7.219673692337736,-2.180015163648065,-0.029345478645995904,True,True
study111_proxy_w8_rb24h,study111_proxy,0.92,0.08,24,43485.53462624066,2074.276731312033,111.3772662417285,40.93642043102933,2.7207377945851325,37.59620339168413,1503,-9.259095380243963,-2.9193782269250264,-0.030012740432019847,True,True
study111_proxy_w6_rb4h,study111_proxy,0.94,0.06,4,45255.716963576124,2162.785848178806,113.43729664833488,41.70474965342582,2.7200090539092017,62.8948283296535,9016,-7.19906497363759,-2.151049004528538,-0.03074148110795072,True,True
study111_exact_w5_rb4h,study111_exact,0.95,0.05,4,46111.188406540976,2205.559420327049,114.41104327472624,42.06732318433708,2.71971294140543,53.89640504139354,9016,-6.22531834724623,-1.7884754736172823,-0.031037593611722425,True,True
gap12_reference_w15_rb4h,gap12_reference,0.85,0.15,4,37123.80090780504,1756.190045390252,103.40487899824295,38.030582978050816,2.718992739551813,132.74412448200957,9016,-17.23148262372952,-5.825215679903543,-0.03175779546533919,True,True
buy_hold_reference_w12_rb168h,buy_hold_reference,0.88,0.12,168,40953.5026149789,1947.6751307489446,108.31735086012127,39.839778483276824,2.7188241246268134,20.833447697958952,215,-12.319010761851203,-4.016020174677536,-0.031926410390338944,True,True
study111_proxy_w7_rb168h,study111_proxy,0.9299999999999999,0.07,168,44400.44133133412,2120.022066566706,112.44974375483032,41.37042417775548,2.71811918755461,14.253946651977836,215,-8.186617867142147,-2.485374480198878,-0.03263134746254259,True,True
study111_exact_w6_rb168h,study111_exact,0.94,0.06,168,45208.25456403326,2160.412728201663,113.38286561529239,41.730240528769954,2.71704318447729,12.66200249741618,215,-7.253496006680081,-2.1255581291844052,-0.03370735053986218,True,True
study111_exact_w7_rb24h,study111_exact,0.9299999999999999,0.07,24,44185.092463196255,2109.2546231598126,112.19882228329058,41.306897000802614,2.716224902613975,33.62154471642266,1503,-8.437539338681887,-2.5489016571517453,-0.0345256324031773,True,True
study111_proxy_w7_rb4h,study111_proxy,0.9299999999999999,0.07,4,44208.350674071175,2110.417533703559,112.22596695388715,41.340542797285515,2.714670862068509,71.1773586268651,9016,-8.410394668085317,-2.5152558606688444,-0.03607967294864345,True,True
gap12_reference_w15_rb168h,gap12_reference,0.85,0.15,168,36937.43475900903,1746.8717379504515,103.1562050343172,38.00311700689845,2.7144143206882725,25.938358302490826,215,-17.480156587655273,-5.85268165105591,-0.0363362143288799,True,True
study111_exact_w6_rb4h,study111_exact,0.94,0.06,4,45012.1188182365,2150.605940911825,113.15747259886919,41.704749653426006,2.713299409281394,62.71956595993929,9016,-7.478889023103278,-2.1510490045283532,-0.037451125735758595,True,True
study111_proxy_w8_rb168h,study111_proxy,0.92,0.08,168,43390.651129967686,2069.532556498384,111.26506680840431,41.00900407498778,2.7131862701407843,15.804940598410349,215,-9.371294813568156,-2.846794582966581,-0.0375642648763681,True,True
