variant,add_cooldown_bars,case1_final_equity,case1_cagr_pct,case1_mdd_pct,case1_calmar_ratio,total_final_equity,total_return_pct,total_cagr_pct,total_mdd_pct,total_calmar_ratio,dca_signal_events,dca_blocked_cooldown,hedge_open_events,hedge_close_events,hedge_topup_events
baseline_cool0,0,21156.19003628643,110.04592915721285,52.773253137527064,2.0852595323322825,38126.11397467511,1806.3056987337554,104.70734554000711,52.241617709852015,2.0042898771157467,3843,0,66,66,0
addcool30,30,19901.02113603962,106.94503455022088,53.14406593843742,2.0123607906498346,36870.945074428295,1743.5472537214146,103.04864561878895,53.50698856640431,1.9258913345665392,3750,254,66,66,0
addcool120,120,5586.284692427211,51.943534007761286,53.14406593843746,0.9774098592293093,22556.20863081589,1027.8104315407945,80.19042414481088,52.31456413208991,1.532850850909065,6492,493,66,66,0
addcool60,60,6584.689555038067,58.14226304373857,53.14406593843742,1.094049956792751,23554.613493426747,1077.7306746713373,82.0971687838763,53.904603148266936,1.5230084999988682,6617,272,66,66,0
addcool240,240,2613.235056889389,26.312896822244404,63.12127348468057,0.41686257848759184,19583.158995278067,879.1579497639033,74.10583107828816,54.08570768003613,1.3701555227249391,7092,951,66,66,0
