period_start,period_end,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,long_win_rate_pct,short_win_rate_pct,profit_factor,avg_holding_hours,band,band_label,mode
2022-01-01 03:20:00,2026-02-12,14849.29162809572,1384.929162809572,92.72162086379512,72.33735387411974,1.2817944795872371,727,598,129,85.14442916093536,99.83277591973244,17.05426356589147,2.661942173982965,63.63784961027052,0.0,0.00%,hyst_0.00pct
2022-01-01 03:20:00,2026-02-12,17289.448489094088,1628.9448489094088,99.98543933815382,71.01448178241671,1.4079584449338385,707,598,109,87.41159830268741,99.83277591973244,19.26605504587156,2.7502662968981446,65.42109853842527,0.001,0.10%,hyst_0.10pct
2022-01-01 03:20:00,2026-02-12,19650.445237039894,1865.0445237039894,106.30835794199905,72.88672486632613,1.4585421163726044,695,598,97,88.92086330935251,99.83277591973244,21.649484536082475,2.794749769989464,66.4931175059952,0.002,0.20%,hyst_0.20pct
2022-01-01 03:20:00,2026-02-12,25143.76698844041,2414.3766988440407,119.05376446322151,70.5310204137268,1.687963165212497,681,598,83,90.60205580029368,99.83277591973244,24.096385542168676,2.9351462192341415,67.86595692608908,0.003,0.30%,hyst_0.30pct
2022-01-01 03:20:00,2026-02-12,27950.29873271394,2695.029873271394,124.76367963290818,68.13628282936308,1.83109019823344,664,598,66,92.46987951807229,99.83277591973244,25.757575757575758,2.93274167298082,69.53119979919678,0.005,0.50%,hyst_0.50pct
