final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,variant,pair,trades,fee_paid,avg_gross_exposure
677.2940288862577,-32.27059711137423,-8.899062058292085,54.59244342339436,-0.16300904484664616,xrp_btc_mr_42_e20_x05_s35,XRPUSDT/BTCUSDT,548,176.02045516892585,0.4256852681009064
766.0050456748753,-23.399495432512474,-6.2046479634948914,35.43932275542836,-0.17507806247636334,eth_btc_mr_84_e20_x05_s35,ETHUSDT/BTCUSDT,348,114.61500823005888,0.4741634668129457
564.8636037635844,-43.513639623641566,-12.769919780286221,51.13712578865761,-0.2497191538113124,eth_btc_mr_42_e15_x03_s30,ETHUSDT/BTCUSDT,762,209.6980007463863,0.607950202031233
466.62583094359627,-53.33741690564038,-16.73653047462118,66.20022166313125,-0.25281683435725144,eth_xrp_mr_84_e20_x05_s35,ETHUSDT/XRPUSDT,357,105.24776155992029,0.455842018650576
438.1006878075863,-56.18993121924136,-17.91449829124486,66.13575002333731,-0.2708746522859932,eth_xrp_mr_42_e15_x03_s30,ETHUSDT/XRPUSDT,749,195.46008181131336,0.5900404062465873
