strategy,period_start,period_end,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,max_drawdown_amount,calmar_ratio,annual_volatility_pct,sharpe_365,sortino_365,trades,long_trades,short_trades,win_rate_pct,long_win_rate_pct,short_win_rate_pct,profit_factor,avg_pnl_per_trade,avg_holding_hours,worst_month,max_dd_peak_time,max_dd_trough_time,max_dd_recovery_time,max_dd_peak_to_trough_days,max_dd_recovery_days,gross_profit,gross_loss,net_pnl_sum,median_pnl_per_trade,avg_return_pct_per_trade,median_return_pct_per_trade,median_holding_hours,max_consecutive_wins,max_consecutive_losses,best_trade_pnl,worst_trade_pnl,best_trade_reason,worst_trade_reason
02_baseline,2022-01-01 03:20:00,2026-02-12,5670.031997303158,467.0031997303158,52.494343039382564,65.92468194105504,3381.6506348987155,0.7962775320830385,109.94411317996386,0.9463834532417444,1.2476758709814828,1980,843,1137,99.74747474747475,99.644128113879,99.8240985048373,6912.761170992556,42.04823810355155,13.054646464646463,2025-12 (-35.4242%),2022-07-04 07:05:00,2022-07-16 16:14:00,2023-04-05 19:21:00,12.38125,275.5111111111111,83267.55692944411,-12.045484412054162,83255.51144503207,29.043912342784672,4.204823810355155,2.9043912342784672,4.65,779,1,229.3747724672622,-4.014634940276438,Take Profit,Reverse
04_long_only_with_trend_short_hedge_5x,2022-01-01 03:20:00,2026-02-12,5129.801678896252,412.98016788962525,48.82615137388151,62.987504121738546,4045.4868382415734,0.7751720290347304,90.33003035810464,0.8714212455545262,1.113881914602078,318,203,115,71.69811320754717,99.50738916256158,22.608695652173914,1.854380426054269,49.16455522162736,169.0357966457023,2025-01 (-42.5120%),2024-12-01 15:34:00,2025-05-06 21:30:00,2025-06-11 15:30:00,156.24722222222223,191.99722222222223,33933.35330836472,-18299.024747887222,15634.328560477501,24.08849452257708,4.916455522162736,2.4088494522577077,8.883333333333333,47,22,5211.357744443467,-11546.35977357767,Final Hedge Close,Final Close
08_best_hysteresis_fixed5x,2022-01-01 03:20:00,2026-02-12,3839.69606098396,283.96960609839596,38.703312647141644,83.76885882186514,3333.9234589042258,0.4620250674471335,108.02205814287144,0.7580605523123117,1.0485253038419635,275,203,72,80.72727272727272,99.50738916256158,27.77777777777778,1.8883658408748227,44.16431601169552,195.6268484848485,2025-01 (-66.9313%),2024-03-10 16:31:00,2025-04-24 08:35:00,2025-07-16 19:59:00,409.6694444444444,493.14444444444445,25816.5668059557,-13671.379902739433,12145.186903216267,30.30902819688004,4.41643160116955,3.030902819688004,11.25,49,9,3627.0658615208404,-8036.179708490434,Final Hedge Close,Final Close
