portfolio,initial_capital,period_start,period_end,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,profit_factor
combined_1000,1000.0,2022-01-01 03:20:00,2026-02-12,16542.23571295413,1554.2235712954132,97.8484165381816,60.73337460904219,1.6111144353176383,2049,1297,752,,
08_longonly_500,500.0,2022-01-01 03:20:00,2026-02-12,13975.14936635697,2695.029873271394,124.76367963290818,68.13628282936308,1.83109019823344,664,598,66,92.46987951807229,2.93274167298082
02_both_500,500.0,2022-01-01 03:20:00,2026-02-12,2567.0863465971584,413.4172693194317,48.856979079906516,73.97277254327538,0.6604724603410574,1385,699,686,99.63898916967509,7063.7564593447205
