study,symbol,initial_capital,entry_scale,hedge_hysteresis_band,final_equity,total_return_pct,cagr_pct,max_drawdown_pct,calmar_ratio,trades,long_trades,short_trades,win_rate_pct,profit_factor,touch_bars,entry_window_bars,reverse_events,stop_loss_events,reentry_events,hedge_open_events,hedge_close_events
35_backtest_btcusdt_live_nla_longonly_hedge_hyst05,BTCUSDT,1000.0,0.5,0.005,5984.143338179289,498.4143338179289,54.50696199144256,49.53863686012603,1.1002919225521839,430,364,66,88.37209302325581,2.056101769045214,162310,2000372,0,47,23,66,66
