timestamp,raw_equity,managed_total_equity,managed_active_equity,vault_balance
2021-01-02 00:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 00:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 00:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 00:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 01:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 01:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 01:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 01:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 02:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 02:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 02:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 02:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 03:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 03:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 03:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 03:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 04:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 04:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 04:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 04:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 05:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 05:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 05:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 05:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 06:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 06:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 06:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 06:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 07:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 07:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 07:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 07:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 08:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 08:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 08:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 08:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 09:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 09:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 09:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 09:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 10:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 10:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 10:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 10:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 11:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 11:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 11:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 11:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 12:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 12:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 12:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 12:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 13:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 13:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 13:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 13:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 14:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 14:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 14:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 14:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 15:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 15:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 15:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 15:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 16:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 16:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 16:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 16:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 17:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 17:15:00,2000.0,2000.0,2000.0,0.0
2021-01-02 17:30:00,2000.0,2000.0,2000.0,0.0
2021-01-02 17:45:00,2000.0,2000.0,2000.0,0.0
2021-01-02 18:00:00,2000.0,2000.0,2000.0,0.0
2021-01-02 18:15:00,1997.648,1997.648,1997.648,0.0
2021-01-02 18:30:00,2006.7139128870615,2006.7139128870615,2006.7139128870615,0.0
2021-01-02 18:45:00,2025.6012314017728,2025.6012314017726,2025.6012314017726,0.0
2021-01-02 19:00:00,2005.2029274058848,2005.2029274058846,2005.2029274058846,0.0
2021-01-02 19:15:00,2037.009171784659,2037.0091717846587,2037.0091717846587,0.0
2021-01-02 19:30:00,2058.0118699730183,2058.0118699730183,2058.0118699730183,0.0
2021-01-02 19:45:00,2064.584656816138,2064.584656816138,2064.584656816138,0.0
2021-01-02 20:00:00,2046.3017324938971,2046.3017324938971,2046.3017324938971,0.0
2021-01-02 20:15:00,1993.039494282411,1993.039494282411,1993.039494282411,0.0
2021-01-02 20:30:00,1948.0876762173973,1948.0876762173973,1948.0876762173973,0.0
2021-01-02 20:45:00,1945.821197995632,1945.821197995632,1945.821197995632,0.0
2021-01-02 21:00:00,1841.6387490684824,1841.6387490684824,1841.6387490684824,0.0
2021-01-02 21:15:00,1931.4668359244504,1931.4668359244504,1931.4668359244504,0.0
2021-01-02 21:30:00,1927.3871751252727,1927.3871751252727,1927.3871751252727,0.0
2021-01-02 21:45:00,1906.837772581267,1906.837772581267,1906.837772581267,0.0
2021-01-02 22:00:00,1924.9695983553895,1924.9695983553897,1924.9695983553897,0.0
2021-01-02 22:15:00,1946.8033385583967,1946.8033385583967,1946.8033385583967,0.0
2021-01-02 22:30:00,1955.567054349223,1955.5670543492229,1955.5670543492229,0.0
2021-01-02 22:45:00,1967.881586020815,1967.8815860208147,1967.8815860208147,0.0
2021-01-02 23:00:00,1952.393984838751,1952.3939848387508,1952.3939848387508,0.0
2021-01-02 23:15:00,1937.1330314788645,1937.1330314788643,1937.1330314788643,0.0
2021-01-02 23:30:00,1992.5861986380576,1992.586198638057,1992.586198638057,0.0
2021-01-02 23:45:00,1978.2318365668768,1978.2318365668764,1978.2318365668764,0.0
2021-01-03 00:00:00,1976.4186539894645,1976.418653989464,1976.418653989464,0.0
2021-01-03 00:15:00,1965.6906570731087,1965.6906570731082,1965.6906570731082,0.0
2021-01-03 00:30:00,1973.8499786714635,1973.849978671463,1973.849978671463,0.0
2021-01-03 00:45:00,1989.9419740459975,1989.941974045997,1989.941974045997,0.0
2021-01-03 01:00:00,1971.2813033534624,1971.281303353462,1971.281303353462,0.0
2021-01-03 01:15:00,1983.2936379288196,1983.2936379288192,1983.2936379288192,0.0
2021-01-03 01:30:00,1987.1466509058205,1987.14665090582,1987.14665090582,0.0
2021-01-03 01:45:00,1979.440624951818,1979.4406249518177,1979.4406249518177,0.0
2021-01-03 02:00:00,1996.1370145188237,1996.1370145188232,1996.1370145188232,0.0
2021-01-03 02:15:00,1991.452959527175,1991.4529595271745,1991.4529595271745,0.0
2021-01-03 02:30:00,1991.6040580752929,1991.6040580752926,1991.6040580752926,0.0
2021-01-03 02:45:00,2009.207038931004,2009.2070389310038,2009.2070389310038,0.0
2021-01-03 03:00:00,2004.5229839393555,2004.5229839393553,2004.5229839393553,0.0
2021-01-03 03:15:00,1981.0271597070544,1981.0271597070541,1981.0271597070541,0.0
2021-01-03 03:30:00,1969.3925715019916,1969.3925715019914,1969.3925715019914,0.0
2021-01-03 03:45:00,1975.889809071052,1975.8898090710518,1975.8898090710518,0.0
2021-01-03 04:00:00,1960.3266586149305,1960.3266586149302,1960.3266586149302,0.0
2021-01-03 04:15:00,1960.5533064371064,1960.5533064371061,1960.5533064371061,0.0
2021-01-03 04:30:00,1959.5711658743417,1959.5711658743414,1959.5711658743414,0.0
2021-01-03 04:45:00,1955.491505075164,1955.4915050751638,1955.4915050751638,0.0
2021-01-03 05:00:00,1996.2881130669407,1996.2881130669402,1996.2881130669402,0.0
2021-01-03 05:15:00,2049.625900552486,2049.6259005524857,2049.6259005524857,0.0
2021-01-03 05:30:00,2083.9252709752027,2083.9252709752022,2083.9252709752022,0.0
2021-01-03 05:45:00,2085.511805730438,2085.5118057304376,2085.5118057304376,0.0
2021-01-03 06:00:00,2048.71930926378,2048.7193092637795,2048.7193092637795,0.0
2021-01-03 06:15:00,2159.474545034049,2159.4745450340483,2159.4745450340483,0.0
2021-01-03 06:30:00,2149.5775901323395,2149.577590132339,2149.577590132339,0.0
2021-01-03 06:45:00,2166.425078247463,2166.4250782474624,2166.4250782474624,0.0
2021-01-03 07:00:00,2152.9773074649884,2152.977307464988,2152.977307464988,0.0
2021-01-03 07:15:00,2155.0926871386355,2155.092687138635,2155.092687138635,0.0
2021-01-03 07:30:00,2195.5870980341774,2195.587098034177,2195.587098034177,0.0
2021-01-03 07:45:00,2184.481354747527,2184.4813547475264,2184.4813547475264,0.0
2021-01-03 08:00:00,2173.602259283053,2173.6022592830527,2173.6022592830527,0.0
2021-01-03 08:15:00,2137.7163541051013,2137.716354105101,2137.716354105101,0.0
2021-01-03 08:30:00,2191.205240138764,2191.2052401387637,2191.2052401387637,0.0
2021-01-03 08:45:00,2273.7805966850838,2273.7805966850833,2273.7805966850833,0.0
2021-01-03 09:00:00,2331.9535377103944,2331.953537710394,2331.953537710394,0.0
2021-01-03 09:15:00,2286.6239732750864,2286.623973275086,2286.623973275086,0.0
2021-01-03 09:30:00,2290.8547326223825,2290.854732622382,2290.854732622382,0.0
2021-01-03 09:45:00,2313.368416291919,2313.3684162919185,2313.3684162919185,0.0
2021-01-03 10:00:00,2333.388973917513,2333.3889739175124,2333.3889739175124,0.0
2021-01-03 10:15:00,2343.739224463575,2343.7392244635744,2343.7392244635744,0.0
2021-01-03 10:30:00,2318.4302176538613,2318.430217653861,2318.430217653861,0.0
2021-01-03 10:45:00,2342.8326331748685,2342.832633174868,2342.832633174868,0.0
2021-01-03 11:00:00,2363.306486444816,2363.3064864448156,2363.3064864448156,0.0
2021-01-03 11:15:00,2391.1086192984712,2391.108619298471,2391.108619298471,0.0
2021-01-03 11:30:00,2359.6045720159327,2359.6045720159323,2359.6045720159323,0.0
2021-01-03 11:45:00,2401.0055742001805,2401.0055742001796,2401.0055742001796,0.0
2021-01-03 12:00:00,2385.1402266478226,2385.1402266478217,2385.1402266478217,0.0
2021-01-03 12:15:00,2426.616778106129,2426.616778106128,2426.616778106128,0.0
2021-01-03 12:30:00,2442.1043792881924,2442.1043792881915,2442.1043792881915,0.0
2021-01-03 12:45:00,2395.414927919826,2395.414927919825,2395.414927919825,0.0
2021-01-03 13:00:00,2424.57694770654,2424.576947706539,2424.576947706539,0.0
2021-01-03 13:15:00,2450.414799434666,2450.414799434665,2450.414799434665,0.0
2021-01-03 13:30:00,2543.9448007195174,2543.9448007195165,2543.9448007195165,0.0
2021-01-03 13:45:00,2797.488164461005,2797.488164461004,2797.488164461004,0.0
2021-01-03 14:00:00,2700.4073472953883,2700.4073472953874,2700.4073472953874,0.0
2021-01-03 14:15:00,2781.1695212642944,2781.1695212642935,2781.1695212642935,0.0
2021-01-03 14:30:00,2950.8531908004634,2950.8531908004625,2950.8531908004625,0.0
