timestamp,raw_equity,managed_total_equity,managed_active_equity,vault_balance
2021-01-03 14:45:00,3061.1551309263787,3061.1551309263773,3061.1551309263773,0.0
2021-01-03 15:00:00,3074.451803160736,3074.451803160735,3074.451803160735,0.0
2021-01-03 15:15:00,2981.82839316459,2981.828393164589,2981.828393164589,0.0
2021-01-03 15:30:00,2807.3851193627142,2807.3851193627133,2807.3851193627133,0.0
2021-01-03 15:45:00,2957.728174739818,2957.728174739817,2957.728174739817,0.0
2021-01-03 16:00:00,3172.892507259412,3172.8925072594106,3172.8925072594106,0.0
2021-01-03 16:15:00,3414.7257335217787,3414.725733521777,3414.725733521777,0.0
2021-01-03 16:30:00,3488.0840786329186,3488.0840786329168,3488.0840786329168,0.0
2021-01-03 16:45:00,3399.087033791597,3399.0870337915953,3399.0870337915953,0.0
2021-01-03 17:00:00,3207.645173326481,3207.6451733264794,3207.6451733264794,0.0
2021-01-03 17:15:00,3215.502297828601,3215.502297828599,3215.502297828599,0.0
2021-01-03 17:30:00,3285.1587285108576,3285.158728510855,3285.158728510855,0.0
2021-01-03 17:45:00,3291.051571887448,3291.051571887446,3291.051571887446,0.0
2021-01-03 18:00:00,3266.7247056404985,3266.7247056404963,3266.7247056404963,0.0
2021-01-03 18:15:00,3159.5202857509967,3159.5202857509944,3159.5202857509944,0.0
2021-01-03 18:30:00,3070.6743394577934,3070.674339457791,3070.674339457791,0.0
2021-01-03 18:45:00,3064.857045355261,3064.857045355259,3064.857045355259,0.0
2021-01-03 19:00:00,3026.0247184890145,3026.0247184890122,3026.0247184890122,0.0
2021-01-03 19:15:00,3046.04527611461,3046.045276114607,3046.045276114607,0.0
2021-01-03 19:30:00,3001.546753693948,3001.5467536939454,3001.5467536939454,0.0
2021-01-03 19:45:00,3011.443708595658,3011.443708595655,3011.443708595655,0.0
2021-01-03 20:00:00,3100.6674012591548,3100.6674012591516,3100.6674012591516,0.0
2021-01-03 20:15:00,3248.97062623667,3248.9706262366662,3248.9706262366662,0.0
2021-01-03 20:30:00,3386.3192064756527,3386.319206475649,3386.319206475649,0.0
2021-01-03 20:45:00,3298.908696389567,3298.9086963895634,3298.9086963895634,0.0
2021-01-03 21:00:00,3285.6120241552103,3285.6120241552067,3285.6120241552067,0.0
2021-01-03 21:15:00,3237.336038031608,3237.3360380316044,3237.3360380316044,0.0
2021-01-03 21:30:00,3341.820684054992,3341.8206840549883,3341.8206840549883,0.0
2021-01-03 21:45:00,3341.97178260311,3341.9717826031065,3341.9717826031065,0.0
2021-01-03 22:00:00,3289.7672342284477,3289.767234228444,3289.767234228444,0.0
2021-01-03 22:15:00,3348.620118720288,3348.6201187202846,3348.6201187202846,0.0
2021-01-03 22:30:00,3591.964330463832,3591.964330463829,3591.964330463829,0.0
2021-01-03 22:45:00,3653.310340999616,3653.3103409996124,3653.3103409996124,0.0
2021-01-03 23:00:00,3654.29248156238,3654.2924815623765,3654.2924815623765,0.0
2021-01-03 23:15:00,3623.4683777463706,3623.468377746367,3623.468377746367,0.0
2021-01-03 23:30:00,3607.905227290249,3607.9052272902454,3607.9052272902454,0.0
2021-01-03 23:45:00,3760.816957985353,3760.816957985349,3760.816957985349,0.0
2021-01-04 00:00:00,3577.08112347424,3577.0811234742364,3577.0811234742364,0.0
2021-01-04 00:15:00,3524.196631633047,3524.1966316330436,3524.1966316330436,0.0
2021-01-04 00:30:00,3455.7489893357315,3455.7489893357283,3455.7489893357283,0.0
2021-01-04 00:45:00,3444.7187953231405,3444.7187953231373,3444.7187953231373,0.0
2021-01-04 01:00:00,3504.2516232815115,3504.2516232815087,3504.2516232815087,0.0
2021-01-04 01:15:00,3456.202284980085,3456.2022849800824,3456.2022849800824,0.0
2021-01-04 01:30:00,3367.507437235,3367.5074372349973,3367.5074372349973,0.0
2021-01-04 01:45:00,3401.9579062058333,3401.9579062058306,3401.9579062058306,0.0
2021-01-04 02:00:00,3411.628213285366,3411.6282132853635,3411.6282132853635,0.0
2021-01-04 02:15:00,3488.8395713735063,3488.8395713735035,3488.8395713735035,0.0
2021-01-04 02:30:00,3462.6995225491464,3462.6995225491437,3462.6995225491437,0.0
2021-01-04 02:45:00,3454.691299498908,3454.691299498905,3454.691299498905,0.0
2021-01-04 03:00:00,3545.0482312732884,3545.0482312732856,3545.0482312732856,0.0
2021-01-04 03:15:00,3556.3050731080566,3556.3050731080543,3556.3050731080543,0.0
2021-01-04 03:30:00,3619.464266221252,3619.464266221249,3619.464266221249,0.0
2021-01-04 03:45:00,3731.730487472698,3731.730487472695,3731.730487472695,0.0
2021-01-04 04:00:00,3890.912807914687,3890.9128079146844,3890.9128079146844,0.0
2021-01-04 04:15:00,3937.451160734935,3937.4511607349327,3937.4511607349327,0.0
2021-01-04 04:30:00,3885.095513812156,3885.0955138121535,3885.0955138121535,0.0
2021-01-04 04:45:00,3794.738582037775,3794.7385820377726,3794.7385820377726,0.0
2021-01-04 05:00:00,3870.590053192857,3870.590053192855,3870.590053192855,0.0
2021-01-04 05:15:00,3957.622816908648,3957.622816908646,3957.622816908646,0.0
2021-01-04 05:30:00,4177.47120441989,4177.471204419888,2177.4712044198877,2000.0
2021-01-04 05:45:00,4180.11542901195,4178.849483916139,2178.849483916139,2000.0
2021-01-04 06:00:00,4348.816957985353,4266.783715776919,2266.7837157769195,2000.0
2021-01-04 06:15:00,4323.356852627523,4253.5128531987375,2253.512853198737,2000.0
2021-01-04 06:30:00,4585.135087241424,4389.962523327535,2389.962523327534,2000.0
2021-01-04 06:45:00,4797.881842991135,4500.854953654431,2500.8549536544306,2000.0
2021-01-04 07:00:00,4576.220272902479,4385.31575245446,2385.315752454461,2000.0
2021-01-04 07:15:00,4484.730102017217,4337.627281884194,2337.6272818841944,2000.0
2021-01-04 07:30:00,4269.263572401388,4225.317192646869,2225.3171926468694,2000.0
2021-01-04 07:45:00,4004.236719002956,4087.1742077083927,2087.1742077083927,2000.0
2021-01-04 08:00:00,4207.313167673134,4193.02607302043,2193.0260730204295,2000.0
2021-01-04 08:15:00,4184.64838545548,4181.212248766854,2181.212248766854,2000.0
2021-01-04 08:30:00,4088.020863934216,4130.845978032443,2130.8459780324433,2000.0
2021-01-04 08:45:00,3688.4407534369775,3922.5682564419058,1922.5682564419058,2000.0
2021-01-04 09:00:00,3844.676652190672,4004.0048849632203,2004.0048849632203,2000.0
2021-01-04 09:15:00,3664.718281382501,3910.2031203898305,1910.2031203898307,2000.0
2021-01-04 09:30:00,3380.2752645509445,3761.9396260074573,1761.939626007457,2000.0
2021-01-04 09:45:00,3311.6765237055124,3726.1831179333017,1726.1831179333017,2000.0
2021-01-04 10:00:00,3544.443837080817,3847.5110930175224,1847.5110930175224,2000.0
2021-01-04 10:15:00,3054.280146987023,3592.017453826861,1592.0174538268614,2000.0
2021-01-04 10:30:00,3120.00801541822,3626.2775441622307,1626.277544162231,2000.0
2021-01-04 10:45:00,3330.866039316459,3736.185489134662,1736.1854891346618,2000.0
2021-01-04 11:00:00,3375.3645617371194,3759.3799640858483,1759.3799640858483,2000.0
2021-01-04 11:15:00,3266.8002549145576,3702.7917459112214,1702.7917459112214,2000.0
2021-01-04 11:30:00,3335.172347937814,3738.4301157428413,1738.4301157428413,2000.0
2021-01-04 11:45:00,3377.102195040473,3760.285690611956,1760.2856906119557,2000.0
2021-01-04 12:00:00,3482.795629448799,3815.3774910477964,1815.3774910477964,2000.0
2021-01-04 12:15:00,3473.125322369267,3810.3369260329373,1810.3369260329375,2000.0
2021-01-04 12:30:00,3520.3436186560457,3834.949059894553,1834.949059894553,2000.0
2021-01-04 12:45:00,3748.124679943467,3953.6779936429875,1953.6779936429875,2000.0
2021-01-04 13:00:00,3759.6837188744703,3959.703044012311,1959.703044012311,2000.0
2021-01-04 13:15:00,3635.0274166773743,3894.7270106176456,1894.7270106176456,2000.0
2021-01-04 13:30:00,3660.18532493897,3907.8403555391146,1907.8403555391146,2000.0
2021-01-04 13:45:00,3621.5796458949,3887.717474893858,1887.7174748938578,2000.0
2021-01-04 14:00:00,3823.673954002313,3993.057407821573,1993.0574078215732,2000.0
2021-01-04 14:15:00,3807.279761531544,3984.5120749448206,1984.5120749448204,2000.0
2021-01-04 14:30:00,3877.011741487858,4020.859274231654,2020.8592742316541,2000.0
2021-01-04 14:45:00,3843.618962353849,4003.4535731647197,2003.4535731647197,2000.0
2021-01-04 15:00:00,4033.096541693435,4102.217143924611,2102.2171439246113,2000.0
2021-01-04 15:15:00,3999.930410381601,4084.929581100212,2084.929581100212,2000.0
2021-01-04 15:30:00,4050.926170371322,4111.510685670757,2111.510685670757,2000.0
2021-01-04 15:45:00,4014.586969549017,4092.5691874508575,2092.5691874508575,2000.0
2021-01-04 16:00:00,4046.0154675574977,4108.9510237491495,2108.9510237491495,2000.0
2021-01-04 16:15:00,3743.969469870231,3951.512125863166,1951.5121258631661,2000.0
2021-01-04 16:30:00,3670.762223307208,3913.3534735241165,1913.3534735241167,2000.0
2021-01-04 16:45:00,3702.870664782218,3930.0897245500155,1930.0897245500157,2000.0
2021-01-04 17:00:00,3837.6505697032,4000.3425994446116,2000.3425994446118,2000.0
2021-01-04 17:15:00,3648.248539637672,3901.6184080988987,1901.6184080988985,2000.0
2021-01-04 17:30:00,3679.6770376461527,3918.0002443971903,1918.0002443971903,2000.0
2021-01-04 17:45:00,3630.6455587819614,3892.4430045952886,1892.4430045952884,2000.0
2021-01-04 18:00:00,3705.7415371964544,3931.586142288802,1931.5861422888017,2000.0
2021-01-04 18:15:00,3772.602644738533,3966.4369238368495,1966.4369238368495,2000.0
2021-01-04 18:30:00,3834.9307958370814,3998.9249405341825,1998.9249405341825,2000.0
2021-01-04 18:45:00,3860.844196839266,4012.432079597437,2012.432079597437,2000.0
2021-01-04 19:00:00,3840.521442117436,4001.8390171833976,2001.8390171833976,2000.0
2021-01-04 19:15:00,3796.929510985482,3979.117095202354,1979.1170952023542,2000.0
2021-01-04 19:30:00,3906.853704741103,4036.4141428321955,2036.4141428321955,2000.0
2021-01-04 19:45:00,4004.085620454839,4087.0954488800353,2087.0954488800353,2000.0
2021-01-04 20:00:00,4052.210508030322,4112.180135711793,2112.180135711793,2000.0
2021-01-04 20:15:00,3943.646201207762,4055.591917537167,2055.591917537167,2000.0
2021-01-04 20:30:00,3973.563713735063,4071.1861655518856,2071.1861655518856,2000.0
2021-01-04 20:45:00,3913.502040858282,4039.879531279911,2039.879531279911,2000.0
2021-01-04 21:00:00,3888.193034048568,4026.6874275300843,2026.6874275300845,2000.0
2021-01-04 21:15:00,3932.767105743288,4049.92128189545,2049.92128189545,2000.0
2021-01-04 21:30:00,3772.073799820121,3966.161267937599,1966.161267937599,2000.0
2021-01-04 21:45:00,3694.106948991392,3925.521712505299,1925.521712505299,2000.0
2021-01-04 22:00:00,3726.215390466402,3942.2579635311977,1942.257963531198,2000.0
2021-01-04 22:15:00,3764.594421688296,3962.2627059339193,1962.262705933919,2000.0
2021-01-04 22:30:00,3812.11491507131,3987.032357452249,1987.0323574522492,2000.0
2021-01-04 22:45:00,3823.447306180137,3992.939269579037,1992.939269579037,2000.0
2021-01-04 23:00:00,3783.2550923808303,3971.9894212360296,1971.9894212360296,2000.0
2021-01-04 23:15:00,3721.531335474753,3939.8164398521258,1939.8164398521255,2000.0
2021-01-04 23:30:00,3893.481483232688,4029.443986522586,2029.4439865225856,2000.0
2021-01-04 23:45:00,3990.637849672363,4080.0859131562456,2080.0859131562456,2000.0
2021-01-05 00:00:00,4078.199458306566,4125.726654189226,2125.7266541892263,2000.0
2021-01-05 00:15:00,4329.854090196583,4256.899482818093,2256.8994828180935,2000.0
2021-01-05 00:30:00,4406.309955544134,4296.751449966821,2296.751449966821,2000.0
2021-01-05 00:45:00,4622.380879352436,4409.376574517575,2409.376574517575,2000.0
2021-01-05 01:00:00,4476.419681870745,4333.295546324549,2333.2955463245485,2000.0
2021-01-05 01:15:00,4357.202927405884,4271.15483075074,2271.15483075074,2000.0
2021-01-05 01:30:00,4484.050158550688,4337.272867156586,2337.272867156585,2000.0
2021-01-05 01:45:00,4313.837644096108,4248.5510470122335,2248.551047012233,2000.0
2021-01-05 02:00:00,4518.273979699346,4355.111741779485,2355.1117417794844,2000.0
2021-01-05 02:15:00,4482.9169194398055,4336.682175943906,2336.6821759439067,2000.0
2021-01-05 02:30:00,4332.347216240524,4258.199003485986,2258.199003485986,2000.0
2021-01-05 02:45:00,4339.599946550174,4261.97942724713,2261.9794272471304,2000.0
2021-01-05 03:00:00,4250.75400025697,4215.669236173114,2215.669236173114,2000.0
2021-01-05 03:15:00,4327.209865604524,4255.521203321843,2255.5212033218427,2000.0
2021-01-05 03:30:00,4067.773658486445,4120.292295032581,2120.292295032581,2000.0
2021-01-05 03:45:00,3782.8773460105367,3971.7925241651365,1971.7925241651367,2000.0
2021-01-05 04:00:00,3782.8017967364776,3971.753144750958,1971.753144750958,2000.0
2021-01-05 04:15:00,3672.4243073365033,3914.219820636045,1914.219820636045,2000.0
2021-01-05 04:30:00,3809.244042657074,3985.5359397134625,1985.5359397134628,2000.0
2021-01-05 04:45:00,3885.2466123602735,4025.1516303771195,2025.1516303771195,2000.0
2021-01-05 05:00:00,3716.922829757164,3937.4142955872317,1937.4142955872317,2000.0
2021-01-05 05:15:00,3745.8582017217022,3952.49661121763,1952.4966112176298,2000.0
2021-01-05 05:30:00,3774.869122960298,3967.618306262206,1967.6183062622056,2000.0
2021-01-05 05:45:00,3672.726504432738,3914.3773382927584,1914.3773382927584,2000.0
2021-01-05 06:00:00,3604.354411409483,3878.7389684611394,1878.7389684611394,2000.0
2021-01-05 06:15:00,3612.589282281896,3883.0313246066044,1883.0313246066044,2000.0
2021-01-05 06:30:00,3756.0573537196456,3957.812832131738,1957.8128321317379,2000.0
2021-01-05 06:45:00,3804.2577905691896,3982.9368983776753,1982.9368983776753,2000.0
2021-01-05 07:00:00,3831.833275600669,3997.3103845528594,1997.3103845528592,2000.0
2021-01-05 07:15:00,3800.3292283181295,3980.889168840389,1980.889168840389,2000.0
2021-01-05 07:30:00,3781.8196561737127,3971.241212366636,1971.2412123666359,2000.0
2021-01-05 07:45:00,3761.723549274059,3960.766288195132,1960.766288195132,2000.0
2021-01-05 08:00:00,3739.8142597969936,3949.346258083342,1949.3462580833423,2000.0
2021-01-05 08:15:00,3967.368673262239,4067.9570535892412,2067.9570535892412,2000.0
2021-01-05 08:30:00,3923.8522914043433,4045.274511022376,2045.274511022376,2000.0
2021-01-05 08:45:00,3861.3730417576776,4012.707735496686,2012.707735496686,2000.0
2021-01-05 09:00:00,3915.692969805989,4041.0215342910888,2041.021534291089,2000.0
2021-01-05 09:15:00,3961.249182063472,4064.7673210407747,2064.7673210407747,2000.0
2021-01-05 09:30:00,4044.957777720673,4108.399711950647,2108.3997119506466,2000.0
2021-01-05 09:45:00,4031.661105486317,4101.468935055216,2101.4689350552158,2000.0
2021-01-05 10:00:00,3998.721621996661,4084.299510473353,2084.299510473353,2000.0
2021-01-05 10:15:00,3930.802824617757,4048.8974171268046,2048.8974171268046,2000.0
2021-01-05 10:30:00,3970.466193498652,4069.5716095705625,2069.5716095705625,2000.0
2021-01-05 10:45:00,3865.6793503790313,4014.9523621048643,2014.9523621048643,2000.0
2021-01-05 11:00:00,3895.823510728511,4030.66474836212,2030.6647483621198,2000.0
2021-01-05 11:15:00,3908.5157887703976,4037.2804899441226,2037.2804899441226,2000.0
2021-01-05 11:30:00,3907.231451111397,4036.6110399030863,2036.6110399030863,2000.0
2021-01-05 11:45:00,3967.6708703584736,4068.1145712459543,2068.1145712459543,2000.0
2021-01-05 12:00:00,4043.9756371579097,4107.887779566327,2107.887779566326,2000.0
2021-01-05 12:15:00,3967.519771810357,4068.0358124175978,2068.0358124175978,2000.0
2021-01-05 12:30:00,3934.806936142876,4050.9845260782704,2050.9845260782704,2000.0
2021-01-05 12:45:00,3943.419553385584,4055.473779294629,2055.473779294629,2000.0
2021-01-05 13:00:00,3917.2039552871656,4041.8091225746603,2041.8091225746605,2000.0
2021-01-05 13:15:00,3979.456557111653,4074.2577598578137,2074.2577598578137,2000.0
