entry_time,exit_time,side,avg_entry,exit_price,quantity,num_entries,pnl,return_pct,reason
2024-12-20 12:00:00,2024-12-20 16:00:00,SHORT,92734.8,96866.8,9.485961673357776,1,-39915.41503863726,-3991.5415038637257,Hedge Close Trend Up
2024-12-22 16:00:00,2024-12-24 16:00:00,SHORT,95263.3,98167.5,9.485961673357776,1,-28283.0807538644,-2828.30807538644,Hedge Close Trend Up
2024-12-26 12:00:00,2024-12-27 12:00:00,SHORT,95614.0,96968.3,9.485961673357776,1,-13577.5692209353,-1357.75692209353,Hedge Close Trend Up
2024-12-27 16:00:00,2025-01-02 12:00:00,SHORT,94638.9,96718.9,9.485961673357776,1,-20456.8853832634,-2045.6885383263402,Hedge Close Trend Up
2025-01-08 08:00:00,2025-01-14 12:00:00,SHORT,95633.2,96589.0,9.485961673357776,1,-9796.047136182797,-979.6047136182797,Hedge Close Trend Up
2024-12-17 15:11:00,2025-01-17 15:05:00,LONG,102373.16799999999,103764.2,9.485961673357776,5,12090.161855243481,1209.0161855243482,Take Profit
2025-01-17 17:36:00,2025-01-17 19:51:00,LONG,104439.0,105759.7,0.974063116060594,1,1204.5464370956693,120.45464370956694,Take Profit
2025-01-17 20:08:00,2025-01-19 02:31:00,LONG,104124.7,105416.7,4.8778537550859,5,5893.3421296366,589.33421296366,Take Profit
2025-01-19 02:57:00,2025-01-19 14:28:00,LONG,104293.3,105573.2,2.045311830151675,2,2446.0976373301064,244.60976373301065,Take Profit
2025-01-19 15:05:00,2025-01-19 19:56:00,LONG,104648.6,105910.9,1.0425559780376723,1,1228.2103848938923,122.82103848938924,Take Profit
2025-01-19 20:16:00,2025-01-19 22:59:00,LONG,102106.97,103396.7,4.166453390715874,4,4856.346159232882,485.6346159232882,Take Profit
2025-01-20 00:39:00,2025-01-20 02:12:00,LONG,99883.0,101090.5,1.0138754889253583,1,1142.7498106479538,114.27498106479538,Take Profit
2025-01-20 10:56:00,2025-01-20 13:31:00,LONG,106452.98000000001,107798.8,4.7369149964016675,5,5969.077952582156,596.9077952582156,Take Profit
2025-01-20 14:30:00,2025-01-21 11:16:00,LONG,102404.67333333334,103761.2,2.983374160071631,3,3633.2473665369853,363.3247366536985,Take Profit
2025-01-21 14:35:00,2025-01-21 16:08:00,LONG,103486.725,104799.9,3.7359059218402857,4,4594.642564601523,459.46425646015234,Take Profit
2025-01-21 16:37:00,2025-01-21 17:47:00,LONG,104809.0,106141.3,0.9597227008436813,1,1197.6570376701254,119.76570376701254,Take Profit
2025-01-21 20:33:00,2025-01-23 14:37:00,LONG,103311.07,104751.0,1.9079891655371801,2,2428.257094490363,242.82570944903634,Take Profit
2025-01-23 15:11:00,2025-01-23 15:22:00,LONG,102640.3,104078.4,0.909297010560398,1,1232.4725525121275,123.24725525121276,Take Profit
2025-01-23 17:01:00,2025-01-23 17:47:00,LONG,104519.8,105853.2,0.9020934811326384,1,1126.9410029797282,112.69410029797282,Take Profit
2025-01-23 18:11:00,2025-01-23 20:25:00,LONG,104589.85,106077.2,3.611313153427947,4,5066.972743287481,506.69727432874805,Take Profit
2025-01-23 20:53:00,2025-01-23 22:31:00,LONG,103048.8,104559.0,0.9615902694674866,1,1372.3401688115748,137.2340168811575,Take Profit
2025-01-24 00:00:00,2025-01-24 04:45:00,LONG,103329.625,104723.0,3.8592050146516446,4,5056.15269380566,505.615269380566,Take Profit
